,Protein ID,Gene names ,UniProt id,UniProt gene name,Monomer ID
1071,sp|P0AFT5|BTSR_ECOLI,btsR,P0AFT5,BTSR_ECOLI,EG12006-MONOMER
1072,sp|P0AFU2|YFBS_ECOLI,yfbS,P0AFU2,YFBS_ECOLI,G7186-MONOMER
1073,sp|P0AFU4|GLRR_ECOLI,glrR,P0AFU4,GLRR_ECOLI,EG11285-MONOMER
1074,sp|P0AFU8|RISA_ECOLI,ribC,P0AFU8,RISA_ECOLI,RIBOFLAVIN-SYN-MONOMER
1075,sp|P0AFV4|MEPS_ECOLI,mepS,P0AFV4,MEPS_ECOLI,G7147-MONOMER
1076,sp|P0AFW0|RFAH_ECOLI,rfaH,P0AFW0,RFAH_ECOLI,EG10839-MONOMER
1077,sp|P0AFW4|RNK_ECOLI,rnk,P0AFW4,RNK_ECOLI,G6337-MONOMER
1078,sp|P0AFW8|ROF_ECOLI,rof,P0AFW8,ROF_ECOLI,G6097-MONOMER
1079,sp|P0AFX0|HPF_ECOLI,hpf,P0AFX0,HPF_ECOLI,EG11681-MONOMER
1080,sp|P0AFX4|RSD_ECOLI,rsd,P0AFX4,RSD_ECOLI,EG11738-MONOMER
1081,sp|P0AFX7|RSEA_ECOLI,rseA,P0AFX7,RSEA_ECOLI,EG12341-MONOMER
1082,sp|P0AFX9|RSEB_ECOLI,rseB,P0AFX9,RSEB_ECOLI,G7348-MONOMER
1083,sp|P0AFY2|SANA_ECOLI,sanA,P0AFY2,SANA_ECOLI,EG12025-MONOMER
1084,sp|P0AFY6|SBMA_ECOLI,sbmA,P0AFY6,SBMA_ECOLI,SBMA-MONOMER
1085,sp|P0AFY8|SEQA_ECOLI,seqA,P0AFY8,SEQA_ECOLI,EG12197-MONOMER
1086,sp|P0AFZ1|SSEB_ECOLI,sseB,P0AFZ1,SSEB_ECOLI,EG11601-MONOMER
1087,sp|P0AFZ3|SSPB_ECOLI,sspB,P0AFZ3,SSPB_ECOLI,EG10978-MONOMER
1088,sp|P0AG00|WZZE_ECOLI,wzzE,P0AG00,WZZE_ECOLI,EG11295-MONOMER
1089,sp|P0AG03|UBIX_ECOLI,ubiX,P0AG03,UBIX_ECOLI,UBIX-MONOMER
1090,sp|P0AG07|RPE_ECOLI,rpe,P0AG07,RPE_ECOLI,RIBULP3EPIM-MONOMER
1091,sp|P0AG14|SOHB_ECOLI,sohB,P0AG14,SOHB_ECOLI,EG10956-MONOMER
1092,sp|P0AG16|PUR1_ECOLI,purF,P0AG16,PUR1_ECOLI,PRPPAMIDOTRANS-MONOMER
1093,sp|P0AG18|PURE_ECOLI,purE,P0AG18,PURE_ECOLI,PURE-MONOMER
1094,sp|P0AG20|RELA_ECOLI,relA,P0AG20,RELA_ECOLI,RELA-MONOMER
1095,sp|P0AG24|SPOT_ECOLI,spoT,P0AG24,SPOT_ECOLI,SPOT-MONOMER
1096,sp|P0AG27|YIBN_ECOLI,yibN,P0AG27,YIBN_ECOLI,EG12295-MONOMER
1097,sp|P0AG30|RHO_ECOLI,rho,P0AG30,RHO_ECOLI,EG10845-MONOMER
1098,sp|P0AG34|RHTB_ECOLI,rhtB,P0AG34,RHTB_ECOLI,RHTB-MONOMER
1099,sp|P0AG38|RHTC_ECOLI,rhtC,P0AG38,RHTC_ECOLI,RHTC-MONOMER
1100,sp|P0AG40|RIBF_ECOLI,ribF,P0AG40,RIBF_ECOLI,RIBF-MONOMER
1101,sp|P0AG44|RL17_ECOLI,rplQ,P0AG44,RL17_ECOLI,EG10878-MONOMER
1102,sp|P0AG48|RL21_ECOLI,rplU,P0AG48,RL21_ECOLI,EG50001-MONOMER
1103,sp|P0AG51|RL30_ECOLI,rpmD,P0AG51,RL30_ECOLI,EG10888-MONOMER
1104,sp|P0AG55|RL6_ECOLI,rplF,P0AG55,RL6_ECOLI,EG10869-MONOMER
1105,sp|P0AG59|RS14_ECOLI,rpsN,P0AG59,RS14_ECOLI,EG10913-MONOMER
1106,sp|P0AG63|RS17_ECOLI,rpsQ,P0AG63,RS17_ECOLI,EG10916-MONOMER
1107,sp|P0AG67|RS1_ECOLI,rpsA,P0AG67,RS1_ECOLI,EG10900-MONOMER
1108,sp|P0AG71|RMUC_ECOLI,rmuC,P0AG71,RMUC_ECOLI,EG11472-MONOMER
1109,sp|P0AG76|SBCD_ECOLI,sbcD,P0AG76,SBCD_ECOLI,EG11094-MONOMER
1110,sp|P0AG78|SUBI_ECOLI,sbp,P0AG78,SUBI_ECOLI,SBP-MONOMER
1111,sp|P0AG80|UGPB_ECOLI,ugpB,P0AG80,UGPB_ECOLI,UGPB-MONOMER
1112,sp|P0AG82|PSTS_ECOLI,pstS,P0AG82,PSTS_ECOLI,PSTS-MONOMER
1113,sp|P0AG84|YGHA_ECOLI,yghA,P0AG84,YGHA_ECOLI,EG11292-MONOMER
1114,sp|P0AG86|SECB_ECOLI,secB,P0AG86,SECB_ECOLI,SECB
1115,sp|P0AG90|SECD_ECOLI,secD,P0AG90,SECD_ECOLI,SECD
1116,sp|P0AG93|SECF_ECOLI,secF,P0AG93,SECF_ECOLI,SECF
1117,sp|P0AG99|SECG_ECOLI,secG,P0AG99,SECG_ECOLI,SECG
1118,sp|P0AGA2|SECY_ECOLI,secY,P0AGA2,SECY_ECOLI,SECY
1119,sp|P0AGA6|UHPA_ECOLI,uhpA,P0AGA6,UHPA_ECOLI,UHPA-MONOMER
1120,sp|P0AGB0|SERB_ECOLI,serB,P0AGB0,SERB_ECOLI,PSERPHOSPHA-MONOMER
1121,sp|P0AGB6|RPOE_ECOLI,rpoE,P0AGB6,RPOE_ECOLI,RPOE-MONOMER
1122,sp|P0AGC0|UHPT_ECOLI,uhpT,P0AGC0,UHPT_ECOLI,UHPT-MONOMER
1123,sp|P0AGC3|SLT_ECOLI,slt,P0AGC3,SLT_ECOLI,EG10950-MONOMER
1124,sp|P0AGC5|MLTF_ECOLI,mltF,P0AGC5,MLTF_ECOLI,EG11373-MONOMER
1125,sp|P0AGC7|SMP_ECOLI,ytjB,P0AGC7,SMP_ECOLI,EG10951-MONOMER
1126,sp|P0AGD1|SODC_ECOLI,sodC,P0AGD1,SODC_ECOLI,G6886-MONOMER
1127,sp|P0AGD3|SODF_ECOLI,sodB,P0AGD3,SODF_ECOLI,SUPEROX-DISMUTFE-MONOMER
1128,sp|P0AGD7|SRP54_ECOLI,ffh,P0AGD7,SRP54_ECOLI,EG10300-MONOMER
1129,sp|P0AGE0|SSB_ECOLI,ssb,P0AGE0,SSB_ECOLI,EG10976-MONOMER
1130,sp|P0AGE4|SSTT_ECOLI,sstT,P0AGE4,SSTT_ECOLI,YGJU-MONOMER
1131,sp|P0AGE6|CHRR_ECOLI,chrR,P0AGE6,CHRR_ECOLI,EG11723-MONOMER
1132,sp|P0AGE9|SUCD_ECOLI,sucD,P0AGE9,SUCD_ECOLI,SUCCCOASYN-ALPHA
1133,sp|P0AGF2|CSDE_ECOLI,csdE,P0AGF2,CSDE_ECOLI,G7455-MONOMER
1134,sp|P0AGG0|THIL_ECOLI,thiL,P0AGG0,THIL_ECOLI,THI-P-KIN-MONOMER
1135,sp|P0AGG2|TESB_ECOLI,tesB,P0AGG2,TESB_ECOLI,THIOESTERII-MONOMER
1136,sp|P0AGG4|THIO2_ECOLI,trxC,P0AGG4,THIO2_ECOLI,RED-THIOREDOXIN2-MONOMER
1137,sp|P0AGG8|TLDD_ECOLI,tldD,P0AGG8,TLDD_ECOLI,G7689-MONOMER
1138,sp|P0AGH1|YHHJ_ECOLI,yhhJ,P0AGH1,YHHJ_ECOLI,YHHJ-MONOMER
1139,sp|P0AGH8|PSTC_ECOLI,pstC,P0AGH8,PSTC_ECOLI,PSTC-MONOMER
1140,sp|P0AGI1|RBSC_ECOLI,rbsC,P0AGI1,RBSC_ECOLI,RBSC-MONOMER
1141,sp|P0AGI8|TRKA_ECOLI,trkA,P0AGI8,TRKA_ECOLI,TRKA-MONOMER
1142,sp|P0AGJ2|TRMH_ECOLI,trmH,P0AGJ2,TRMH_ECOLI,EG10967-MONOMER
1143,sp|P0AGJ5|YFIF_ECOLI,yfiF,P0AGJ5,YFIF_ECOLI,EG11786-MONOMER
1144,sp|P0AGJ7|TRML_ECOLI,trmL,P0AGJ7,TRML_ECOLI,EG11888-MONOMER
1145,sp|P0AGJ9|SYY_ECOLI,tyrS,P0AGJ9,SYY_ECOLI,TYRS-MONOMER
1146,sp|P0AGK1|UBIA_ECOLI,ubiA,P0AGK1,UBIA_ECOLI,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER
1147,sp|P0AGK4|YHBY_ECOLI,yhbY,P0AGK4,YHBY_ECOLI,EG12794-MONOMER
1148,sp|P0AGK8|ISCR_ECOLI,iscR,P0AGK8,ISCR_ECOLI,G7326-MONOMER
1149,sp|P0AGL2|TDCF_ECOLI,tdcF,P0AGL2,TDCF_ECOLI,G7626-MONOMER
1150,sp|P0AGL5|RATA_ECOLI,ratA,P0AGL5,RATA_ECOLI,G7358-MONOMER
1151,sp|P0AGL7|RSME_ECOLI,rsmE,P0AGL7,RSME_ECOLI,EG12366-MONOMER
1152,sp|P0AGM5|SIRB1_ECOLI,ychA,P0AGM5,SIRB1_ECOLI,EG11251-MONOMER
1153,sp|P0AGM7|URAA_ECOLI,uraA,P0AGM7,URAA_ECOLI,URAA-MONOMER
1154,sp|P0C018|RL18_ECOLI,rplR,P0C018,RL18_ECOLI,EG10879-MONOMER
1155,sp|P0C037|PPNP_ECOLI,ppnP,P0C037,PPNP_ECOLI,EG12159-MONOMER
1156,sp|P0C054|IBPA_ECOLI,ibpA,P0C054,IBPA_ECOLI,EG11534-MONOMER
1157,sp|P0C058|IBPB_ECOLI,ibpB,P0C058,IBPB_ECOLI,EG11535-MONOMER
1158,sp|P0C066|MLTC_ECOLI,mltC,P0C066,MLTC_ECOLI,G7533-MONOMER
1159,sp|P0C077|RELE_ECOLI,relE,P0C077,RELE_ECOLI,EG11131-MONOMER
1160,sp|P0C093|SLMA_ECOLI,slmA,P0C093,SLMA_ECOLI,EG11191-MONOMER
1161,sp|P0C0K3|SRKA_ECOLI,srkA,P0C0K3,SRKA_ECOLI,EG11831-MONOMER
1162,sp|P0C0L2|OSMC_ECOLI,osmC,P0C0L2,OSMC_ECOLI,EG10680-MONOMER
1163,sp|P0C0L7|PROP_ECOLI,proP,P0C0L7,PROP_ECOLI,PROP-MONOMER
1164,sp|P0C0R7|RLME_ECOLI,rlmE,P0C0R7,RLME_ECOLI,EG11507-MONOMER
1165,sp|P0C0S1|MSCS_ECOLI,mscS,P0C0S1,MSCS_ECOLI,EG11160-MONOMER
1166,sp|P0C0T5|MEPA_ECOLI,mepA,P0C0T5,MEPA_ECOLI,EG10580-MONOMER
1167,sp|P0C0U4|RIMK_ECOLI,rimK,P0C0U4,RIMK_ECOLI,EG10852-MONOMER
1168,sp|P0C0V0|DEGP_ECOLI,degP,P0C0V0,DEGP_ECOLI,EG10463-MONOMER
1169,sp|P0C960|EMTA_ECOLI,emtA,P0C960,EMTA_ECOLI,G6622-MONOMER
1170,sp|P0CB39|EPTC_ECOLI,eptC,P0CB39,EPTC_ECOLI,EG11914-MONOMER
1171,sp|P0CE48|EFTU2_ECOLI,tufB,P0CE48,EFTU2_ECOLI,EG11037-MONOMER
1172,sp|P0CF42|INSC3_ECOLI,insC3,P0CF42,INSC3_ECOLI,MONOMER0-4251
1173,sp|P0CF93|INSL3_ECOLI,insL3,P0CF93,INSL3_ECOLI,G7255-MONOMER
1174,sp|P0CG19|RNPH_ECOLI,rph,P0CG19,RNPH_ECOLI,EG10863-MONOMER
1175,sp|P0CK95|ACFD_ECOLI,yghJ,P0CK95,ACFD_ECOLI,G7541-MONOMER
1176,sp|P0DM85|CRFC_ECOLI,crfC,P0DM85,CRFC_ECOLI,EG11210-MONOMER
1177,sp|P0DMC5|RCSC_ECOLI,rcsC,P0DMC5,RCSC_ECOLI,RCSC-MONOMER
1178,sp|P0DMC7|RCSB_ECOLI,rcsB,P0DMC7,RCSB_ECOLI,RCSB-MONOMER
1179,sp|P10100|RLPA_ECOLI,rlpA,P10100,RLPA_ECOLI,EG10854-MONOMER
1180,sp|P10121|FTSY_ECOLI,ftsY,P10121,FTSY_ECOLI,EG10346-MONOMER
1181,sp|P10346|GLNQ_ECOLI,glnQ,P10346,GLNQ_ECOLI,GLNQ-MONOMER
1182,sp|P10371|HIS4_ECOLI,hisA,P10371,HIS4_ECOLI,PRIBFAICARPISOM-MONOMER
1183,sp|P10378|ENTE_ECOLI,entE,P10378,ENTE_ECOLI,ENTE-MONOMER
1184,sp|P10384|FADL_ECOLI,fadL,P10384,FADL_ECOLI,EG10280-MONOMER
1185,sp|P10408|SECA_ECOLI,secA,P10408,SECA_ECOLI,SECA
1186,sp|P10423|IAP_ECOLI,iap,P10423,IAP_ECOLI,EG10488-MONOMER
1187,sp|P10441|LPXB_ECOLI,lpxB,P10441,LPXB_ECOLI,LIPIDADISACCHARIDESYNTH-MONOMER
1188,sp|P10442|RNH2_ECOLI,rnhB,P10442,RNH2_ECOLI,EG10861-MONOMER
1189,sp|P10443|DPO3A_ECOLI,dnaE,P10443,DPO3A_ECOLI,EG10238-MONOMER
1190,sp|P10902|NADB_ECOLI,nadB,P10902,NADB_ECOLI,L-ASPARTATE-OXID-MONOMER
1191,sp|P10907|UGPC_ECOLI,ugpC,P10907,UGPC_ECOLI,UGPC-MONOMER
1192,sp|P10908|UGPQ_ECOLI,ugpQ,P10908,UGPQ_ECOLI,GLYCPDIESTER-CYTO-MONOMER
1193,sp|P11446|ARGC_ECOLI,argC,P11446,ARGC_ECOLI,N-ACETYLGLUTPREDUCT-MONOMER
1194,sp|P11447|ARLY_ECOLI,argH,P11447,ARLY_ECOLI,ARGSUCCINLYA-MONOMER
1195,sp|P11454|ENTF_ECOLI,entF,P11454,ENTF_ECOLI,ENTF-MONOMER
1196,sp|P11458|NADA_ECOLI,nadA,P11458,NADA_ECOLI,QUINOLINATE-SYNTHA-MONOMER
1197,sp|P11557|DAMX_ECOLI,damX,P11557,DAMX_ECOLI,EG11183-MONOMER
1198,sp|P11663|FUME_ECOLI,fumE,P11663,FUME_ECOLI,EG11162-MONOMER
1199,sp|P11875|SYR_ECOLI,argS,P11875,SYR_ECOLI,ARGS-MONOMER
1200,sp|P11880|MURF_ECOLI,murF,P11880,MURF_ECOLI,UDP-NACMURALGLDAPAALIG-MONOMER
1201,sp|P12008|AROC_ECOLI,aroC,P12008,AROC_ECOLI,AROC-MONOMER
1202,sp|P12281|MOEA_ECOLI,moeA,P12281,MOEA_ECOLI,EG10153-MONOMER
1203,sp|P12282|MOEB_ECOLI,moeB,P12282,MOEB_ECOLI,EG10154-MONOMER
1204,sp|P12295|UNG_ECOLI,ung,P12295,UNG_ECOLI,EG11058-MONOMER
1205,sp|P12758|UDP_ECOLI,udp,P12758,UDP_ECOLI,URPHOS-MONOMER
1206,sp|P12994|YBHB_ECOLI,ybhB,P12994,YBHB_ECOLI,EG11238-MONOMER
1207,sp|P12995|BIOA_ECOLI,bioA,P12995,BIOA_ECOLI,DAPASYN-MONOMER
1208,sp|P12996|BIOB_ECOLI,bioB,P12996,BIOB_ECOLI,BIOTIN-SYN-MONOMER
1209,sp|P12998|BIOF_ECOLI,bioF,P12998,BIOF_ECOLI,7KAPSYN-MONOMER
1210,sp|P13000|BIOD1_ECOLI,bioD1,P13000,BIOD1_ECOLI,DETHIOBIOTIN-SYN-MONOMER
1211,sp|P13001|BIOH_ECOLI,bioH,P13001,BIOH_ECOLI,EG10122-MONOMER
1212,sp|P13009|METH_ECOLI,metH,P13009,METH_ECOLI,HOMOCYSMETB12-MONOMER
1213,sp|P13016|AMPD_ECOLI,ampD,P13016,AMPD_ECOLI,EG10041-MONOMER
1214,sp|P13024|FDHE_ECOLI,fdhE,P13024,FDHE_ECOLI,EG10284-MONOMER
1215,sp|P13029|KATG_ECOLI,katG,P13029,KATG_ECOLI,HYDROPEROXIDI-MONOMER
1216,sp|P13035|GLPD_ECOLI,glpD,P13035,GLPD_ECOLI,AERGLYC3PDEHYDROG-MONOMER
1217,sp|P13036|FECA_ECOLI,fecA,P13036,FECA_ECOLI,EG10286-MONOMER
1218,sp|P13039|FES_ECOLI,fes,P13039,FES_ECOLI,EG10299-MONOMER
1219,sp|P13445|RPOS_ECOLI,rpoS,P13445,RPOS_ECOLI,RPOS-MONOMER
1220,sp|P13458|SBCC_ECOLI,sbcC,P13458,SBCC_ECOLI,EG10927-MONOMER
1221,sp|P13482|TREA_ECOLI,treA,P13482,TREA_ECOLI,TREHALAPERI-MONOMER
1222,sp|P13518|CSRD_ECOLI,csrD,P13518,CSRD_ECOLI,EG10018-MONOMER
1223,sp|P13656|CHIA_ECOLI,chiA,P13656,CHIA_ECOLI,EG11237-MONOMER
1224,sp|P13669|MNGR_ECOLI,mngR,P13669,MNGR_ECOLI,PD01103
1225,sp|P13738|NHAA_ECOLI,nhaA,P13738,NHAA_ECOLI,NHAA-MONOMER
1226,sp|P13857|RIML_ECOLI,rimL,P13857,RIML_ECOLI,EG10853-MONOMER
1227,sp|P14081|SELB_ECOLI,selB,P14081,SELB_ECOLI,EG10942-MONOMER
1228,sp|P14175|PROV_ECOLI,proV,P14175,PROV_ECOLI,PROV-MONOMER
1229,sp|P14294|TOP3_ECOLI,topB,P14294,TOP3_ECOLI,EG11014-MONOMER
1230,sp|P14375|ZRAR_ECOLI,zraR,P14375,ZRAR_ECOLI,HYDG-MONOMER
1231,sp|P14407|FUMB_ECOLI,fumB,P14407,FUMB_ECOLI,FUMB-MONOMER
1232,sp|P14900|MURD_ECOLI,murD,P14900,MURD_ECOLI,UDP-NACMURALA-GLU-LIG-MONOMER
1233,sp|P15005|MCRB_ECOLI,mcrB,P15005,MCRB_ECOLI,EG10574-MONOMER
1234,sp|P15006|MCRC_ECOLI,mcrC,P15006,MCRC_ECOLI,EG10575-MONOMER
1235,sp|P15032|RECE_ECOLI,recE,P15032,RECE_ECOLI,EG10827-MONOMER
1236,sp|P15034|AMPP_ECOLI,pepP,P15034,AMPP_ECOLI,EG10697-MONOMER
1237,sp|P15038|HELD_ECOLI,helD,P15038,HELD_ECOLI,EG10426-MONOMER
1238,sp|P15042|DNLJ_ECOLI,ligA,P15042,DNLJ_ECOLI,EG10534-MONOMER
1239,sp|P15043|RECQ_ECOLI,recQ,P15043,RECQ_ECOLI,EG10833-MONOMER
1240,sp|P15047|ENTA_ECOLI,entA,P15047,ENTA_ECOLI,ENTA-MONOMER
1241,sp|P15067|GLGX_ECOLI,glgX,P15067,GLGX_ECOLI,EG10381-MONOMER
1242,sp|P15070|FLIN_ECOLI,fliN,P15070,FLIN_ECOLI,FLIN-FLAGELLAR-C-RING-SWITCH
1243,sp|P15078|CSTA_ECOLI,cstA,P15078,CSTA_ECOLI,EG10167-MONOMER
1244,sp|P15082|SRLR_ECOLI,srlR,P15082,SRLR_ECOLI,PD00283
1245,sp|P15254|PUR4_ECOLI,purL,P15254,PUR4_ECOLI,FGAMSYN-MONOMER
1246,sp|P15286|FLK_ECOLI,flk,P15286,FLK_ECOLI,EG10229-MONOMER
1247,sp|P15288|PEPD_ECOLI,pepD,P15288,PEPD_ECOLI,EG10695-MONOMER
1248,sp|P15373|PRLF_ECOLI,prlF,P15373,PRLF_ECOLI,EG10955-MONOMER
1249,sp|P15639|PUR9_ECOLI,purH,P15639,PUR9_ECOLI,AICARTRANSIMPCYCLO-CPLX
1250,sp|P15640|PUR2_ECOLI,purD,P15640,PUR2_ECOLI,GLYCRIBONUCSYN-MONOMER
1251,sp|P15723|DGTP_ECOLI,dgt,P15723,DGTP_ECOLI,DGTPTRIPHYDRO-MONOMER
1252,sp|P15770|AROE_ECOLI,aroE,P15770,AROE_ECOLI,AROE-MONOMER
1253,sp|P15877|DHG_ECOLI,gcd,P15877,DHG_ECOLI,GLUCDEHYDROG-MONOMER
1254,sp|P15977|MALQ_ECOLI,malQ,P15977,MALQ_ECOLI,AMYLOMALT-MONOMER
1255,sp|P15993|AROP_ECOLI,aroP,P15993,AROP_ECOLI,AROP-MONOMER
1256,sp|P16095|SDHL_ECOLI,sdaA,P16095,SDHL_ECOLI,LSERINEDEAM1-MONOMER
1257,sp|P16384|MIAA_ECOLI,miaA,P16384,MIAA_ECOLI,EG10595-MONOMER
1258,sp|P16456|SELD_ECOLI,selD,P16456,SELD_ECOLI,EG10943-MONOMER
1259,sp|P16525|TUS_ECOLI,tus,P16525,TUS_ECOLI,EG11038-MONOMER
1260,sp|P16528|ICLR_ECOLI,iclR,P16528,ICLR_ECOLI,PD04099
1261,sp|P16659|SYP_ECOLI,proS,P16659,SYP_ECOLI,PROS-MONOMER
1262,sp|P16676|CYSA_ECOLI,cysA,P16676,CYSA_ECOLI,CYSA-MONOMER
1263,sp|P16681|PHNB_ECOLI,phnB,P16681,PHNB_ECOLI,EG10712-MONOMER
1264,sp|P16691|PHNO_ECOLI,phnO,P16691,PHNO_ECOLI,EG10724-MONOMER
1265,sp|P16692|PHNP_ECOLI,phnP,P16692,PHNP_ECOLI,EG10725-MONOMER
1266,sp|P16700|CYSP_ECOLI,cysP,P16700,CYSP_ECOLI,CYSP-MONOMER
1267,sp|P16701|CYST_ECOLI,cysU,P16701,CYST_ECOLI,CYST-MONOMER
1268,sp|P16703|CYSM_ECOLI,cysM,P16703,CYSM_ECOLI,ACSERLYB-MONOMER
1269,sp|P16869|FHUE_ECOLI,fhuE,P16869,FHUE_ECOLI,EG10306-MONOMER
1270,sp|P16926|MREC_ECOLI,mreC,P16926,MREC_ECOLI,EG10609-MONOMER
1271,sp|P17109|MEND_ECOLI,menD,P17109,MEND_ECOLI,MEND-MONOMER
1272,sp|P17115|GUTQ_ECOLI,gutQ,P17115,GUTQ_ECOLI,EG10973-MONOMER
1273,sp|P17117|NFSA_ECOLI,nfsA,P17117,NFSA_ECOLI,EG11261-MONOMER
1274,sp|P17169|GLMS_ECOLI,glmS,P17169,GLMS_ECOLI,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER
1275,sp|P17315|CIRA_ECOLI,cirA,P17315,CIRA_ECOLI,EG10155-MONOMER
1276,sp|P17443|MURG_ECOLI,murG,P17443,MURG_ECOLI,NACGLCTRANS-MONOMER
1277,sp|P17444|BETA_ECOLI,betA,P17444,BETA_ECOLI,CHD-MONOMER
1278,sp|P17445|BETB_ECOLI,betB,P17445,BETB_ECOLI,BADH-MONOMER
1279,sp|P17802|MUTY_ECOLI,mutY,P17802,MUTY_ECOLI,EG10627-MONOMER
1280,sp|P17846|CYSI_ECOLI,cysI,P17846,CYSI_ECOLI,BETACOMP-MONOMER
1281,sp|P17854|CYSH_ECOLI,cysH,P17854,CYSH_ECOLI,PAPSSULFOTRANS-MONOMER
1282,sp|P17888|PRIA_ECOLI,priA,P17888,PRIA_ECOLI,EG10763-MONOMER
1283,sp|P17952|MURC_ECOLI,murC,P17952,MURC_ECOLI,UDP-NACMUR-ALA-LIG-MONOMER
1284,sp|P17993|UBIG_ECOLI,ubiG,P17993,UBIG_ECOLI,DHHB-METHYLTRANSFER-MONOMER
1285,sp|P18133|PNCB_ECOLI,pncB,P18133,PNCB_ECOLI,NICOTINATEPRIBOSYLTRANS-MONOMER
1286,sp|P18196|MINC_ECOLI,minC,P18196,MINC_ECOLI,EG10596-MONOMER
1287,sp|P18335|ARGD_ECOLI,argD,P18335,ARGD_ECOLI,ACETYLORNTRANSAM-MONOMER
1288,sp|P18390|YJJA_ECOLI,yjjA,P18390,YJJA_ECOLI,EG11214-MONOMER
1289,sp|P18392|RSTB_ECOLI,rstB,P18392,RSTB_ECOLI,RSTB-MONOMER
1290,sp|P18775|DMSA_ECOLI,dmsA,P18775,DMSA_ECOLI,DMSA-MONOMER
1291,sp|P18811|MALI_ECOLI,malI,P18811,MALI_ECOLI,PD00361
1292,sp|P18843|NADE_ECOLI,nadE,P18843,NADE_ECOLI,NAD-SYNTH-MONOMER
1293,sp|P18956|GGT_ECOLI,ggt,P18956,GGT_ECOLI,EG10374-MONOMER
1294,sp|P19323|FHLA_ECOLI,fhlA,P19323,FHLA_ECOLI,PD02936
1295,sp|P19624|PDXA_ECOLI,pdxA,P19624,PDXA_ECOLI,PDXA-MONOMER
1296,sp|P19636|EUTC_ECOLI,eutC,P19636,EUTC_ECOLI,EUTC-MONOMER
1297,sp|P19642|PTOCB_ECOLI,malX,P19642,PTOCB_ECOLI,MALX-MONOMER
1298,sp|P19926|AGP_ECOLI,agp,P19926,AGP_ECOLI,GLUCOSE-1-PHOSPHAT-MONOMER
1299,sp|P19934|TOLA_ECOLI,tolA,P19934,TOLA_ECOLI,EG11007-MONOMER
1300,sp|P20083|PARE_ECOLI,parE,P20083,PARE_ECOLI,EG10687-MONOMER
1301,sp|P20099|BISC_ECOLI,bisC,P20099,BISC_ECOLI,EG10124-MONOMER
1302,sp|P20605|FIC_ECOLI,fic,P20605,FIC_ECOLI,EG10307-MONOMER
1303,sp|P20966|PTFBC_ECOLI,fruA,P20966,PTFBC_ECOLI,FRUA-MONOMER
1304,sp|P21151|FADA_ECOLI,fadA,P21151,FADA_ECOLI,FADA-MONOMER
1305,sp|P21156|CYSD_ECOLI,cysD,P21156,CYSD_ECOLI,CYSD-MONOMER
1306,sp|P21165|PEPQ_ECOLI,pepQ,P21165,PEPQ_ECOLI,EG10698-MONOMER
1307,sp|P21169|DCOR_ECOLI,speC,P21169,DCOR_ECOLI,ORNDECARBOX-BIO-MONOMER
1308,sp|P21170|SPEA_ECOLI,speA,P21170,SPEA_ECOLI,ARGDECARBOXBIO-MONOMER
1309,sp|P21177|FADB_ECOLI,fadB,P21177,FADB_ECOLI,FADB-MONOMER
1310,sp|P21179|CATE_ECOLI,katE,P21179,CATE_ECOLI,HYDROPEROXIDII-MONOMER
1311,sp|P21338|RNI_ECOLI,rna,P21338,RNI_ECOLI,EG10856-MONOMER
1312,sp|P21345|GLTP_ECOLI,gltP,P21345,GLTP_ECOLI,GLTP-MONOMER
1313,sp|P21362|YCIF_ECOLI,yciF,P21362,YCIF_ECOLI,EG11126-MONOMER
1314,sp|P21363|YCIE_ECOLI,yciE,P21363,YCIE_ECOLI,EG11125-MONOMER
1315,sp|P21367|YCAC_ECOLI,ycaC,P21367,YCAC_ECOLI,EG11241-MONOMER
1316,sp|P21369|PNCA_ECOLI,pncA,P21369,PNCA_ECOLI,NICOTINAMID-MONOMER
1317,sp|P21499|RNR_ECOLI,rnr,P21499,RNR_ECOLI,EG11259-MONOMER
1318,sp|P21507|SRMB_ECOLI,srmB,P21507,SRMB_ECOLI,EG10975-MONOMER
1319,sp|P21513|RNE_ECOLI,rne,P21513,RNE_ECOLI,EG10859-MONOMER
1320,sp|P21514|YAHA_ECOLI,yahA,P21514,YAHA_ECOLI,EG11236-MONOMER
1321,sp|P21515|ACPH_ECOLI,acpH,P21515,ACPH_ECOLI,EG11095-MONOMER
1322,sp|P21517|MALZ_ECOLI,malZ,P21517,MALZ_ECOLI,MALTODEXGLUCOSID-MONOMER
1323,sp|P21599|KPYK2_ECOLI,pykA,P21599,KPYK2_ECOLI,PKII-MONOMER
1324,sp|P21645|LPXD_ECOLI,lpxD,P21645,LPXD_ECOLI,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO
1325,sp|P21693|DBPA_ECOLI,dbpA,P21693,DBPA_ECOLI,EG10210-MONOMER
1326,sp|P21829|YBHA_ECOLI,ybhA,P21829,YBHA_ECOLI,EG11239-MONOMER
1327,sp|P21865|KDPD_ECOLI,kdpD,P21865,KDPD_ECOLI,KDPD-MONOMER
1328,sp|P21866|KDPE_ECOLI,kdpE,P21866,KDPE_ECOLI,KDPE-MONOMER
