TUs	TU_Genes	Gene_Names
lolE // lolD // lolC	lolE // lolD // lolC	lolE // lolD // lolC
yhhA	yhhA	yhhA
yohC	yohC	yohC
cydAB	cydA // cydB	cydA // cydB
yhfX // yhfW // php // yhfU // yhfT // yhfS	yhfX // yhfW // php // yhfU // yhfT // yhfS	yhfX // yhfW // php // yhfU // yhfT // yhfS
pyrLBI	pyrL // pyrI // pyrB	pyrL // pyrI // pyrB
yraN	yraN	yraN
exbD	exbD	exbD
lhr	lhr	lhr
gadY	gadY	gadY
yceK	yceK	yceK
ybhA	ybhA	ybhA
rcnAB	rcnB // rcnA	rcnB // rcnA
rpoH	rpoH	rpoH
yhdJ	yhdJ	yhdJ
dcuB-fumB	fumB // dcuB	fumB // dcuB
yjaH	yjaH	yjaH
metNIQ	metQ // metI // metN	metQ // metI // metN
lptB-rpoN-hpf-ptsN-yhbJ	rapZ // ptsN // hpf // rpoN // lptB	rapZ // ptsN // hpf // rpoN // lptB
argG	argG	argG
gfcA	gfcA	gfcA
yahN	yahN	yahN
tyrR	tyrR	tyrR
mlaFEDCB	mlaF // mlaE // mlaD // mlaC // mlaB	mlaF // mlaE // mlaD // mlaC // mlaB
tsx	tsx	tsx
yfaE	yfaE	yfaE
iscRSUA	iscA // iscU // iscS // iscR	iscA // iscU // iscS // iscR
ulaABCDEF	ulaF // ulaE // ulaD // ulaC // ulaB // ulaA	ulaF // ulaE // ulaD // ulaC // ulaB // ulaA
mepK-gloC	gloC // mepK	gloC // mepK
tqsA	tqsA	tqsA
insC3 // insD3 // insCD3	insC3 // insD3 // insCD3	insC3 // insD3 // insCD3
phoA-psiF	phoA // psiF	phoA // psiF
yraH	yraH	yraH
uspA	uspA	uspA
yjbEFGH	yjbH // yjbG // yjbF // yjbE	yjbH // yjbG // yjbF // yjbE
sodB	sodB	sodB
gntT	gntT	gntT
poxB // ltaE // ybjT	poxB // ltaE // ybjT	poxB // ltaE // ybjT
sraA	sraA	sraA
yedI	yedI	yedI
lacZYA	lacA // lacY // lacZ	lacA // lacY // lacZ
ygjP	ygjP	ygjP
gltA	gltA	gltA
aroH	aroH	aroH
eno	eno	eno
csrB	csrB	csrB
mntR-ybiR	ybiR // mntR	ybiR // mntR
rdlB	rdlB	rdlB
yecT	yecT	yecT
fhuACDB	fhuA // fhuC // fhuD // fhuB	fhuA // fhuC // fhuD // fhuB
tolC-ygiBC	ygiC // ygiB // tolC	ygiC // ygiB // tolC
yjaZ	yjaZ	yjaZ
ypfM	ypfM	ypfM
mgrR	mgrR	mgrR
gntR	gntR	gntR
ybhH	ybhH	ybhH
erpA	erpA	erpA
yebV	yebV	yebV
argCBH	argC // argB // argH	argC // argB // argH
yghB	yghB	yghB
pflB	pflB	pflB
yjjW	yjjW	yjjW
ykgR	ykgR	ykgR
iclR	iclR	iclR
lpp	lpp	lpp
imp	lptD	lptD
cobUST	cobT // cobS // cobU	cobT // cobS // cobU
ybfB // rhsC	ybfB // rhsC	ybfB // rhsC
dmlA	dmlA	dmlA
tyrS-pdxY	pdxY // tyrS	pdxY // tyrS
umpG-pcm	pcm // umpG	pcm // umpG
yjiK	yjiK	yjiK
yjeV	yjeV	yjeV
fabI	fabI	fabI
macB	macB	macB
dacA	dacA	dacA
ydjF	ydjF	ydjF
mcaS	mcaS	mcaS
rpsF-priB-rpsR-rplI	rpsF // priB // rpsR // rplI	rpsF // priB // rpsR // rplI
idi	idi	idi
yjhBC	yjhC // yjhB	yjhC // yjhB
cmr	mdfA	mdfA
galET	galT // galE	galT // galE
zinT	zinT	zinT
ybdM	ybdM	ybdM
ydiE	ydiE	ydiE
trmC	mnmC	mnmC
rcsB	rcsB	rcsB
ygeQ	ygeQ	ygeQ
tldE	tldE	tldE
artPIQM	artM // artQ // artI // artP	artM // artQ // artI // artP
gcvR	gcvR	gcvR
ybcK	ybcK	ybcK
hokE	hokE	hokE
ydhC	ydhC	ydhC
hdfR	hdfR	hdfR
aas // lplT	aas // lplT	aas // lplT
orn	orn	orn
ubiT-yhbS	yhbS // ubiT	yhbS // ubiT
cbpA-cbpM	cbpM // cbpA	cbpM // cbpA
qmcA-ybbJ	qmcA // ybbJ	qmcA // ybbJ
ybjP	ybjP	ybjP
mdtJI	mdtJ // mdtI	mdtJ // mdtI
dld	dld	dld
rlmD	rlmD	rlmD
lgt-thyA	thyA // lgt	thyA // lgt
yjdM	yjdM	yjdM
queA	queA	queA
sbmC	sbmC	sbmC
sucAB	sucB // sucA	sucB // sucA
mdlB // mdlA	mdlB // mdlA	mdlB // mdlA
pgk-fbaA	fbaA // pgk	fbaA // pgk
ydfV	ydfV	ydfV
ade	adeD	adeD
pncC	pncC	pncC
rlmE-ftsH	ftsH // rlmE	ftsH // rlmE
yjbJ	yjbJ	yjbJ
torR	torR	torR
ybbY-glxK	glxK // ybbY	glxK // ybbY
gapA	gapA	gapA
sbcDC	sbcD // sbcC	sbcD // sbcC
nagA	nagA	nagA
ydeI	ydeI	ydeI
ygeV	ygeV	ygeV
ypjF // yfjZ // ypjJ // yfjY // yfjX	ypjF // yfjZ // ypjJ // yfjY // yfjX	ypjF // yfjZ // ypjJ // yfjY // yfjX
dnaKJ	tpke11 // dnaK // dnaJ	tpke11 // dnaK // dnaJ
yijO	yijO	yijO
proVWX	proX // proW // proV	proX // proW // proV
hfq-hflXKC	hflC // hflK // hflX // hfq	hflC // hflK // hflX // hfq
azoR	azoR	azoR
mhpT	mhpT	mhpT
allDC-ylbA	allE // allC // allD	allE // allC // allD
ydeQ	ydeQ	ydeQ
yfbN	yfbN	yfbN
ypjD	ypjD	ypjD
baeSR	baeS // baeR	baeS // baeR
yiiF terminator // yiiF	yiiF	yiiF
yceD-rpmF	rpmF // yceD	rpmF // yceD
safA-ydeO	ydeO // safA	ydeO // safA
ubiJ // ubiB // ubiE	ubiJ // ubiB // ubiE	ubiJ // ubiB // ubiE
insF1 // insE1 // insEF1 // eaeH	insF1 // insE1 // insEF1 // eaeH	insF1 // insE1 // insEF1 // eaeH
mntH	mntH	mntH
ydcD // rhsE	ydcD // rhsE	ydcD // rhsE
yecF	yecF	yecF
yphC // yphB	yphC // yphB	yphC // yphB
gntKU	gntU // gntK	gntU // gntK
fre	fre	fre
xthA	xthA	xthA
lacYA	lacA // lacY	lacA // lacY
lpxD	lpxD	lpxD
yagA // yagB // insX	yagA // yagB // insX	yagA // yagB // insX
yzfA	yzfA	yzfA
ydcH	ydcH	ydcH
ydbK	ydbK	ydbK
hda	hda	hda
soxS	soxS	soxS
rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe
hupB	hupB	hupB
yajO	yajO	yajO
purU	purU	purU
yafL	yafL	yafL
carB	carB	carB
ydbA	ydbA	ydbA
ycdT	dgcT	dgcT
intZ	intZ	intZ
pncB	pncB	pncB
mnmE	mnmE	mnmE
paaZ	paaZ	paaZ
creABC	creC // creB // creA	creC // creB // creA
fepDGC	fepC // fepG // fepD	fepC // fepG // fepD
yaeP-rof	yaeP // rof	yaeP // rof
pnp	pnp	pnp
kilR // ydaE	kilR // ydaE	kilR // ydaE
ytfB	ytfB	ytfB
tpke70	tpke70	tpke70
leuLABCD	leuD // leuC // leuB // leuA // leuL	leuD // leuC // leuB // leuA // leuL
yicH	yicH	yicH
arcA	arcA	arcA
clpX-lon	lon // clpX	lon // clpX
lptAB	lptB // lptA	lptB // lptA
yadI	yadI	yadI
speB	speB	speB
puuCBE	puuE // puuB // puuC	puuE // puuB // puuC
yoaI	yoaI	yoaI
yfcU // yfcS // yfcR // yfcQ // yfcP // yfcO	yfcU // yfcS // yfcR // yfcQ // yfcP // yfcO	yfcU // yfcS // yfcR // yfcQ // yfcP // yfcO
fepA-entD	entD // fepA	entD // fepA
yibG	yibG	yibG
ampC	ampC	ampC
ohsC	ohsC	ohsC
pcnB-folk	folK // pcnB	folK // pcnB
yaaU	yaaU	yaaU
lysC	lysC	lysC
yciA	yciA	yciA
yjjX	yjjX	yjjX
yfbP	yfbP	yfbP
nupC	nupC	nupC
yhjV	yhjV	yhjV
putP	putP	putP
dapB	dapB	dapB
sixA	sixA	sixA
efp	efp	efp
cysE	cysE	cysE
ycgN	ycgN	ycgN
yjfP	yjfP	yjfP
atoC // atoS	atoC // atoS	atoC // atoS
uhpT	uhpT	uhpT
yhiL	yhiL	yhiL
serU	serU	serU
gspAB	gspB // gspA	gspB // gspA
infC	infC	infC
rrsB-gltT-rrlB-rrfB	rrfB // rrlB // gltT // rrsB	rrfB // rrlB // gltT // rrsB
pfkB	pfkB	pfkB
icdC	icdC	icdC
yidI	yidI	yidI
psuK // psuG	psuK // psuG	psuK // psuG
atoDAEB	atoB // atoD // atoA // atoE	atoB // atoD // atoA // atoE
yhhX	yhhX	yhhX
asnT	asnT	asnT
dfp	dfp	dfp
cpxRA	cpxA // cpxR	cpxA // cpxR
astCADBE	astE // astB // astD // astA // astC	astE // astB // astD // astA // astC
aspA-dcuA	dcuA // aspA	dcuA // aspA
ycfJ	ycfJ	ycfJ
yhdH	yhdH	yhdH
mlrA	mlrA	mlrA
appCBA-yccB	appX // appC // appB // appA	appX // appC // appB // appA
prkB	prkB	prkB
ptsHI-crr	ptsH // ptsI // crr	ptsH // ptsI // crr
uppS-cdsA	cdsA // uppS	cdsA // uppS
topA	topA	topA
rutR	rutR	rutR
mcrBC	mcrC // mcrB	mcrC // mcrB
ycdZ	ycdZ	ycdZ
ybeQ	ybeQ	ybeQ
yegX	yegX	yegX
ilvIH	ilvI // ilvH	ilvI // ilvH
tldD	tldD	tldD
ppiA	ppiA	ppiA
yfhA	glrR	glrR
ybjC-nfsA-rimK-ybjN	ybjN // rimK // nfsA // ybjC	ybjN // rimK // nfsA // ybjC
qseBC	qseC // qseB	qseC // qseB
malZ	malZ	malZ
yccA	yccA	yccA
yafV	yafV	yafV
yefM-yoeB	yefM // yoeB	yefM // yoeB
ssb	ssb	ssb
sfsB	sfsB	sfsB
clpA	clpA	clpA
glgBXCAP	glgP // glgA // glgC // glgX // glgB	glgP // glgA // glgC // glgX // glgB
cusCFBA	cusA // cusB // cusF // cusC	cusA // cusB // cusF // cusC
uidR	uidR	uidR
ycaR-kdsB	kdsB // ycaR	kdsB // ycaR
thiI	thiI	thiI
yeeO	yeeO	yeeO
ompC	ompC	ompC
tdcR	tdcR	tdcR
trmA	trmA	trmA
fliDST	fliT // fliS // fliD	fliT // fliS // fliD
cspA	cspA	cspA
gapA	gapA	gapA
rlmC // ybjO	rlmC // ybjO	rlmC // ybjO
slyA	slyA	slyA
ilvY	ilvY	ilvY
fadH	fadH	fadH
fimB	fimB	fimB
bolA	bolA	bolA
pgk-fbaA	fbaA // pgk	fbaA // pgk
lacZYA	lacA // lacY // lacZ	lacA // lacY // lacZ
mcbA	mcbA	mcbA
purT	purT	purT
yecE // yecD	yecE // yecD	yecE // yecD
deoCABD	deoC // deoA // deoB // deoD	deoC // deoA // deoB // deoD
mdaB	mdaB	mdaB
treA	treA	treA
C0719	C0719	C0719
acrD	acrD	acrD
cdaR	cdaR	cdaR
ybgS	ybgS	ybgS
cysS	cysS	cysS
msrC	msrC	msrC
aceBAK	aceB // aceA // aceK	aceB // aceA // aceK
gss	gss	gss
pflB	pflB	pflB
ytjA	ytjA	ytjA
yfiRN	dgcN // yfiR	dgcN // yfiR
ycgZ-ymgA-ariR-ymgC	ymgC // ariR // ymgA // ycgZ	ymgC // ariR // ymgA // ycgZ
rpoE-rseABC	rseD // rseC // rseB // rseA // rpoE	rseD // rseC // rseB // rseA // rpoE
bcsABZC	bcsC // bcsZ // bcsB // bcsA	bcsC // bcsZ // bcsB // bcsA
ybfF	ybfF	ybfF
yeaR-yoaG	yeaR // yoaG	yeaR // yoaG
trpS	trpS	trpS
speF-potE	speFL // potE // speF	speFL // potE // speF
cmtB // cmtA // yggP // yggF // fumE // yggC	cmtB // cmtA // yggP // yggF // fumE // yggC	cmtB // cmtA // yggP // yggF // fumE // yggC
hypT	hypT	hypT
uvrB	uvrB	uvrB
panD	panD	panD
hypBCDE-fhlA	fhlA // hypE // hypD // hypC // hypB	fhlA // hypE // hypD // hypC // hypB
ybeF	ybeF	ybeF
ynjI	ynjI	ynjI
insH-9	insH9	insH9
rpoE-rseABC	rseC // rseB // rseA // rpoE	rseC // rseB // rseA // rpoE
ghxQ // guaD // xanQ	ghxQ // guaD // xanQ	ghxQ // guaD // xanQ
yjgW	yjgW	yjgW
rph	rph	rph
grcA	grcA	grcA
nfeF	nfeF	nfeF
ybdK	ybdK	ybdK
aroD // ydiB // ydiN	aroD // ydiB // ydiN	aroD // ydiB // ydiN
mug	mug	mug
prfB-lysS	lysS // prfB	lysS // prfB
ygeL // ygeK	ygeL // ygeK	ygeL // ygeK
ytfL	ytfL	ytfL
ydhYVWXUT	ydhT // ydhU // ydhX // ydhW // ydhV // ydhY	ydhT // ydhU // ydhX // ydhW // ydhV // ydhY
feaB	feaB	feaB
peaD	peaD	peaD
dinQ	dinQ	dinQ
ydhF	ydhF	ydhF
grxD	grxD	grxD
ygdQ	ygdQ	ygdQ
nlpD-rpoS	rpoS // nlpD	rpoS // nlpD
yjeM	yjeM	yjeM
rpoS	rpoS	rpoS
leuE	leuE	leuE
ybaL	ybaL	ybaL
artJ	artJ	artJ
ynfL	ynfL	ynfL
dacC	dacC	dacC
ygcU	ygcU	ygcU
ribF-ileS-lspA-fkpB-ispH	ribF // ileS // lspA // fkpB // ispH	ribF // ileS // lspA // fkpB // ispH
yjcS	yjcS	yjcS
phoH	phoH	phoH
aspS	aspS	aspS
ssrA	ssrA	ssrA
ybaE	ybaE	ybaE
acrD	acrD	acrD
rem	rem	rem
omrB	omrB	omrB
gshA	gshA	gshA
fliDST	fliD // fliS // fliT	fliD // fliS // fliT
xylE	xylE	xylE
mlc-ynfK	ynfK // mlc	ynfK // mlc
iraP	iraP	iraP
leuLABCD	leuD // leuC // leuB // leuA // leuL	leuD // leuC // leuB // leuA // leuL
yaiI	yaiI	yaiI
slyB	slyB	slyB
yneK	yneK	yneK
alaE	alaE	alaE
yfjU	yfjU	yfjU
dcm-vsr	vsr // dcm	vsr // dcm
yijF	yijF	yijF
nikR	nikR	nikR
mutL-miaA-hfq-hflXKC	hflC // hflK // hflX // hfq // miaA // mutL	hflC // hflK // hflX // hfq // miaA // mutL
csrA	csrA	csrA
yahK	yahK	yahK
allA	allA	allA
yddA // yddB	yddA // yddB	yddA // yddB
yfaL	yfaL	yfaL
yfiL	yfiL	yfiL
ascFB	ascF // ascB	ascF // ascB
yihV-csqR	csqR // yihV	csqR // yihV
glnK-amtB	amtB // glnK	amtB // glnK
deoA	deoD // deoB // deoA	deoD // deoB // deoA
bamD	bamD	bamD
ecpA	ecpA	ecpA
yrdD-rimN-aroE-yrdB	yrdB // aroE // tsaC // yrdD	yrdB // aroE // tsaC // yrdD
mcbR	mcbR	mcbR
yeaM	nimR	nimR
yfhR	yfhR	yfhR
kbl-tdh	tdh // kbl	tdh // kbl
tatABC	tatD // tatC // tatB // tatA	tatD // tatC // tatB // tatA
ilvLXG_1G_2MEDA	ilvX // ilvG // ilvA // ilvD // ilvE // ilvM // ilvL	ilvX // ilvG // ilvA // ilvD // ilvE // ilvM // ilvL
dhaM	dhaM	dhaM
rfaDFCL	waaL // waaC // waaF // rfaD	waaL // waaC // waaF // rfaD
ykfC	ykfC	ykfC
srlR	srlR	srlR
sokB	sokB	sokB
ydaL	smrA	smrA
yffB-dapE-ypfN	ypfN // dapE // yffB	ypfN // dapE // yffB
rhaT	rhaT	rhaT
yifN	yifN	yifN
rnc-era-recO-pdxJ-acpS	acpS // pdxJ // recO // era // rnc	acpS // pdxJ // recO // era // rnc
yacG	yacG	yacG
yceI	yceI	yceI
yafJ	yafJ	yafJ
ilvIH	ilvH // ilvI	ilvH // ilvI
hslJ	hslJ	hslJ
yccR	sxy	sxy
yfeW // murP // murQ	yfeW // murP // murQ	yfeW // murP // murQ
glyA	glyA	glyA
yidA	yidA	yidA
phr	phr	phr
yciSM-pyrF-yciH	yciH // pyrF // lapB // lapA	yciH // pyrF // lapB // lapA
proP	proP	proP
dxr-uppS-cdsA	cdsA // uppS // dxr	cdsA // uppS // dxr
ilvA	ilvA	ilvA
ttcA	ttcA	ttcA
yrdA	yrdA	yrdA
yfdE	yfdE	yfdE
dps	dps	dps
yicG	yicG	yicG
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY	pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY
hcp-hcr	hcr // hcp	hcr // hcp
yrbG-kdsDC-lptCAB	lptB // lptA // lptC // kdsC // kdsD // yrbG	lptB // lptA // lptC // kdsC // kdsD // yrbG
nadC	nadC	nadC
ppiD	ppiD	ppiD
ymjA	ymjA	ymjA
yoaE	yoaE	yoaE
folC-dedD terminator // folC // dedD	folC // dedD	folC // dedD
aspA	aspA	aspA
yibF	yibF	yibF
tolB-pal-ybgF	cpoB // pal // tolB	cpoB // pal // tolB
hchA	hchA	hchA
cbrBC	cbrC // cbrB	cbrC // cbrB
sokC	sokC	sokC
ung	ung	ung
insZ	insZ	insZ
yjiR	yjiR	yjiR
yfbL	yfbL	yfbL
cynR	cynR	cynR
pdeK	pdeK	pdeK
pykF	pykF	pykF
ileS-lspA-fkpB-ispH	ispH // fkpB // lspA // ileS	ispH // fkpB // lspA // ileS
sdsR-pphA	sdsR // pphA	sdsR // pphA
dnaN-recF	recF // dnaN	recF // dnaN
blc	blc	blc
ycgI	ycgI	ycgI
yjcC	pdeC	pdeC
mqo	mqo	mqo
ebgAC	ebgA // ebgC	ebgA // ebgC
yhiI // rbbA // yhhJ	yhiI // rbbA // yhhJ	yhiI // rbbA // yhhJ
serX	serX	serX
gspCDEFGHIJKLMO	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC
fldB	fldB	fldB
grcA	grcA	grcA
lysP	lysP	lysP
stfE // tfaE	stfE // tfaE	stfE // tfaE
yiaU	yiaU	yiaU
yeiH	yeiH	yeiH
argD	argD	argD
yzgL	yzgL	yzgL
proL	proL	proL
ogrK	ogrK	ogrK
metJ	metJ	metJ
rpmF-plsX-fabHDG	fabG // fabD // fabH // plsX // rpmF	fabG // fabD // fabH // plsX // rpmF
ugpBAECQ	ugpQ // ugpC // ugpE // ugpA // ugpB	ugpQ // ugpC // ugpE // ugpA // ugpB
rluC	rluC	rluC
yhbP	yhbP	yhbP
yehR	yehR	yehR
purA	purA	purA
slyD	slyD	slyD
yhfA	yhfA	yhfA
ispG-sroE	ispG // sroE	ispG // sroE
topA	topA	topA
yieEF	yieF // yieE	yieF // yieE
yggX-mltC	mltC // yggX	mltC // yggX
ycdU // ymdE	ycdU // ymdE	ycdU // ymdE
ybdH	hcxA	hcxA
insF5 // insE5 // insEF5	insF5 // insE5 // insEF5	insF5 // insE5 // insEF5
cysJIH	cysH // cysI // cysJ	cysH // cysI // cysJ
yhcN	yhcN	yhcN
appA	appA	appA
wbbIJK	wbbK // wbbJ // wbbI	wbbK // wbbJ // wbbI
gcd	gcd	gcd
bamD	bamD	bamD
fadIJ	fadJ // fadI	fadJ // fadI
hspQ	hspQ	hspQ
yafF	yafF	yafF
plaP	plaP	plaP
recA	recA	recA
folP-glmM	folP // glmM	folP // glmM
cvpA-purF-ubiX	ubiX // purF // cvpA	ubiX // purF // cvpA
nhaR	nhaR	nhaR
pspF	pspF	pspF
metA	metA	metA
ycaP	ycaP	ycaP
sseA	sseA	sseA
yeeJ	yeeJ	yeeJ
nirBDC-cysG	nirB // nirD // nirC // cysG	nirB // nirD // nirC // cysG
yhaI	yhaI	yhaI
rpoH	rpoH	rpoH
smg	smg	smg
ycgR	ycgR	ycgR
gapA-yeaD	yeaD // gapA	yeaD // gapA
ybjJ // ybjI	ybjJ // ybjI	ybjJ // ybjI
ryeA	ryeA	ryeA
yedK	yedK	yedK
glpABC	glpA // glpB // glpC	glpA // glpB // glpC
ebgR	ebgR	ebgR
fimB	fimB	fimB
ybdR	ybdR	ybdR
pgk	pgk	pgk
idnK	idnK	idnK
ybiJ	ybiJ	ybiJ
pitA	pitA	pitA
yebK	yebK	yebK
cirA	cirA	cirA
mqsRA	mqsR // mqsA	mqsR // mqsA
stpA	stpA	stpA
bax	bax	bax
rhaD	rhaD	rhaD
gudPXD	gudD // gudX // gudP	gudD // gudX // gudP
lysQ terminator (TERM0-1234) // lysQ terminator (TERM0-1233) // lysQ	lysQ	lysQ
rpsO	rpsO	rpsO
yobF-cspC	yobF // cspC	yobF // cspC
mpl	mpl	mpl
yghQ	yghQ	yghQ
focA-pflB	pflB // focA	pflB // focA
rsmC	rsmC	rsmC
lgoR	lgoR	lgoR
dpiBA	dpiA // dpiB	dpiA // dpiB
sdsN	sdsN	sdsN
pcnB-folK	folK // pcnB	folK // pcnB
miaB	miaB	miaB
nimT	nimT	nimT
luxS	luxS	luxS
serC-aroA	serC // aroA	serC // aroA
ygfI	ygfI	ygfI
yjhP	yjhP	yjhP
sibC	sibC	sibC
metG	metG	metG
rtcR	rtcR	rtcR
ybeM	ybeM	ybeM
nadE	nadE	nadE
insH-11	insH11	insH11
rplU-rpmA	rpmA // rplU	rpmA // rplU
mocA	mocA	mocA
yjgR	yjgR	yjgR
pstS	pstS	pstS
ralA	ralA	ralA
ybdG	ybdG	ybdG
rprA	rprA	rprA
nlpA	nlpA	nlpA
potABCD	potD // potC // potB // potA	potD // potC // potB // potA
ygeH	ygeH	ygeH
qorB	qorB	qorB
groL	groL	groL
feaR	feaR	feaR
sfmD // sfmC	sfmD // sfmC	sfmD // sfmC
yebB	yebB	yebB
mliC	mliC	mliC
fsaA	fsaA	fsaA
ppdAB-ygdB-ppdC-recC	ppdA // ppdB // ygdB // ppdC // recC	ppdA // ppdB // ygdB // ppdC // recC
narZYWV	narV // narW // narY // narZ	narV // narW // narY // narZ
epmB	epmB	epmB
rpoS	rpoS	rpoS
tatABC	tatC // tatB // tatA	tatC // tatB // tatA
apt	apt	apt
ansP	ansP	ansP
ynfD	ynfD	ynfD
cspF	cspF	cspF
ygcP // ygcO // ygcN	ygcP // ygcO // ygcN	ygcP // ygcO // ygcN
hslVU	hslU // hslV	hslU // hslV
gltP	gltP	gltP
rihB	rihB	rihB
pykF	pykF	pykF
yibD	waaH	waaH
ybaV	ybaV	ybaV
dhaR	dhaR	dhaR
ynfN	ynfN	ynfN
aaeR	aaeR	aaeR
ygaM	ygaM	ygaM
fes-ybdZ-entF-fepE	ybdZ // fes // entF // fepE	ybdZ // fes // entF // fepE
yjbD	yjbD	yjbD
rsd	rsd	rsd
yafZ	yafZ	yafZ
shiA	shiA	shiA
yrbL	yrbL	yrbL
glsB // yneG	glsB // yneG	glsB // yneG
yfiF	yfiF	yfiF
yfjM	yfjM	yfjM
cydDC	cydC // cydD	cydC // cydD
priA	priA	priA
hmp	hmp	hmp
casDE-ygbTF	cas2 // cas1 // casE // casD	cas2 // cas1 // casE // casD
gpmM-envC-yibQ	yibQ // envC // gpmM	yibQ // envC // gpmM
yahG // yahF // yahE // yahD	yahG // yahF // yahE // yahD	yahG // yahF // yahE // yahD
evgAS	evgS // evgA	evgS // evgA
maeA	maeA	maeA
yeiG	yeiG	yeiG
kgtP	kgtP	kgtP
ansA-pncA	pncA // ansA	pncA // ansA
yihQ	yihQ	yihQ
rnb	rnb	rnb
rrlA-rrfA	rrfA // rrlA	rrfA // rrlA
bamA	bamA	bamA
paoA // paoB // paoC // paoD	paoA // paoB // paoC // paoD	paoA // paoB // paoC // paoD
hcaEFCBD	hcaD // hcaB // hcaC // hcaF // hcaE	hcaD // hcaB // hcaC // hcaF // hcaE
ydcY	ydcY	ydcY
ydhQ	ydhQ	ydhQ
pepB	pepB	pepB
oppABCDF	oppA // oppB // oppC // oppD // oppF	oppA // oppB // oppC // oppD // oppF
yigL // pldB	yigL // pldB	yigL // pldB
mazEFG	mazG // mazF // mazE	mazG // mazF // mazE
csgC	csgC	csgC
ydeI	ydeI	ydeI
ykfA // yafZ	ykfA // yafZ	ykfA // yafZ
gcd	gcd	gcd
ydcA	ydcA	ydcA
yciN	yciN	yciN
nudK	nudK	nudK
guaBA	guaA // guaB	guaA // guaB
kup	kup	kup
dadAX	dadX // dadA	dadX // dadA
dcd	dcd	dcd
tolA // tolR // tolQ // ybgC	tolA // tolR // tolQ // ybgC	tolA // tolR // tolQ // ybgC
yafT	yafT	yafT
cstA	cstA	cstA
ynaE	ynaE	ynaE
ycbC	elyC	elyC
cysZ	cysZ	cysZ
nfo	nfo	nfo
glvC // glvB // glvG // ysdC	glvC // glvB // glvG // ysdC	glvC // glvB // glvG // ysdC
cmk-rpsA	rpsA // cmk	rpsA // cmk
ygbF	cas2	cas2
metBL	metL // metB	metL // metB
yaeI	yaeI	yaeI
dnaQ	dnaQ	dnaQ
uspE	uspE	uspE
yqhC	yqhC	yqhC
yfdT // yfdS // yfdR	yfdT // yfdS // yfdR	yfdT // yfdS // yfdR
glpFKX	glpX // glpK // glpF	glpX // glpK // glpF
htrL	htrL	htrL
tauABCD	tauD // tauC // tauB // tauA	tauD // tauC // tauB // tauA
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC // ftsZ // ftsA // ftsQ // ddlB // murC // murG // ftsW // murD // mraY // murF // murE // ftsI // ftsL	lpxC // ftsZ // ftsA // ftsQ // ddlB // murC // murG // ftsW // murD // mraY // murF // murE // ftsI // ftsL
iraM	iraM	iraM
uof-fur	uof // fur	uof // fur
kbaZ-agaVWA	agaA // agaW // agaV // kbaZ	agaA // agaW // agaV // kbaZ
fabI	fabI	fabI
yniB	yniB	yniB
yfcG	yfcG	yfcG
fdnGHI	fdnG // fdnH // fdnI	fdnG // fdnH // fdnI
ysaA	ysaA	ysaA
lldPRD	lldD // lldR // lldP	lldD // lldR // lldP
eno	eno	eno
glrR-glnB	glnB // glrR	glnB // glrR
yaaW	yaaW	yaaW
rplKAJL-rpoBC	rpoC // rpoB // rplL // rplJ // rplA // rplK	rpoC // rpoB // rplL // rplJ // rplA // rplK
rttR	rttR	rttR
yjhR	yjhR	yjhR
elaA	elaA	elaA
gyrA	gyrA	gyrA
yhjD	yhjD	yhjD
lpdA	lpd	lpd
rydC	rydC	rydC
psd-mscM	mscM // psd	mscM // psd
dnaN-recF	recF // dnaN	recF // dnaN
adk	adk	adk
ycgH	ycgH	ycgH
yihA	yihA	yihA
radD	radD	radD
speC	speC	speC
yhhH	yhhH	yhhH
metT-leuW-glnUW-metU-glnVX	glnX // glnV // metU // glnW // glnU // leuW // metT	glnX // glnV // metU // glnW // glnU // leuW // metT
aspT	aspT	aspT
cydAB	cydB // cydA	cydB // cydA
moaABCDE	moaE // moaD // moaC // moaB // moaA	moaE // moaD // moaC // moaB // moaA
ybhK	ybhK	ybhK
ymfJ	ymfJ	ymfJ
yiaF	yiaF	yiaF
preTA	preA // preT	preA // preT
mdh	mdh	mdh
greB	greB	greB
argU	argU	argU
mviM	yceM	yceM
flu	isrC // flu	isrC // flu
ytfE	ytfE	ytfE
cytR	cytR	cytR
mdtH	mdtH	mdtH
ygjH	ygjH	ygjH
yehH // yehI	yehH // yehI	yehH // yehI
malT	malT	malT
gspCDEFGHIJKLMO	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC
