Protein ID,Rate Constant,HL Source
B1600-MONOMER,1.925408834888737e-05,NE
B1634-MONOMER,1.925408834888737e-05,NE
B1657-MONOMER,1.925408834888737e-05,NE
B1690-MONOMER,1.925408834888737e-05,NE
B1691-MONOMER,1.925408834888737e-05,NE
B1775-MONOMER,1.925408834888737e-05,NE
B1791-MONOMER,1.925408834888737e-05,NE
B1828-MONOMER,1.925408834888737e-05,NE
B2075-MONOMER,1.925408834888737e-05,NE
B2077-MONOMER,1.925408834888737e-05,NE
B2098-MONOMER,1.925408834888737e-05,NE
B2170-MONOMER,1.925408834888737e-05,NE
B2246-MONOMER,1.925408834888737e-05,NE
B2322-MONOMER,1.925408834888737e-05,NE
B2372-MONOMER,1.925408834888737e-05,NE
B2740-MONOMER,1.925408834888737e-05,NE
B2771-MONOMER,1.925408834888737e-05,NE
B2775-MONOMER,1.925408834888737e-05,NE
B2789-MONOMER,1.925408834888737e-05,NE
B2845-MONOMER,1.925408834888737e-05,NE
B2975-MONOMER,1.925408834888737e-05,NE
B3659-MONOMER,1.925408834888737e-05,NE
B4141-MONOMER,1.925408834888737e-05,NE
BCR-MONOMER,1.925408834888737e-05,NE
BETT-MONOMER,1.925408834888737e-05,NE
BGLF-MONOMER,1.925408834888737e-05,NE
BRNQ-MONOMER,1.925408834888737e-05,NE
BTUC-MONOMER,1.925408834888737e-05,NE
BTUD-MONOMER,1.925408834888737e-05,NE
CADB-MONOMER,1.925408834888737e-05,NE
CAIC-MONOMER,1.925408834888737e-05,NE
CAIE-MONOMER,1.925408834888737e-05,NE
CAIT-MONOMER,1.925408834888737e-05,NE
CARBODEHYDRAT-MONOMER,1.925408834888737e-05,NE
CARNDEHYDRA-MONOMER,1.925408834888737e-05,NE
CCMA-MONOMER,1.925408834888737e-05,NE
CCMB-MONOMER,1.925408834888737e-05,NE
CCMC-MONOMER,1.925408834888737e-05,NE
CELB-MONOMER,1.925408834888737e-05,NE
CELC-MONOMER,1.925408834888737e-05,NE
CHAA-MONOMER,1.925408834888737e-05,NE
CHAINF-MONOMER,1.925408834888737e-05,NE
CHD-MONOMER,1.925408834888737e-05,NE
CHER-MONOMER,1.925408834888737e-05,NE
CHEZ-MONOMER,1.925408834888737e-05,NE
CITC-MONOMER,1.925408834888737e-05,NE
CITRYLY-MONOMER,1.925408834888737e-05,NE
CITTRANS-MONOMER,1.925408834888737e-05,NE
CMR-MONOMER,1.925408834888737e-05,NE
CMTA-MONOMER,1.925408834888737e-05,NE
CMTB-MONOMER,1.925408834888737e-05,NE
COBU-MONOMER,1.925408834888737e-05,NE
CODB-MONOMER,1.925408834888737e-05,NE
CROBETREDUCT-MONOMER,1.925408834888737e-05,NE
CYANLY-MONOMER,1.925408834888737e-05,NE
CYDB-MONOMER,1.925408834888737e-05,NE
CYNX-MONOMER,1.925408834888737e-05,NE
CYOC-MONOMER,1.925408834888737e-05,NE
CYOD-MONOMER,1.925408834888737e-05,NE
CYST-MONOMER,1.925408834888737e-05,NE
CYSW-MONOMER,1.925408834888737e-05,NE
CYTOCHROME-B561-MONOMER,1.925408834888737e-05,NE
CYTOCHROMEC-MONOMER,1.925408834888737e-05,NE
CYTOCHROMEC552-MONOMER,1.925408834888737e-05,NE
DCUA-MONOMER,1.925408834888737e-05,NE
DCUB-MONOMER,1.925408834888737e-05,NE
DCUC-MONOMER,1.925408834888737e-05,NE
DEHYDDEOXGALACTKIN-MONOMER,1.925408834888737e-05,NE
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,1.925408834888737e-05,NE
DHPDIOXYGEN-MONOMER,1.925408834888737e-05,NE
DINF-MONOMER,1.925408834888737e-05,NE
DMK-MONOMER,1.925408834888737e-05,NE
DMSA-MONOMER,1.925408834888737e-05,NE
DMSB-MONOMER,1.925408834888737e-05,NE
DMSC-MONOMER,1.925408834888737e-05,NE
DPPC-MONOMER,1.925408834888737e-05,NE
DSBBPROT-MONOMER,1.925408834888737e-05,NE
DSDX-MONOMER,1.925408834888737e-05,NE
DTDPDEHYDRHAMEPIM-MONOMER,1.925408834888737e-05,NE
DTDPDEHYRHAMREDUCT-MONOMER,1.925408834888737e-05,NE
DTDPGLUCDEHYDRAT-MONOMER,1.925408834888737e-05,NE
DTDPGLUCOSEPP-MONOMER,1.925408834888737e-05,NE
EG10003-MONOMER,1.925408834888737e-05,NE
EG10004-MONOMER,1.925408834888737e-05,NE
EG10013-MONOMER,1.925408834888737e-05,NE
EG10037-MONOMER,1.925408834888737e-05,NE
EG10047-MONOMER,1.925408834888737e-05,NE
EG10083-MONOMER,1.925408834888737e-05,NE
EG10085-MONOMER,1.925408834888737e-05,NE
EG10090-MONOMER,1.925408834888737e-05,NE
EG10106-MONOMER,1.925408834888737e-05,NE
EG10114-MONOMER,1.925408834888737e-05,NE
EG10116-MONOMER,1.925408834888737e-05,NE
EG10119-MONOMER,1.925408834888737e-05,NE
EG10125-MONOMER,1.925408834888737e-05,NE
EG10143-MONOMER,1.925408834888737e-05,NE
EG10145-MONOMER,1.925408834888737e-05,NE
EG10169-MONOMER,1.925408834888737e-05,NE
EG10210-MONOMER,1.925408834888737e-05,NE
EG10227-MONOMER,1.925408834888737e-05,NE
EG10228-MONOMER,1.925408834888737e-05,NE
EG10229-MONOMER,1.925408834888737e-05,NE
EG10244-MONOMER,1.925408834888737e-05,NE
EG10246-MONOMER,1.925408834888737e-05,NE
EG10253-MONOMER,1.925408834888737e-05,NE
EG10255-MONOMER,1.925408834888737e-05,NE
EG10266-MONOMER,1.925408834888737e-05,NE
EG10271-MONOMER,1.925408834888737e-05,NE
EG10286-MONOMER,1.925408834888737e-05,NE
EG10292-MONOMER,1.925408834888737e-05,NE
EG10297-MONOMER,1.925408834888737e-05,NE
EG10299-MONOMER,1.925408834888737e-05,NE
EG10308-MONOMER,1.925408834888737e-05,NE
EG10309-MONOMER,1.925408834888737e-05,NE
EG10310-MONOMER,1.925408834888737e-05,NE
EG10311-MONOMER,1.925408834888737e-05,NE
EG10312-MONOMER,1.925408834888737e-05,NE
EG10313-MONOMER,1.925408834888737e-05,NE
EG10314-MONOMER,1.925408834888737e-05,NE
EG10315-MONOMER,1.925408834888737e-05,NE
EG10320-MONOMER,1.925408834888737e-05,NE
EG10342-MONOMER,1.925408834888737e-05,NE
EG10344-MONOMER,1.925408834888737e-05,NE
EG10373-MONOMER,1.925408834888737e-05,NE
EG10395-MONOMER,1.925408834888737e-05,NE
EG10397-MONOMER,1.925408834888737e-05,NE
EG10439-MONOMER,1.925408834888737e-05,NE
EG10442-MONOMER,1.925408834888737e-05,NE
EG10471-MONOMER,1.925408834888737e-05,NE
EG10472-MONOMER,1.925408834888737e-05,NE
EG10473-MONOMER,1.925408834888737e-05,NE
EG10474-MONOMER,1.925408834888737e-05,NE
EG10481-MONOMER,1.925408834888737e-05,NE
EG10483-MONOMER,1.925408834888737e-05,NE
EG10485-MONOMER,1.925408834888737e-05,NE
EG10488-MONOMER,1.925408834888737e-05,NE
EG10507-MONOMER,1.925408834888737e-05,NE
EG10513-MONOMER,1.925408834888737e-05,NE
EG10515-MONOMER,1.925408834888737e-05,NE
EG10535-MONOMER,1.925408834888737e-05,NE
EG10548-MONOMER,1.925408834888737e-05,NE
EG10571-MONOMER,1.925408834888737e-05,NE
EG10573-MONOMER,1.925408834888737e-05,NE
EG10575-MONOMER,1.925408834888737e-05,NE
EG10580-MONOMER,1.925408834888737e-05,NE
EG10610-MONOMER,1.925408834888737e-05,NE
EG10627-MONOMER,1.925408834888737e-05,NE
EG10634-MONOMER,1.925408834888737e-05,NE
EG10656-MONOMER,1.925408834888737e-05,NE
EG10668-MONOMER,1.925408834888737e-05,NE
EG10679-MONOMER,1.925408834888737e-05,NE
EG10711-MONOMER,1.925408834888737e-05,NE
EG10712-MONOMER,1.925408834888737e-05,NE
EG10715-MONOMER,1.925408834888737e-05,NE
EG10716-MONOMER,1.925408834888737e-05,NE
EG10717-MONOMER,1.925408834888737e-05,NE
EG10718-MONOMER,1.925408834888737e-05,NE
EG10719-MONOMER,1.925408834888737e-05,NE
EG10722-MONOMER,1.925408834888737e-05,NE
EG10723-MONOMER,1.925408834888737e-05,NE
EG10724-MONOMER,1.925408834888737e-05,NE
EG10725-MONOMER,1.925408834888737e-05,NE
EG10736-MONOMER,1.925408834888737e-05,NE
EG10737-MONOMER,1.925408834888737e-05,NE
EG10741-MONOMER,1.925408834888737e-05,NE
EG10764-MONOMER,1.925408834888737e-05,NE
EG10779-MONOMER,1.925408834888737e-05,NE
EG10780-MONOMER,1.925408834888737e-05,NE
EG10813-MONOMER,1.925408834888737e-05,NE
EG10831-MONOMER,1.925408834888737e-05,NE
EG10832-MONOMER,1.925408834888737e-05,NE
EG10833-MONOMER,1.925408834888737e-05,NE
EG10834-MONOMER,1.925408834888737e-05,NE
EG10836-MONOMER,1.925408834888737e-05,NE
EG10846-MONOMER,1.925408834888737e-05,NE
EG10847-MONOMER,1.925408834888737e-05,NE
EG10848-MONOMER,1.925408834888737e-05,NE
EG10849-MONOMER,1.925408834888737e-05,NE
EG10850-MONOMER,1.925408834888737e-05,NE
EG10860-MONOMER,1.925408834888737e-05,NE
EG10861-MONOMER,1.925408834888737e-05,NE
EG10862-MONOMER,1.925408834888737e-05,NE
EG10887-MONOMER,1.925408834888737e-05,NE
EG10889-MONOMER,1.925408834888737e-05,NE
EG10890-MONOMER,1.925408834888737e-05,NE
EG10891-MONOMER,1.925408834888737e-05,NE
EG10892-MONOMER,1.925408834888737e-05,NE
EG10920-MONOMER,1.925408834888737e-05,NE
EG10952-MONOMER,1.925408834888737e-05,NE
EG10984-MONOMER,1.925408834888737e-05,NE
EG10986-MONOMER,1.925408834888737e-05,NE
EG11016-MONOMER,1.925408834888737e-05,NE
EG11036-MONOMER,1.925408834888737e-05,NE
EG11037-MONOMER,1.925408834888737e-05,NE
EG11056-MONOMER,1.925408834888737e-05,NE
EG11057-MONOMER,1.925408834888737e-05,NE
EG11068-MONOMER,1.925408834888737e-05,NE
EG11069-MONOMER,1.925408834888737e-05,NE
EG11080-MONOMER,1.925408834888737e-05,NE
EG11086-MONOMER,1.925408834888737e-05,NE
EG11087-MONOMER,1.925408834888737e-05,NE
EG11089-MONOMER,1.925408834888737e-05,NE
EG11090-MONOMER,1.925408834888737e-05,NE
EG11093-MONOMER,1.925408834888737e-05,NE
EG11095-MONOMER,1.925408834888737e-05,NE
EG11097-MONOMER,1.925408834888737e-05,NE
EG11098-MONOMER,1.925408834888737e-05,NE
EG11099-MONOMER,1.925408834888737e-05,NE
EG11103-MONOMER,1.925408834888737e-05,NE
EG11105-MONOMER,1.925408834888737e-05,NE
EG11108-MONOMER,1.925408834888737e-05,NE
EG11111-MONOMER,1.925408834888737e-05,NE
EG11112-MONOMER,1.925408834888737e-05,NE
EG11113-MONOMER,1.925408834888737e-05,NE
EG11116-MONOMER,1.925408834888737e-05,NE
EG11120-MONOMER,1.925408834888737e-05,NE
EG11122-MONOMER,1.925408834888737e-05,NE
EG11123-MONOMER,1.925408834888737e-05,NE
EG11127-MONOMER,1.925408834888737e-05,NE
EG11129-MONOMER,1.925408834888737e-05,NE
EG11130-MONOMER,1.925408834888737e-05,NE
EG11133-MONOMER,1.925408834888737e-05,NE
EG11136-MONOMER,1.925408834888737e-05,NE
EG11141-MONOMER,1.925408834888737e-05,NE
EG11142-MONOMER,1.925408834888737e-05,NE
EG11144-MONOMER,1.925408834888737e-05,NE
EG11145-MONOMER,1.925408834888737e-05,NE
EG11146-MONOMER,1.925408834888737e-05,NE
EG11151-MONOMER,1.925408834888737e-05,NE
EG11152-MONOMER,1.925408834888737e-05,NE
EG11154-MONOMER,1.925408834888737e-05,NE
EG11155-MONOMER,1.925408834888737e-05,NE
EG11156-MONOMER,1.925408834888737e-05,NE
EG11158-MONOMER,1.925408834888737e-05,NE
EG11161-MONOMER,1.925408834888737e-05,NE
EG11162-MONOMER,1.925408834888737e-05,NE
EG11166-MONOMER,1.925408834888737e-05,NE
EG11167-MONOMER,1.925408834888737e-05,NE
EG11173-MONOMER,1.925408834888737e-05,NE
EG11174-MONOMER,1.925408834888737e-05,NE
EG11181-MONOMER,1.925408834888737e-05,NE
EG11184-MONOMER,1.925408834888737e-05,NE
EG11186-MONOMER,1.925408834888737e-05,NE
EG11189-MONOMER,1.925408834888737e-05,NE
EG11193-MONOMER,1.925408834888737e-05,NE
EG11196-MONOMER,1.925408834888737e-05,NE
EG11203-MONOMER,1.925408834888737e-05,NE
EG11206-MONOMER,1.925408834888737e-05,NE
EG11207-MONOMER,1.925408834888737e-05,NE
EG11208-MONOMER,1.925408834888737e-05,NE
EG11209-MONOMER,1.925408834888737e-05,NE
EG11210-MONOMER,1.925408834888737e-05,NE
EG11211-MONOMER,1.925408834888737e-05,NE
EG11214-MONOMER,1.925408834888737e-05,NE
EG11215-MONOMER,1.925408834888737e-05,NE
EG11219-MONOMER,1.925408834888737e-05,NE
EG11222-MONOMER,1.925408834888737e-05,NE
EG11224-MONOMER,1.925408834888737e-05,NE
EG11231-MONOMER,1.925408834888737e-05,NE
EG11232-MONOMER,1.925408834888737e-05,NE
EG11234-MONOMER,1.925408834888737e-05,NE
EG11235-MONOMER,1.925408834888737e-05,NE
EG11236-MONOMER,1.925408834888737e-05,NE
EG11237-MONOMER,1.925408834888737e-05,NE
EG11245-MONOMER,1.925408834888737e-05,NE
EG11250-MONOMER,1.925408834888737e-05,NE
EG11251-MONOMER,1.925408834888737e-05,NE
EG11253-MONOMER,1.925408834888737e-05,NE
EG11255-MONOMER,1.925408834888737e-05,NE
EG11257-MONOMER,1.925408834888737e-05,NE
EG11260-MONOMER,1.925408834888737e-05,NE
EG11263-MONOMER,1.925408834888737e-05,NE
EG11266-MONOMER,1.925408834888737e-05,NE
EG11267-MONOMER,1.925408834888737e-05,NE
EG11269-MONOMER,1.925408834888737e-05,NE
EG11270-MONOMER,1.925408834888737e-05,NE
EG11271-MONOMER,1.925408834888737e-05,NE
EG11272-MONOMER,1.925408834888737e-05,NE
EG11274-MONOMER,1.925408834888737e-05,NE
EG11275-MONOMER,1.925408834888737e-05,NE
EG11276-MONOMER,1.925408834888737e-05,NE
EG11277-MONOMER,1.925408834888737e-05,NE
EG11279-MONOMER,1.925408834888737e-05,NE
EG11280-MONOMER,1.925408834888737e-05,NE
EG11287-MONOMER,1.925408834888737e-05,NE
EG11289-MONOMER,1.925408834888737e-05,NE
EG11290-MONOMER,1.925408834888737e-05,NE
EG11300-MONOMER,1.925408834888737e-05,NE
EG11301-MONOMER,1.925408834888737e-05,NE
EG11302-MONOMER,1.925408834888737e-05,NE
EG11303-MONOMER,1.925408834888737e-05,NE
EG11305-MONOMER,1.925408834888737e-05,NE
EG11310-MONOMER,1.925408834888737e-05,NE
EG11312-MONOMER,1.925408834888737e-05,NE
EG11315-MONOMER,1.925408834888737e-05,NE
EG11334-MONOMER,1.925408834888737e-05,NE
EG11336-MONOMER,1.925408834888737e-05,NE
EG11339-MONOMER,1.925408834888737e-05,NE
EG11340-MONOMER,1.925408834888737e-05,NE
EG11341-MONOMER,1.925408834888737e-05,NE
EG11342-MONOMER,1.925408834888737e-05,NE
EG11346-MONOMER,1.925408834888737e-05,NE
EG11350-MONOMER,1.925408834888737e-05,NE
EG11351-MONOMER,1.925408834888737e-05,NE
EG11352-MONOMER,1.925408834888737e-05,NE
EG11353-MONOMER,1.925408834888737e-05,NE
EG11356-MONOMER,1.925408834888737e-05,NE
EG11359-MONOMER,1.925408834888737e-05,NE
EG11360-MONOMER,1.925408834888737e-05,NE
EG11362-MONOMER,1.925408834888737e-05,NE
EG11364-MONOMER,1.925408834888737e-05,NE
EG11371-MONOMER,1.925408834888737e-05,NE
EG11372-MONOMER,1.925408834888737e-05,NE
EG11373-MONOMER,1.925408834888737e-05,NE
EG11378-MONOMER,1.925408834888737e-05,NE
EG11381-MONOMER,1.925408834888737e-05,NE
EG11388-MONOMER,1.925408834888737e-05,NE
EG11389-MONOMER,1.925408834888737e-05,NE
EG11395-MONOMER,1.925408834888737e-05,NE
EG11398-MONOMER,1.925408834888737e-05,NE
EG11399-MONOMER,1.925408834888737e-05,NE
EG11400-MONOMER,1.925408834888737e-05,NE
EG11401-MONOMER,1.925408834888737e-05,NE
EG11414-MONOMER,1.925408834888737e-05,NE
EG11422-MONOMER,1.925408834888737e-05,NE
EG11424-MONOMER,1.925408834888737e-05,NE
EG11425-MONOMER,1.925408834888737e-05,NE
EG11426-MONOMER,1.925408834888737e-05,NE
EG11429-MONOMER,1.925408834888737e-05,NE
EG11431-MONOMER,1.925408834888737e-05,NE
EG11432-MONOMER,1.925408834888737e-05,NE
EG11445-MONOMER,1.925408834888737e-05,NE
EG11450-MONOMER,1.925408834888737e-05,NE
EG11462-MONOMER,1.925408834888737e-05,NE
EG11464-MONOMER,1.925408834888737e-05,NE
EG11465-MONOMER,1.925408834888737e-05,NE
EG11466-MONOMER,1.925408834888737e-05,NE
EG11471-MONOMER,1.925408834888737e-05,NE
EG11479-MONOMER,1.925408834888737e-05,NE
EG11481-MONOMER,1.925408834888737e-05,NE
EG11484-MONOMER,1.925408834888737e-05,NE
EG11486-MONOMER,1.925408834888737e-05,NE
EG11489-MONOMER,1.925408834888737e-05,NE
EG11495-MONOMER,1.925408834888737e-05,NE
EG11498-MONOMER,1.925408834888737e-05,NE
EG11499-MONOMER,1.925408834888737e-05,NE
EG11500-MONOMER,1.925408834888737e-05,NE
EG11505-MONOMER,1.925408834888737e-05,NE
EG11508-MONOMER,1.925408834888737e-05,NE
EG11509-MONOMER,1.925408834888737e-05,NE
EG11512-MONOMER,1.925408834888737e-05,NE
EG11514-MONOMER,1.925408834888737e-05,NE
EG11515-MONOMER,1.925408834888737e-05,NE
EG11519-MONOMER,1.925408834888737e-05,NE
EG11520-MONOMER,1.925408834888737e-05,NE
EG11521-MONOMER,1.925408834888737e-05,NE
EG11522-MONOMER,1.925408834888737e-05,NE
EG11523-MONOMER,1.925408834888737e-05,NE
EG11524-MONOMER,1.925408834888737e-05,NE
EG11525-MONOMER,1.925408834888737e-05,NE
EG11526-MONOMER,1.925408834888737e-05,NE
EG11533-MONOMER,1.925408834888737e-05,NE
EG11535-MONOMER,1.925408834888737e-05,NE
EG11538-MONOMER,1.925408834888737e-05,NE
EG11544-MONOMER,1.925408834888737e-05,NE
EG11547-MONOMER,1.925408834888737e-05,NE
EG11548-MONOMER,1.925408834888737e-05,NE
EG11551-MONOMER,1.925408834888737e-05,NE
EG11552-MONOMER,1.925408834888737e-05,NE
EG11562-MONOMER,1.925408834888737e-05,NE
EG11563-MONOMER,1.925408834888737e-05,NE
EG11564-MONOMER,1.925408834888737e-05,NE
EG11565-MONOMER,1.925408834888737e-05,NE
EG11568-MONOMER,1.925408834888737e-05,NE
EG11571-MONOMER,1.925408834888737e-05,NE
EG11579-MONOMER,1.925408834888737e-05,NE
EG11591-MONOMER,1.925408834888737e-05,NE
EG11592-MONOMER,1.925408834888737e-05,NE
EG11594-MONOMER,1.925408834888737e-05,NE
EG11599-MONOMER,1.925408834888737e-05,NE
EG11601-MONOMER,1.925408834888737e-05,NE
EG11604-MONOMER,1.925408834888737e-05,NE
EG11605-MONOMER,1.925408834888737e-05,NE
EG11607-MONOMER,1.925408834888737e-05,NE
EG11634-MONOMER,1.925408834888737e-05,NE
EG11635-MONOMER,1.925408834888737e-05,NE
EG11637-MONOMER,1.925408834888737e-05,NE
EG11639-MONOMER,1.925408834888737e-05,NE
EG11643-MONOMER,1.925408834888737e-05,NE
EG11645-MONOMER,1.925408834888737e-05,NE
EG11646-MONOMER,1.925408834888737e-05,NE
EG11651-MONOMER,1.925408834888737e-05,NE
EG11653-MONOMER,1.925408834888737e-05,NE
EG11661-MONOMER,1.925408834888737e-05,NE
EG11664-MONOMER,1.925408834888737e-05,NE
EG11665-MONOMER,1.925408834888737e-05,NE
EG11671-MONOMER,1.925408834888737e-05,NE
EG11674-MONOMER,1.925408834888737e-05,NE
EG11678-MONOMER,1.925408834888737e-05,NE
EG11683-MONOMER,1.925408834888737e-05,NE
EG11688-MONOMER,1.925408834888737e-05,NE
EG11691-MONOMER,1.925408834888737e-05,NE
EG11692-MONOMER,1.925408834888737e-05,NE
EG11694-MONOMER,1.925408834888737e-05,NE
EG11695-MONOMER,1.925408834888737e-05,NE
EG11696-MONOMER,1.925408834888737e-05,NE
EG11697-MONOMER,1.925408834888737e-05,NE
EG11705-MONOMER,1.925408834888737e-05,NE
EG11707-MONOMER,1.925408834888737e-05,NE
EG11711-MONOMER,1.925408834888737e-05,NE
EG11714-MONOMER,1.925408834888737e-05,NE
EG11719-MONOMER,1.925408834888737e-05,NE
EG11721-MONOMER,1.925408834888737e-05,NE
EG11723-MONOMER,1.925408834888737e-05,NE
EG11725-MONOMER,1.925408834888737e-05,NE
EG11726-MONOMER,1.925408834888737e-05,NE
EG11727-MONOMER,1.925408834888737e-05,NE
EG11728-MONOMER,1.925408834888737e-05,NE
EG11729-MONOMER,1.925408834888737e-05,NE
EG11733-MONOMER,1.925408834888737e-05,NE
EG11734-MONOMER,1.925408834888737e-05,NE
EG11735-MONOMER,1.925408834888737e-05,NE
EG11739-MONOMER,1.925408834888737e-05,NE
EG11741-MONOMER,1.925408834888737e-05,NE
EG11748-MONOMER,1.925408834888737e-05,NE
EG11749-MONOMER,1.925408834888737e-05,NE
EG11750-MONOMER,1.925408834888737e-05,NE
EG11760-MONOMER,1.925408834888737e-05,NE
EG11761-MONOMER,1.925408834888737e-05,NE
EG11763-MONOMER,1.925408834888737e-05,NE
EG11764-MONOMER,1.925408834888737e-05,NE
EG11765-MONOMER,1.925408834888737e-05,NE
EG11769-MONOMER,1.925408834888737e-05,NE
EG11775-MONOMER,1.925408834888737e-05,NE
EG11779-MONOMER,1.925408834888737e-05,NE
EG11783-MONOMER,1.925408834888737e-05,NE
EG11785-MONOMER,1.925408834888737e-05,NE
EG11790-MONOMER,1.925408834888737e-05,NE
EG11793-MONOMER,1.925408834888737e-05,NE
EG11798-MONOMER,1.925408834888737e-05,NE
EG11800-MONOMER,1.925408834888737e-05,NE
EG11803-MONOMER,1.925408834888737e-05,NE
EG11804-MONOMER,1.925408834888737e-05,NE
EG11805-MONOMER,1.925408834888737e-05,NE
EG11808-MONOMER,1.925408834888737e-05,NE
EG11812-MONOMER,1.925408834888737e-05,NE
EG11815-MONOMER,1.925408834888737e-05,NE
EG11816-MONOMER,1.925408834888737e-05,NE
EG11817-MONOMER,1.925408834888737e-05,NE
EG11822-MONOMER,1.925408834888737e-05,NE
EG11824-MONOMER,1.925408834888737e-05,NE
EG11825-MONOMER,1.925408834888737e-05,NE
EG11826-MONOMER,1.925408834888737e-05,NE
EG11828-MONOMER,1.925408834888737e-05,NE
EG11832-MONOMER,1.925408834888737e-05,NE
EG11833-MONOMER,1.925408834888737e-05,NE
EG11839-MONOMER,1.925408834888737e-05,NE
EG11844-MONOMER,1.925408834888737e-05,NE
EG11845-MONOMER,1.925408834888737e-05,NE
EG11847-MONOMER,1.925408834888737e-05,NE
EG11849-MONOMER,1.925408834888737e-05,NE
EG11851-MONOMER,1.925408834888737e-05,NE
EG11853-MONOMER,1.925408834888737e-05,NE
EG11854-MONOMER,1.925408834888737e-05,NE
EG11855-MONOMER,1.925408834888737e-05,NE
EG11860-MONOMER,1.925408834888737e-05,NE
EG11861-MONOMER,1.925408834888737e-05,NE
EG11862-MONOMER,1.925408834888737e-05,NE
EG11865-MONOMER,1.925408834888737e-05,NE
EG11875-MONOMER,1.925408834888737e-05,NE
EG11877-MONOMER,1.925408834888737e-05,NE
EG11882-MONOMER,1.925408834888737e-05,NE
EG11886-MONOMER,1.925408834888737e-05,NE
EG11888-MONOMER,1.925408834888737e-05,NE
EG11889-MONOMER,1.925408834888737e-05,NE
EG11890-MONOMER,1.925408834888737e-05,NE
EG11894-MONOMER,1.925408834888737e-05,NE
EG11895-MONOMER,1.925408834888737e-05,NE
EG11900-MONOMER,1.925408834888737e-05,NE
EG11901-MONOMER,1.925408834888737e-05,NE
EG11902-MONOMER,1.925408834888737e-05,NE
EG11903-MONOMER,1.925408834888737e-05,NE
EG11906-MONOMER,1.925408834888737e-05,NE
EG11910-MONOMER,1.925408834888737e-05,NE
EG11911-MONOMER,1.925408834888737e-05,NE
EG11912-MONOMER,1.925408834888737e-05,NE
EG11913-MONOMER,1.925408834888737e-05,NE
EG11917-MONOMER,1.925408834888737e-05,NE
EG11918-MONOMER,1.925408834888737e-05,NE
EG11920-MONOMER,1.925408834888737e-05,NE
EG11922-MONOMER,1.925408834888737e-05,NE
EG11923-MONOMER,1.925408834888737e-05,NE
EG11924-MONOMER,1.925408834888737e-05,NE
EG11925-MONOMER,1.925408834888737e-05,NE
EG11926-MONOMER,1.925408834888737e-05,NE
EG11929-MONOMER,1.925408834888737e-05,NE
EG11930-MONOMER,1.925408834888737e-05,NE
EG11931-MONOMER,1.925408834888737e-05,NE
EG11933-MONOMER,1.925408834888737e-05,NE
EG11936-MONOMER,1.925408834888737e-05,NE
EG11937-MONOMER,1.925408834888737e-05,NE
EG11938-MONOMER,1.925408834888737e-05,NE
EG11941-MONOMER,1.925408834888737e-05,NE
EG11948-MONOMER,1.925408834888737e-05,NE
EG11949-MONOMER,1.925408834888737e-05,NE
EG11950-MONOMER,1.925408834888737e-05,NE
EG11952-MONOMER,1.925408834888737e-05,NE
EG11954-MONOMER,1.925408834888737e-05,NE
EG11955-MONOMER,1.925408834888737e-05,NE
EG11956-MONOMER,1.925408834888737e-05,NE
EG11957-MONOMER,1.925408834888737e-05,NE
EG11962-MONOMER,1.925408834888737e-05,NE
EG11966-MONOMER,1.925408834888737e-05,NE
EG11969-MONOMER,1.925408834888737e-05,NE
EG11970-MONOMER,1.925408834888737e-05,NE
EG11972-MONOMER,1.925408834888737e-05,NE
EG11973-MONOMER,1.925408834888737e-05,NE
EG11974-MONOMER,1.925408834888737e-05,NE
EG11975-MONOMER,1.925408834888737e-05,NE
EG11976-MONOMER,1.925408834888737e-05,NE
EG11977-MONOMER,1.925408834888737e-05,NE
EG11982-MONOMER,1.925408834888737e-05,NE
EG11983-MONOMER,1.925408834888737e-05,NE
EG11984-MONOMER,1.925408834888737e-05,NE
EG11985-MONOMER,1.925408834888737e-05,NE
EG11987-MONOMER,1.925408834888737e-05,NE
EG11988-MONOMER,1.925408834888737e-05,NE
EG11989-MONOMER,1.925408834888737e-05,NE
EG11990-MONOMER,1.925408834888737e-05,NE
EG11991-MONOMER,1.925408834888737e-05,NE
EG11992-MONOMER,1.925408834888737e-05,NE
EG11995-MONOMER,1.925408834888737e-05,NE
EG11998-MONOMER,1.925408834888737e-05,NE
EG11999-MONOMER,1.925408834888737e-05,NE
EG12002-MONOMER,1.925408834888737e-05,NE
EG12003-MONOMER,1.925408834888737e-05,NE
EG12004-MONOMER,1.925408834888737e-05,NE
EG12016-MONOMER,1.925408834888737e-05,NE
EG12017-MONOMER,1.925408834888737e-05,NE
EG12022-MONOMER,1.925408834888737e-05,NE
EG12023-MONOMER,1.925408834888737e-05,NE
EG12024-MONOMER,1.925408834888737e-05,NE
EG12027-MONOMER,1.925408834888737e-05,NE
EG12028-MONOMER,1.925408834888737e-05,NE
EG12030-MONOMER,1.925408834888737e-05,NE
EG12031-MONOMER,1.925408834888737e-05,NE
EG12036-MONOMER,1.925408834888737e-05,NE
EG12042-MONOMER,1.925408834888737e-05,NE
EG12049-MONOMER,1.925408834888737e-05,NE
EG12053-MONOMER,1.925408834888737e-05,NE
EG12054-MONOMER,1.925408834888737e-05,NE
EG12069-MONOMER,1.925408834888737e-05,NE
EG12073-MONOMER,1.925408834888737e-05,NE
EG12080-MONOMER,1.925408834888737e-05,NE
EG12081-MONOMER,1.925408834888737e-05,NE
