Protein ID,Rate Constant,HL Source
G6312-MONOMER,2.0025052884958262e-05,Clim0
G6318-MONOMER,1.6045073624072808e-05,Clim0
G6319-MONOMER,3.427010682092086e-05,Clim0
G6323-MONOMER,1.6045073624072808e-05,Clim0
G6324-MONOMER,3.726597744945943e-05,Clim0
G6326-MONOMER,2.026746141988144e-05,Clim0
G6329-MONOMER,4.941168951810274e-05,Clim0
G6337-MONOMER,0.0001884576347362,Clim0
G6358-MONOMER,3.289422838648184e-05,Clim0
G6359-MONOMER,1.6963954492411782e-05,Clim0
G6363-MONOMER,4.002928970662655e-05,Clim0
G6364-MONOMER,0.000127934141853,Clim0
G6379-MONOMER,1.865706235357303e-05,Clim0
G6402-MONOMER,3.5307007974732344e-05,Clim0
G6406-MONOMER,3.5866044735586524e-05,Clim0
G6407-MONOMER,3.884483190764096e-05,Clim0
G6412-MONOMER,1.7219336725789866e-05,Clim0
G6414-MONOMER,1.6045073624072808e-05,Clim0
G6418-MONOMER,1.8947766129789112e-05,Clim0
G6420-MONOMER,3.8291193269249e-05,Clim0
G6422-MONOMER,3.3446592383707074e-05,Clim0
G6423-MONOMER,3.456748357071341e-05,Clim0
G6424-MONOMER,4.4330211087231086e-05,Clim0
G6425-MONOMER,1.6045073624072808e-05,Clim0
G6435-MONOMER,4.387562859602135e-05,Clim0
G6438-MONOMER,2.069590291890437e-05,Clim0
G6442-MONOMER,4.864190740771546e-05,Clim0
G6445-MONOMER,1.6045073624072808e-05,Clim0
G6450-MONOMER,1.6045073624072808e-05,Clim0
G6451-MONOMER,3.5081849405807536e-05,Clim0
G6452-MONOMER,1.7127432185815304e-05,Clim0
G6453-MONOMER,1.9354084451888795e-05,Clim0
G6454-MONOMER,1.6045073624072808e-05,Clim0
G6464-MONOMER,0.0002163380713358,Clim0
G6465-MONOMER,3.390799239604468e-05,Clim0
G6468-MONOMER,3.752014618165776e-05,Clim0
G6472-MONOMER,4.069197960314344e-05,Clim0
G6473-MONOMER,4.91803022960086e-05,Clim0
G6475-MONOMER,1.9494520771738816e-05,Clim0
G6487-MONOMER,1.897889438037197e-05,Clim0
G6488-MONOMER,1.8424964927164943e-05,Clim0
G6491-MONOMER,1.6045073624072808e-05,Clim0
G6493-MONOMER,3.213477888548657e-05,Clim0
G6496-MONOMER,1.6045073624072808e-05,Clim0
G6499-MONOMER,1.948137101067862e-05,Clim0
G6501-MONOMER,1.7013921957779707e-05,Clim0
G6527-MONOMER,1.6045073624072808e-05,Clim0
G6539-MONOMER,3.413845451930385e-05,Clim0
G6540-MONOMER,3.855958948375308e-05,Clim0
G6541-MONOMER,1.6045073624072808e-05,Clim0
G6550-MONOMER,3.268020653276498e-05,Clim0
G6551-MONOMER,3.581045570158841e-05,Clim0
G6560-MONOMER,3.274504821239349e-05,Clim0
G6565-MONOMER,1.7645414708007363e-05,Clim0
G6567-MONOMER,2.582130757562008e-05,Clim0
G6568-MONOMER,4.137698069245137e-05,Clim0
G6569-MONOMER,0.0001138172710279,Clim0
G6576-MONOMER,3.863696658639606e-05,Clim0
G6580-MONOMER,3.6305634850196175e-05,Clim0
G6581-MONOMER,3.7964025663267895e-05,Clim0
G6602-MONOMER,6.382570723388079e-05,Clim0
G6614-MONOMER,1.6045073624072808e-05,Clim0
G6615-MONOMER,3.618056063054313e-05,Clim0
G6616-MONOMER,4.194790489953676e-05,Clim0
G6617-MONOMER,1.7196268248485297e-05,Clim0
G6619-MONOMER,4.086470820421797e-05,Clim0
G6621-MONOMER,3.8521017036787006e-05,Clim0
G6622-MONOMER,9.765387159199004e-05,Clim0
G6623-MONOMER,0.0001589058185602,Clim0
G6627-MONOMER,3.3788982185821656e-05,Clim0
G6628-MONOMER,4.4690340461634126e-05,Clim0
G6635-MONOMER,1.6045073624072808e-05,Clim0
G6638-MONOMER,3.496505148103034e-05,Clim0
G6640-MONOMER,0.0001544445589482,Clim0
G6646-MONOMER,6.67771850250429e-05,Clim0
G6658-MONOMER,3.558981210515225e-05,Clim0
G6659-MONOMER,1.7762074122589824e-05,Clim0
G6660-MONOMER,1.789413415324105e-05,Clim0
G6661-MONOMER,2.0673681119063037e-05,Clim0
G6662-MONOMER,4.083581834334543e-05,Clim0
G6663-MONOMER,1.713505341046043e-05,Clim0
G6665-MONOMER,1.9098120365899196e-05,Clim0
G6674-MONOMER,1.6803568013574433e-05,Clim0
G6675-MONOMER,0.0001178821735646,Clim0
G6699-MONOMER,3.348537104154325e-05,Clim0
G6701-MONOMER,5.744631033979324e-05,Clim0
G6702-MONOMER,3.517799332927047e-05,Clim0
G6703-MONOMER,1.782785958230312e-05,Clim0
G6704-MONOMER,1.6045073624072808e-05,Clim0
G6718-MONOMER,5.719036143233872e-05,Clim0
G6719-MONOMER,0.0002783723616706,Clim0
G6720-MONOMER,3.801399476581909e-05,Clim0
G6721-MONOMER,1.6548421442962927e-05,Clim0
G6731-MONOMER,5.682465818658348e-05,Clim0
G6732-MONOMER,1.6045073624072808e-05,Clim0
G6737-MONOMER,6.0962812714155255e-05,Clim0
G6738-MONOMER,5.4985497426617904e-05,Clim0
G6742-MONOMER,1.86390013057961e-05,Clim0
G6745-MONOMER,3.651217765275734e-05,Clim0
G6750-MONOMER,3.553507539013356e-05,Clim0
G6759-MONOMER,3.335966794493913e-05,Clim0
G6760-MONOMER,3.4828016307906e-05,Clim0
G6763-MONOMER,1.6045073624072808e-05,Clim0
G6769-MONOMER,4.635815814338853e-05,Clim0
G6783-MONOMER,4.512676956770477e-05,Clim0
G6784-MONOMER,6.0930659331922055e-05,Clim0
G6788-MONOMER,1.6045073624072808e-05,Clim0
G6791-MONOMER,8.193229084632924e-05,Clim0
G6798-MONOMER,0.0001238205038513,Clim0
G6804-MONOMER,3.774078082107945e-05,Clim0
G6805-MONOMER,5.263076541837094e-05,Clim0
G6806-MONOMER,1.93055698685368e-05,Clim0
G6811-MONOMER,4.080696930177471e-05,Clim0
G6814-MONOMER,1.8873473303924885e-05,Clim0
G6815-MONOMER,4.622830335867316e-05,Clim0
G6823-MONOMER,3.292235112377436e-05,Clim0
G6838-MONOMER,5.572818624858862e-05,Clim0
G6839-MONOMER,1.8410283680211027e-05,Clim0
G6841-MONOMER,3.795155390713674e-05,Clim0
G6843-MONOMER,0.0001172837868967,Clim0
G6853-MONOMER,1.6083047486192985e-05,Clim0
G6856-MONOMER,4.370962167738336e-05,Clim0
G6860-MONOMER,3.35924774915162e-05,Clim0
G6862-MONOMER,3.394784898422692e-05,Clim0
G6865-MONOMER,3.216161750927735e-05,Clim0
G6867-MONOMER,1.6045073624072808e-05,Clim0
G6868-MONOMER,3.477559605458285e-05,Clim0
G6875-MONOMER,3.37988677862271e-05,Clim0
G6880-MONOMER,3.3808759172760964e-05,Clim0
G6881-MONOMER,3.558981210515225e-05,Clim0
G6882-MONOMER,3.709843612502384e-05,Clim0
G6884-MONOMER,1.717581476261139e-05,Clim0
G6886-MONOMER,1.919330953535873e-05,Clim0
G6887-MONOMER,3.372978980826984e-05,Clim0
G6890-MONOMER,9.053646559037948e-05,Clim0
G6892-MONOMER,3.5426105517732046e-05,Clim0
G6894-MONOMER,0.0001674268552077,Clim0
G6895-MONOMER,4.002928970662655e-05,Clim0
G6896-MONOMER,3.700337286781685e-05,Clim0
G6906-MONOMER,2.213961864571181e-05,Clim0
G6907-MONOMER,4.9285209084182686e-05,Clim0
G6908-MONOMER,3.5866044735586524e-05,Clim0
G6909-MONOMER,6.171182163104927e-05,Clim0
G6913-MONOMER,3.3398245184540105e-05,Clim0
G6930-MONOMER,3.695602370227902e-05,Clim0
G6931-MONOMER,1.6045073624072808e-05,Clim0
G6932-MONOMER,1.6045073624072808e-05,Clim0
G6946-MONOMER,1.6045073624072808e-05,Clim0
G6948-MONOMER,1.6045073624072808e-05,Clim0
G6949-MONOMER,1.6045073624072808e-05,Clim0
G6952-MONOMER,1.6045073624072808e-05,Clim0
G6957-MONOMER,3.229648590811412e-05,Clim0
G6958-MONOMER,3.4168745960758417e-05,Clim0
G6959-MONOMER,3.792663496169541e-05,Clim0
G6961-MONOMER,4.140664161051047e-05,Clim0
G6964-MONOMER,0.0008311117272901,Clim0
G6966-MONOMER,1.6045073624072808e-05,Clim0
G6967-MONOMER,3.430063245051194e-05,Clim0
G6968-MONOMER,1.6045073624072808e-05,Clim0
G6969-MONOMER,5.638093220757648e-05,Clim0
G6970-MONOMER,0.0001401996724433,Clim0
G6973-MONOMER,3.933419478832967e-05,Clim0
G6985-MONOMER,0.0002030308085998,Clim0
G6986-MONOMER,4.3561285857211246e-05,Clim0
G6990-MONOMER,1.7980471609855908e-05,Clim0
G6991-MONOMER,3.361202504897417e-05,Clim0
G6993-MONOMER,1.6045073624072808e-05,Clim0
G6997-MONOMER,1.6045073624072808e-05,Clim0
G7003-MONOMER,3.257882969354884e-05,Clim0
G7005-MONOMER,3.576610838802608e-05,Clim0
G7008-MONOMER,3.324446909160409e-05,Clim0
G7020-MONOMER,4.0577636140963895e-05,Clim0
G7021-MONOMER,1.6045073624072808e-05,Clim0
G7024-MONOMER,1.977821093876463e-05,Clim0
G7025-MONOMER,5.316361256020442e-05,Clim0
G7039-MONOMER,1.6045073624072808e-05,Clim0
G7048-MONOMER,3.66395591796144e-05,Clim0
G7055-MONOMER,3.708652651471082e-05,Clim0
G7059-MONOMER,3.450553467542539e-05,Clim0
G7061-MONOMER,1.6045073624072808e-05,Clim0
G7063-MONOMER,0.0001655079227698,Clim0
G7068-MONOMER,3.324446909160409e-05,Clim0
G7080-MONOMER,4.3512064065282186e-05,Clim0
G7089-MONOMER,3.836749587954972e-05,Clim0
G7090-MONOMER,3.432101309962098e-05,Clim0
G7108-MONOMER,1.6045073624072808e-05,Clim0
G7117-MONOMER,3.3016441867197546e-05,Clim0
G7122-MONOMER,3.425994368129425e-05,Clim0
G7123-MONOMER,3.357295265717065e-05,Clim0
G7131-MONOMER,3.818992730357825e-05,Clim0
G7132-MONOMER,4.0168473606858205e-05,Clim0
G7133-MONOMER,3.975379562743435e-05,Clim0
G7139-MONOMER,3.5821559718860224e-05,Clim0
G7145-MONOMER,0.0001686489490413,Clim0
G7147-MONOMER,5.702099214872863e-05,Clim0
G7156-MONOMER,1.6045073624072808e-05,Clim0
G7160-MONOMER,4.8560121939186304e-05,Clim0
G7162-MONOMER,3.656996837395512e-05,Clim0
G7165-MONOMER,3.9041747243435024e-05,Clim0
G7166-MONOMER,4.030862878343482e-05,Clim0
G7167-MONOMER,1.659120064531441e-05,Clim0
G7168-MONOMER,3.94416285740267e-05,Clim0
G7169-MONOMER,3.573291991751445e-05,Clim0
G7170-MONOMER,1.6045073624072808e-05,Clim0
G7173-MONOMER,1.9098120365899196e-05,Clim0
G7174-MONOMER,4.482907648169352e-05,Clim0
G7175-MONOMER,3.414854569711032e-05,Clim0
G7184-MONOMER,3.4168745960758417e-05,Clim0
G7185-MONOMER,1.6045073624072808e-05,Clim0
G7187-MONOMER,1.912974500634612e-05,Clim0
G7188-MONOMER,1.6045073624072808e-05,Clim0
G7191-MONOMER,4.2534804894449264e-05,Clim0
G7192-MONOMER,3.5135197716947755e-05,Clim0
G7193-MONOMER,3.262483199472584e-05,Clim0
G7194-MONOMER,3.975379562743435e-05,Clim0
G7196-MONOMER,3.2838126803105233e-05,Clim0
G7199-MONOMER,3.510316927782565e-05,Clim0
G7200-MONOMER,5.685262307742334e-05,Clim0
G7211-MONOMER,0.0001813571900994,Clim0
G7212-MONOMER,1.6092008649299932e-05,Clim0
G7213-MONOMER,1.6045073624072808e-05,Clim0
G7214-MONOMER,4.650745977992118e-05,Clim0
G7216-MONOMER,1.6045073624072808e-05,Clim0
G7218-MONOMER,3.47965452088326e-05,Clim0
G7220-MONOMER,1.6045073624072808e-05,Clim0
G7242-MONOMER,4.913846452289418e-05,Clim0
G7250-MONOMER,4.787589311783017e-05,Clim0
G7255-MONOMER,0.0002234517023081,Clim0
G7262-MONOMER,1.6045073624072808e-05,Clim0
G7263-MONOMER,3.646607641834729e-05,Clim0
G7265-MONOMER,1.8552196899522116e-05,Clim0
G7266-MONOMER,2.259427539474364e-05,Clim0
G7267-MONOMER,1.6045073624072808e-05,Clim0
G7269-MONOMER,3.451584406732125e-05,Clim0
G7271-MONOMER,3.223340683407484e-05,Clim0
G7287-MONOMER,3.3016441867197546e-05,Clim0
G7290-MONOMER,4.604405344492794e-05,Clim0
G7295-MONOMER,3.2856806056121784e-05,Clim0
G7296-MONOMER,3.225140426949308e-05,Clim0
G7297-MONOMER,1.6045073624072808e-05,Clim0
G7298-MONOMER,3.708652651471082e-05,Clim0
G7311-MONOMER,3.787689511256532e-05,Clim0
G7312-MONOMER,3.759340387026496e-05,Clim0
G7313-MONOMER,3.3808759172760964e-05,Clim0
G7319-MONOMER,3.468163617331859e-05,Clim0
G7320-MONOMER,1.6045073624072808e-05,Clim0
G7321-MONOMER,4.093711201039129e-05,Clim0
G7323-MONOMER,1.6045073624072808e-05,Clim0
G7324-MONOMER,0.0001013373070994,Clim0
G7325-MONOMER,8.621233589054046e-05,Clim0
G7326-MONOMER,0.0001582527809497,Clim0
G7327-MONOMER,3.5578851276046884e-05,Clim0
G7342-MONOMER,1.885806890194649e-05,Clim0
G7343-MONOMER,3.8818726509853565e-05,Clim0
G7345-MONOMER,1.7819609762968413e-05,Clim0
G7348-MONOMER,1.857904954862081e-05,Clim0
G7352-MONOMER,1.6045073624072808e-05,Clim0
G7356-MONOMER,2.024614968337263e-05,Clim0
G7395-MONOMER,3.466082511050831e-05,Clim0
G7398-MONOMER,2.148494143450329e-05,Clim0
G7409-MONOMER,3.444380742198098e-05,Clim0
G7416-MONOMER,3.6112700873186686e-05,Clim0
G7422-MONOMER,1.6045073624072808e-05,Clim0
G7423-MONOMER,1.81842484012788e-05,Clim0
G7431-MONOMER,1.6045073624072808e-05,Clim0
G7434-MONOMER,1.6045073624072808e-05,Clim0
G7442-MONOMER,4.779666118879777e-05,Clim0
G7443-MONOMER,4.4466716741079374e-05,Clim0
G7448-MONOMER,1.6045073624072808e-05,Clim0
G7449-MONOMER,3.239611051411223e-05,Clim0
G7452-MONOMER,3.474421957693961e-05,Clim0
G7453-MONOMER,3.66395591796144e-05,Clim0
G7454-MONOMER,3.4474643417882486e-05,Clim0
G7455-MONOMER,3.714615115540972e-05,Clim0
G7456-MONOMER,3.338859251252145e-05,Clim0
G7457-MONOMER,0.0001025972736175,Clim0
G7458-MONOMER,3.968551360127936e-05,Clim0
G7459-MONOMER,3.5113838934141104e-05,Clim0
G7461-MONOMER,4.155558636450511e-05,Clim0
G7462-MONOMER,3.261562114436031e-05,Clim0
G7463-MONOMER,1.879670193513248e-05,Clim0
G7464-MONOMER,0.0001420965929807,Clim0
G7485-MONOMER,0.000102688471194,Clim0
G7486-MONOMER,3.982231302768845e-05,Clim0
G7487-MONOMER,0.0001315769135459,Clim0
G7488-MONOMER,0.0001317269442341,Clim0
G7489-MONOMER,3.9387838422544906e-05,Clim0
G7491-MONOMER,3.6838179238942667e-05,Clim0
G7502-MONOMER,1.879670193513248e-05,Clim0
G7504-MONOMER,3.854672342119594e-05,Clim0
G7511-MONOMER,3.533940963393216e-05,Clim0
G7513-MONOMER,3.705084351934708e-05,Clim0
G7524-MONOMER,3.5821559718860224e-05,Clim0
G7525-MONOMER,3.5666727413808035e-05,Clim0
G7527-MONOMER,3.369044330513975e-05,Clim0
G7530-MONOMER,3.774078082107945e-05,Clim0
G7532-MONOMER,3.745931585386648e-05,Clim0
G7533-MONOMER,3.63398962231281e-05,Clim0
G7543-MONOMER,3.655839559915323e-05,Clim0
G7544-MONOMER,0.0001582527809497,Clim0
G7545-MONOMER,5.318808936156732e-05,Clim0
G7546-MONOMER,0.0001481083719145,Clim0
G7553-MONOMER,3.419909120583902e-05,Clim0
G7558-MONOMER,1.681579768461779e-05,Clim0
G7559-MONOMER,1.6303207746729355e-05,Clim0
G7564-MONOMER,1.665578576893371e-05,Clim0
G7574-MONOMER,3.3016441867197546e-05,Clim0
G7575-MONOMER,3.493333235359063e-05,Clim0
G7579-MONOMER,3.565571916460624e-05,Clim0
G7590-MONOMER,3.355345050633872e-05,Clim0
G7596-MONOMER,0.0005089186347723,Clim0
G7597-MONOMER,4.060616171997336e-05,Clim0
G7603-MONOMER,3.277291633853169e-05,Clim0
G7606-MONOMER,3.646607641834729e-05,Clim0
G7612-MONOMER,3.412836930378854e-05,Clim0
G7613-MONOMER,3.588832870249277e-05,Clim0
G7616-MONOMER,1.6045073624072808e-05,Clim0
G7619-MONOMER,3.4027843915559414e-05,Clim0
G7630-MONOMER,3.626005338773516e-05,Clim0
G7641-MONOMER,1.6314719685542186e-05,Clim0
G7642-MONOMER,3.430063245051194e-05,Clim0
G7646-MONOMER,1.6045073624072808e-05,Clim0
G7647-MONOMER,3.622594233092638e-05,Clim0
G7648-MONOMER,1.6045073624072808e-05,Clim0
G7650-MONOMER,1.942568187209084e-05,Clim0
G7654-MONOMER,3.408808795908062e-05,Clim0
G7656-MONOMER,5.370735941112237e-05,Clim0
G7658-MONOMER,3.57439758952117e-05,Clim0
G7659-MONOMER,3.639714243646006e-05,Clim0
G7662-MONOMER,3.651217765275734e-05,Clim0
G7663-MONOMER,4.450097461222042e-05,Clim0
G7664-MONOMER,3.219747215533005e-05,Clim0
G7678-MONOMER,4.6172873738339016e-05,Clim0
G7680-MONOMER,3.370027132243997e-05,Clim0
G7682-MONOMER,1.9263720208991862e-05,Clim0
G7688-MONOMER,1.751698712559882e-05,Clim0
G7689-MONOMER,3.744717345002405e-05,Clim0
G7690-MONOMER,1.6045073624072808e-05,Clim0
G7696-MONOMER,1.9212461349297224e-05,Clim0
G7698-MONOMER,3.430063245051194e-05,Clim0
G7713-MONOMER,3.209906365471637e-05,Clim0
G7715-MONOMER,4.100977284108066e-05,Clim0
G7716-MONOMER,1.677672525316936e-05,Clim0
G7717-MONOMER,3.3788982185821656e-05,Clim0
G7727-MONOMER,3.749579035810588e-05,Clim0
G7735-MONOMER,3.6305634850196175e-05,Clim0
G7739-MONOMER,1.638878281931114e-05,Clim0
G7740-MONOMER,3.672108394574832e-05,Clim0
G7744-MONOMER,5.0010619088019134e-05,Clim0
G7746-MONOMER,4.105349328120975e-05,Clim0
G7748-MONOMER,5.662967161437461e-05,Clim0
G7751-MONOMER,0.0001200878691198,Clim0
G7756-MONOMER,3.628282980317972e-05,Clim0
G7757-MONOMER,3.4474643417882486e-05,Clim0
G7767-MONOMER,1.702144247728366e-05,Clim0
G7790-MONOMER,3.4754672109905e-05,Clim0
G7800-MONOMER,1.6762119862641354e-05,Clim0
G7804-MONOMER,4.258183932669525e-05,Clim0
G7808-MONOMER,4.367657092375207e-05,Clim0
G7832-MONOMER,1.6477610910472713e-05,Clim0
G7834-MONOMER,3.2332642063622784e-05,Clim0
G7836-MONOMER,0.0001368774053238,Clim0
G7837-MONOMER,3.556789719622051e-05,Clim0
G7840-MONOMER,1.6045073624072808e-05,Clim0
G7841-MONOMER,3.3927908984823564e-05,Clim0
G7842-MONOMER,1.6045073624072808e-05,Clim0
G7845-MONOMER,3.300700859809263e-05,Clim0
G7852-MONOMER,1.6648584823940655e-05,Clim0
G7853-MONOMER,3.367080445739557e-05,Clim0
G7854-MONOMER,1.810161862947731e-05,Clim0
G7858-MONOMER,3.771613780389299e-05,Clim0
G7864-MONOMER,3.849534491613603e-05,Clim0
G7865-MONOMER,3.393787605561816e-05,Clim0
G7868-MONOMER,3.295992299381575e-05,Clim0
G7871-MONOMER,3.8884055904855e-05,Clim0
G7874-MONOMER,1.6045073624072808e-05,Clim0
G7875-MONOMER,3.226942181377771e-05,Clim0
G7876-MONOMER,3.621458623615179e-05,Clim0
G7877-MONOMER,3.460890655881492e-05,Clim0
G7883-MONOMER,2.371679944432852e-05,Clim0
G7886-MONOMER,3.764240146410043e-05,Clim0
G7889-MONOMER,1.6045073624072808e-05,Clim0
G7890-MONOMER,3.573291991751445e-05,Clim0
G7909-MONOMER,1.6730561925173673e-05,Clim0
G7910-MONOMER,3.826582646350588e-05,Clim0
G7911-MONOMER,4.0449765438839006e-05,Clim0
G7915-MONOMER,3.4057939296380967e-05,Clim0
G7916-MONOMER,3.9041747243435024e-05,Clim0
G7920-MONOMER,1.6045073624072808e-05,Clim0
G7921-MONOMER,1.6045073624072808e-05,Clim0
G7925-MONOMER,1.6045073624072808e-05,Clim0
G7931-MONOMER,5.255893088868253e-05,Clim0
G7933-MONOMER,1.6045073624072808e-05,Clim0
G7936-MONOMER,4.200892003393608e-05,Clim0
G7950-MONOMER,1.6641390102754857e-05,Clim0
G7951-MONOMER,4.949637107683128e-05,Clim0
GABATRANSAM-MONOMER,3.9658266424072845e-05,Clim0
GALACTARDEHYDRA-MONOMER,5.9702599531433706e-05,Clim0
GALACTOKIN-MONOMER,1.6045073624072808e-05,Clim0
GALACTONATE-DEHYDRATASE-MONOMER,5.554063946794433e-05,Clim0
GALACTURIDYLYLTRANS-MONOMER,1.6045073624072808e-05,Clim0
GAPDH-A-MONOMER,1.6045073624072808e-05,Clim0
GART-MONOMER,1.6045073624072808e-05,Clim0
GARTRANSFORMYL2-MONOMER,3.232359543741584e-05,Clim0
GCVP-MONOMER,3.891024927360196e-05,Clim0
GCVT-MONOMER,3.370027132243997e-05,Clim0
GDHA-MONOMER,4.133256890637718e-05,Clim0
GKI-MONOMER,3.838024255592167e-05,Clim0
GLND-MONOMER,4.109730704138179e-05,Clim0
GLNE-MONOMER,1.6045073624072808e-05,Clim0
GLNH-MONOMER,1.6353982176291653e-05,Clim0
GLNP-MONOMER,1.6045073624072808e-05,Clim0
GLNQ-MONOMER,3.948206770106774e-05,Clim0
GLNS-MONOMER,1.6779161959814703e-05,Clim0
GLPT-MONOMER,1.6271060576524537e-05,Clim0
GLTL-MONOMER,1.699389969010359e-05,Clim0
GLU6PDEHYDROG-MONOMER,1.6569783432777426e-05,Clim0
GLUC1PADENYLTRANS-MONOMER,1.6045073624072808e-05,Clim0
GLUC1PURIDYLTRANS-MONOMER,3.371010507537911e-05,Clim0
GLUCARDEHYDRA-MONOMER,3.66163328346511e-05,Clim0
GLUCDEHYDROG-MONOMER,1.6045073624072808e-05,Clim0
GLUCOKIN-MONOMER,1.6045073624072808e-05,Clim0
GLUCONREDUCT-MONOMER,4.023842915127977e-05,Clim0
GLUCOSAMINE-6-P-DEAMIN-MONOMER,3.3016441867197546e-05,Clim0
GLUCOSE-1-PHOSPHAT-MONOMER,1.6083047486192985e-05,Clim0
GLURS-MONOMER,1.6045073624072808e-05,Clim0
GLUSYNLARGE-MONOMER,3.9387838422544906e-05,Clim0
GLUSYNSMALL-MONOMER,4.184155381866143e-05,Clim0
GLUTAMIDOTRANS-MONOMER,3.622594233092638e-05,Clim0
GLUTAMINESYN-MONOMER,1.674753988015718e-05,Clim0
GLUTATHIONE-REDUCT-NADPH-MONOMER,1.670878364092048e-05,Clim0
GLUTATHIONE-SYN-MONOMER,1.89012647403999e-05,Clim0
GLUTKIN-MONOMER,3.601138718619832e-05,Clim0
GLUTRACE-MONOMER,1.6045073624072808e-05,Clim0
GLUTSEMIALDEHYDROG-MONOMER,3.389804286775945e-05,Clim0
GLY3KIN-MONOMER,3.991863513936566e-05,Clim0
GLYC3PDEHYDROGBIOSYN-MONOMER,3.3206246074539875e-05,Clim0
GLYCDEH-MONOMER,3.349507976031436e-05,Clim0
GLYCEROL-3-P-ACYLTRANSFER-MONOMER,1.6045073624072808e-05,Clim0
GLYCEROL-KIN-MONOMER,3.5666727413808035e-05,Clim0
GLYCOGEN-BRANCH-MONOMER,1.6045073624072808e-05,Clim0
GLYCOGENSYN-MONOMER,1.6847678298574334e-05,Clim0
GLYCOPHOSPHORYL-MONOMER,3.651217765275734e-05,Clim0
GLYCPDIESTER-CYTO-MONOMER,3.50605554152729e-05,Clim0
GLYCPDIESTER-PERI-MONOMER,1.683049680846798e-05,Clim0
GLYCRIBONUCSYN-MONOMER,1.83722217069536e-05,Clim0
GLYOHMETRANS-MONOMER,3.496505148103034e-05,Clim0
GLYOXI-MONOMER,3.53718708185316e-05,Clim0
GLYOXII-MONOMER,4.046393348277556e-05,Clim0
GLYQ-MONOMER,1.6045073624072808e-05,Clim0
GLYS-MONOMER,3.269870650815857e-05,Clim0
GMP-REDUCT-MONOMER,1.9380058730636505e-05,Clim0
GMP-SYN-MONOMER,3.245071070037197e-05,Clim0
GNTT-MONOMER,1.918374793977486e-05,Clim0
GPH-MONOMER,3.465042894220882e-05,Clim0
GPMA-MONOMER,1.8629983888618643e-05,Clim0
GPT-MONOMER,3.4702472241911755e-05,Clim0
GRXB-MONOMER,3.455714331239133e-05,Clim0
GRXC-MONOMER,3.682643611518145e-05,Clim0
GSAAMINOTRANS-MONOMER,1.6983906217777742e-05,Clim0
GSP-MONOMER,3.725396004299394e-05,Clim0
GST-MONOMER,3.38384680999778e-05,Clim0
GTP-CYCLOHYDRO-I-MONOMER,5.5594095328837445e-05,Clim0
GTP-CYCLOHYDRO-II-MONOMER,3.776545606189088e-05,Clim0
GUANYL-KIN-MONOMER,2.1706976718024088e-05,Clim0
H2NEOPTERINALDOL-MONOMER,1.6335482196454215e-05,Clim0
H2NTPEPIM-MONOMER,4.0336777267222144e-05,Clim0
H2PTEROATESYNTH-MONOMER,1.6045073624072808e-05,Clim0
HEMN-MONOMER,4.550001185243175e-05,Clim0
HEMX-MONOMER,3.217953484493711e-05,Clim0
HISJ-MONOMER,1.6045073624072808e-05,Clim0
HISM-MONOMER,3.371994456897963e-05,Clim0
HISP-MONOMER,1.7114745199010994e-05,Clim0
HISQ-MONOMER,3.423963547519983e-05,Clim0
HISS-MONOMER,1.838976919664505e-05,Clim0
HISTCYCLOPRATPPHOS,1.6045073624072808e-05,Clim0
HISTDEHYD-MONOMER,3.225140426949308e-05,Clim0
HISTPHOSTRANS-MONOMER,3.57882683064821e-05,Clim0
HMP-KIN-MONOMER,3.737448401595736e-05,Clim0
HMP-P-KIN-MONOMER,3.232359543741584e-05,Clim0
HOLO-ACP-SYNTH-MONOMER,1.6045073624072808e-05,Clim0
HOMOCYSMET-MONOMER,4.562580177461461e-05,Clim0
HOMOCYSMETB12-MONOMER,3.811432863521089e-05,Clim0
HOMOSERKIN-MONOMER,3.422949039802199e-05,Clim0
HYBC-MONOMER,4.40596987388727e-05,Clim0
HYDG-MONOMER,4.8806307601742383e-05,Clim0
HYDROPEROXIDI-MONOMER,3.29129715365596e-05,Clim0
HYDROPEROXIDII-MONOMER,3.341756728184096e-05,Clim0
HYPOXANPRIBOSYLTRAN-MONOMER,4.0252449509869065e-05,Clim0
ICITDEHASE-KIN-PHOSPHA,1.8022547596462435e-05,Clim0
ILES-MONOMER,1.7054108369253647e-05,Clim0
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,1.843378491994961e-05,Clim0
IMP-DEHYDROG-MONOMER,3.3446592383707074e-05,Clim0
INORGPYROPHOSPHAT-MONOMER,3.362180736127014e-05,Clim0
IPPISOM-MONOMER,2.148494143450329e-05,Clim0
ISOCIT-LYASE-MONOMER,4.0252449509869065e-05,Clim0
ISOCITDEH-SUBUNIT,3.448493435621618e-05,Clim0
KDGALDOL-MONOMER,3.758117439600658e-05,Clim0
KDO-8PSYNTH-MONOMER,1.873877211570547e-05,Clim0
KDOTRANS-MONOMER,1.82474380182158e-05,Clim0
KDPD-MONOMER,1.6045073624072808e-05,Clim0
KDPE-MONOMER,3.597774216547001e-05,Clim0
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,2.097014523385809e-05,Clim0
KDUD-MONOMER,4.641403378598803e-05,Clim0
KEFB-MONOMER,1.6045073624072808e-05,Clim0
KEFC-MONOMER,1.6045073624072808e-05,Clim0
