gene_name	cistron_name	monomer_name	prob_monomer_expressed
EG11309	EG11309_RNA	EG11309-MONOMER[c]	0.9102564102564102
EG11310	EG11310_RNA	EG11310-MONOMER[i]	0.2512820512820513
EG11311	EG11311_RNA	EG11311-MONOMER[c]	1.0
EG11312	EG11312_RNA	EG11312-MONOMER[c]	0.18205128205128204
EG11315	EG11315_RNA	EG11315-MONOMER[c]	0.9974358974358974
EG11320	EG11320_RNA	EG11320-MONOMER[c]	1.0
EG11323	EG11323_RNA	EG11323-MONOMER[c]	1.0
EG11333	EG11333_RNA	EG11333-MONOMER[c]	1.0
EG11334	EG11334_RNA	EG11334-MONOMER[c]	0.5948717948717949
EG11336	EG11336_RNA	EG11336-MONOMER[p]	0.7
EG11338	EG11338_RNA	EG11338-MONOMER[c]	1.0
EG11339	EG11339_RNA	EG11339-MONOMER[i]	1.0
EG11340	EG11340_RNA	EG11340-MONOMER[c]	1.0
EG11341	EG11341_RNA	EG11341-MONOMER[c]	1.0
EG11342	EG11342_RNA	EG11342-MONOMER[i]	1.0
EG11344	EG11344_RNA	EG11344-MONOMER[c]	1.0
EG11345	EG11345_RNA	EG11345-MONOMER[i]	1.0
EG11346	EG11346_RNA	EG11346-MONOMER[p]	1.0
EG11350	EG11350_RNA	EG11350-MONOMER[i]	1.0
EG11351	EG11351_RNA	EG11351-MONOMER[c]	0.9974358974358974
EG11352	EG11352_RNA	EG11352-MONOMER[c]	0.9974358974358974
EG11353	EG11353_RNA	EG11353-MONOMER[i]	1.0
EG11354	EG11354_RNA	EG11354-MONOMER[i]	1.0
EG11355	EG11355_RNA	EG11355-MONOMER[c]	1.0
EG11356	EG11356_RNA	EG11356-MONOMER[c]	1.0
EG11357	EG11357_RNA	EG11357-MONOMER[c]	0.8051282051282052
EG11359	EG11359_RNA	EG11359-MONOMER[i]	0.2717948717948718
EG11360	EG11360_RNA	EG11360-MONOMER[c]	1.0
EG11361	EG11361_RNA	EG11361-MONOMER[i]	1.0
EG11362	EG11362_RNA	EG11362-MONOMER[c]	1.0
EG11364	EG11364_RNA	EG11364-MONOMER[o]	0.5282051282051282
EG11371	EG11371_RNA	EG11371-MONOMER[i]	1.0
EG11372	EG11372_RNA	EG11372-MONOMER[c]	1.0
EG11373	EG11373_RNA	EG11373-MONOMER[o]	0.7512820512820513
EG11376	EG11376_RNA	EG11376-MONOMER[p]	1.0
EG11378	EG11378_RNA	EG11378-MONOMER[c]	1.0
EG11381	EG11381_RNA	EG11381-MONOMER[c]	1.0
EG11383	EG11383_RNA	EG11383-MONOMER[c]	1.0
EG11384	EG11384_RNA	EG11384-MONOMER[c]	1.0
EG11385	EG11385_RNA	EG11385-MONOMER[c]	1.0
EG11388	EG11388_RNA	EG11388-MONOMER[c]	1.0
EG11389	EG11389_RNA	EG11389-MONOMER[c]	1.0
EG11390	EG11390_RNA	EG11390-MONOMER[m]	1.0
EG11391	EG11391_RNA	EG11391-MONOMER[p]	1.0
EG11394	EG11394_RNA	EG11394-MONOMER[c]	1.0
EG11395	EG11395_RNA	EG11395-MONOMER[i]	1.0
EG11396	EG11396_RNA	EG11396-MONOMER[c]	1.0
EG11398	EG11398_RNA	EG11398-MONOMER[p]	0.8923076923076924
EG11399	EG11399_RNA	EG11399-MONOMER[p]	0.8948717948717949
EG11400	EG11400_RNA	EG11400-MONOMER[i]	0.9128205128205128
EG11401	EG11401_RNA	EG11401-MONOMER[c]	1.0
EG11404	EG11404_RNA	EG11404-MONOMER[c]	1.0
EG11410	EG11410_RNA	EG11410-MONOMER[c]	1.0
EG11412	EG11412_RNA	EG11412-MONOMER[c]	1.0
EG11413	EG11413_RNA	EG11413-MONOMER[c]	1.0
EG11414	EG11414_RNA	EG11414-MONOMER[c]	1.0
EG11415	EG11415_RNA	EG11415-MONOMER[m]	1.0
EG11422	EG11422_RNA	EG11422-MONOMER[i]	1.0
EG11423	EG11423_RNA	EG11423-MONOMER[c]	0.9871794871794872
EG11424	EG11424_RNA	EG11424-MONOMER[i]	1.0
EG11425	EG11425_RNA	EG11425-MONOMER[i]	0.9871794871794872
EG11426	EG11426_RNA	EG11426-MONOMER[i]	0.9871794871794872
EG11429	EG11429_RNA	EG11429-MONOMER[c]	0.9794871794871794
EG11430	EG11430_RNA	EG11430-MONOMER[c]	1.0
EG11431	EG11431_RNA	EG11431-MONOMER[c]	1.0
EG11432	EG11432_RNA	EG11432-MONOMER[c]	1.0
EG11433	EG11433_RNA	EG11433-MONOMER[c]	1.0
EG11436	EG11436_RNA	EG11436-MONOMER[c]	0.9769230769230769
EG11437	EG11437_RNA	EG11437-MONOMER[c]	1.0
EG11438	EG11438_RNA	EG11438-MONOMER[c]	1.0
EG11440	EG11440_RNA	EG11440-MONOMER[c]	1.0
EG11441	EG11441_RNA	EG11441-MONOMER[c]	1.0
EG11445	EG11445_RNA	EG11445-MONOMER[i]	0.5282051282051282
EG11447	EG11447_RNA	EG11447-MONOMER[c]	1.0
EG11449	EG11449_RNA	EG11449-MONOMER[c]	0.9692307692307692
EG11450	EG11450_RNA	EG11450-MONOMER[c]	1.0
EG11462	EG11462_RNA	EG11462-MONOMER[m]	0.5487179487179488
EG11464	EG11464_RNA	EG11464-MONOMER[i]	0.3974358974358974
EG11465	EG11465_RNA	EG11465-MONOMER[i]	0.46153846153846156
EG11466	EG11466_RNA	EG11466-MONOMER[m]	1.0
EG11467	EG11467_RNA	EG11467-MONOMER[c]	1.0
EG11470	EG11470_RNA	EG11470-MONOMER[c]	1.0
EG11471	EG11471_RNA	EG11471-MONOMER[i]	1.0
EG11472	EG11472_RNA	EG11472-MONOMER[i]	0.9102564102564102
EG11474	EG11474_RNA	EG11474-MONOMER[c]	1.0
EG11479	EG11479_RNA	EG11479-MONOMER[m]	1.0
EG11481	EG11481_RNA	EG11481-MONOMER[c]	0.982051282051282
EG11484	EG11484_RNA	EG11484-MONOMER[c]	1.0
EG11486	EG11486_RNA	EG11486-MONOMER[i]	0.9897435897435898
EG11488	EG11488_RNA	EG11488-MONOMER[o]	0.9538461538461539
EG11489	EG11489_RNA	EG11489-MONOMER[e]	0.9897435897435898
EG11494	EG11494_RNA	EG11494-MONOMER[i]	1.0
EG11495	EG11495_RNA	EG11495-MONOMER[i]	0.9307692307692308
EG11497	EG11497_RNA	EG11497-MONOMER[c]	1.0
EG11498	EG11498_RNA	EG11498-MONOMER[c]	0.823076923076923
EG11499	EG11499_RNA	EG11499-MONOMER[i]	0.9948717948717949
EG11500	EG11500_RNA	EG11500-MONOMER[c]	1.0
EG11503	EG11503_RNA	EG11503-MONOMER[c]	1.0
EG11505	EG11505_RNA	EG11505-MONOMER[c]	1.0
EG11506	EG11506_RNA	EG11506-MONOMER[m]	1.0
EG11507	EG11507_RNA	EG11507-MONOMER[c]	0.9974358974358974
EG11508	EG11508_RNA	EG11508-MONOMER[c]	1.0
EG11509	EG11509_RNA	EG11509-MONOMER[m]	0.38974358974358975
EG11511	EG11511_RNA	EG11511-MONOMER[c]	1.0
EG11512	EG11512_RNA	EG11512-MONOMER[i]	1.0
EG11514	EG11514_RNA	EG11514-MONOMER[p]	0.9025641025641026
EG11515	EG11515_RNA	EG11515-MONOMER[c]	0.6230769230769231
EG11516	EG11516_RNA	EG11516-MONOMER[c]	0.9641025641025641
EG11517	EG11517_RNA	EG11517-MONOMER[c]	1.0
EG11519	EG11519_RNA	EG11519-MONOMER[c]	1.0
EG11520	EG11520_RNA	EG11520-MONOMER[i]	0.3564102564102564
EG11521	EG11521_RNA	EG11521-MONOMER[i]	1.0
EG11522	EG11522_RNA	EG11522-MONOMER[i]	0.4641025641025641
EG11523	EG11523_RNA	EG11523-MONOMER[c]	0.4205128205128205
EG11524	EG11524_RNA	EG11524-MONOMER[c]	0.14358974358974358
EG11525	EG11525_RNA	EG11525-MONOMER[c]	0.28717948717948716
EG11526	EG11526_RNA	EG11526-MONOMER[c]	0.07179487179487179
EG11529	EG11529_RNA	EG11529-MONOMER[i]	1.0
EG11533	EG11533_RNA	EG11533-MONOMER[i]	1.0
EG11534	EG11534_RNA	EG11534-MONOMER[c]	0.7384615384615385
EG11535	EG11535_RNA	EG11535-MONOMER[c]	0.6846153846153846
EG11536	EG11536_RNA	EG11536-MONOMER[i]	0.9564102564102565
EG11537	EG11537_RNA	EG11537-MONOMER[c]	1.0
EG11538	EG11538_RNA	EG11538-MONOMER[c]	1.0
EG11544	EG11544_RNA	EG11544-MONOMER[c]	0.4
EG11545	EG11545_RNA	EG11545-MONOMER[e]	1.0
EG11547	EG11547_RNA	EG11547-MONOMER[c]	1.0
EG11548	EG11548_RNA	EG11548-MONOMER[i]	0.9769230769230769
EG11549	EG11549_RNA	EG11549-MONOMER[c]	1.0
EG11551	EG11551_RNA	EG11551-MONOMER[c]	0.6128205128205129
EG11552	EG11552_RNA	EG11552-MONOMER[c]	0.6512820512820513
EG11554	EG11554_RNA	EG11554-MONOMER[c]	1.0
EG11562	EG11562_RNA	EG11562-MONOMER[p]	0.4666666666666667
EG11563	EG11563_RNA	EG11563-MONOMER[c]	0.4564102564102564
EG11564	EG11564_RNA	EG11564-MONOMER[c]	0.46153846153846156
EG11565	EG11565_RNA	EG11565-MONOMER[c]	0.44871794871794873
EG11568	EG11568_RNA	EG11568-MONOMER[i]	0.9435897435897436
EG11569	EG11569_RNA	EG11569-MONOMER[o]	1.0
EG11570	EG11570_RNA	EG11570-MONOMER[i]	1.0
EG11571	EG11571_RNA	EG11571-MONOMER[i]	0.9692307692307692
EG11578	EG11578_RNA	EG11578-MONOMER[c]	1.0
EG11579	EG11579_RNA	EG11579-MONOMER[c]	0.9666666666666667
EG11580	EG11580_RNA	EG11580-MONOMER[c]	0.9717948717948718
EG11581	EG11581_RNA	EG11581-MONOMER[c]	1.0
EG11591	EG11591_RNA	EG11591-MONOMER[c]	1.0
EG11592	EG11592_RNA	EG11592-MONOMER[c]	1.0
EG11594	EG11594_RNA	EG11594-MONOMER[c]	0.7435897435897436
EG11595	EG11595_RNA	EG11595-MONOMER[c]	1.0
EG11597	EG11597_RNA	EG11597-MONOMER[c]	1.0
EG11598	EG11598_RNA	EG11598-MONOMER[c]	1.0
EG11599	EG11599_RNA	EG11599-MONOMER[p]	1.0
EG11600	EG11600_RNA	EG11600-MONOMER[c]	1.0
EG11601	EG11601_RNA	EG11601-MONOMER[c]	1.0
EG11603	EG11603_RNA	EG11603-MONOMER[c]	1.0
EG11604	EG11604_RNA	EG11604-MONOMER[c]	0.9666666666666667
EG11605	EG11605_RNA	EG11605-MONOMER[c]	1.0
EG11607	EG11607_RNA	EG11607-MONOMER[c]	1.0
EG11613	EG11613_RNA	EG11613-MONOMER[i]	0.8358974358974359
EG11619	EG11619_RNA	EG11619-MONOMER[c]	1.0
EG11620	EG11620_RNA	EG11620-MONOMER[c]	1.0
EG11634	EG11634_RNA	EG11634-MONOMER[c]	0.5153846153846153
EG11635	EG11635_RNA	EG11635-MONOMER[c]	0.24615384615384617
EG11637	EG11637_RNA	EG11637-MONOMER[m]	1.0
EG11639	EG11639_RNA	EG11639-MONOMER[i]	1.0
EG11643	EG11643_RNA	EG11643-MONOMER[i]	0.9153846153846154
EG11644	EG11644_RNA	EG11644-MONOMER[p]	0.8871794871794871
EG11645	EG11645_RNA	EG11645-MONOMER[c]	0.9461538461538461
EG11646	EG11646_RNA	EG11646-MONOMER[c]	0.2358974358974359
EG11649	EG11649_RNA	EG11649-MONOMER[c]	0.9948717948717949
EG11650	EG11650_RNA	EG11650-MONOMER[c]	1.0
EG11651	EG11651_RNA	EG11651-MONOMER[c]	0.9974358974358974
EG11652	EG11652_RNA	EG11652-MONOMER[p]	1.0
EG11653	EG11653_RNA	EG11653-MONOMER[c]	1.0
EG11656	EG11656_RNA	EG11656-MONOMER[c]	1.0
EG11659	EG11659_RNA	EG11659-MONOMER[i]	1.0
EG11660	EG11660_RNA	EG11660-MONOMER[i]	1.0
EG11661	EG11661_RNA	EG11661-MONOMER[c]	1.0
EG11662	EG11662_RNA	EG11662-MONOMER[c]	0.7282051282051282
EG11663	EG11663_RNA	EG11663-MONOMER[c]	1.0
EG11664	EG11664_RNA	EG11664-MONOMER[c]	0.9435897435897436
EG11665	EG11665_RNA	EG11665-MONOMER[i]	1.0
EG11666	EG11666_RNA	EG11666-MONOMER[c]	1.0
EG11671	EG11671_RNA	EG11671-MONOMER[i]	0.9717948717948718
EG11674	EG11674_RNA	EG11674-MONOMER[i]	1.0
EG11676	EG11676_RNA	EG11676-MONOMER[c]	1.0
EG11678	EG11678_RNA	EG11678-MONOMER[l]	0.4205128205128205
EG11681	EG11681_RNA	EG11681-MONOMER[c]	1.0
EG11682	EG11682_RNA	EG11682-MONOMER[c]	1.0
EG11683	EG11683_RNA	EG11683-MONOMER[i]	0.7128205128205128
EG11684	EG11684_RNA	EG11684-MONOMER[i]	0.9692307692307692
EG11685	EG11685_RNA	EG11685-MONOMER[c]	0.4666666666666667
EG11688	EG11688_RNA	EG11688-MONOMER[i]	1.0
EG11690	EG11690_RNA	EG11690-MONOMER[m]	1.0
EG11691	EG11691_RNA	EG11691-MONOMER[i]	0.20512820512820512
EG11692	EG11692_RNA	EG11692-MONOMER[c]	0.8743589743589744
EG11694	EG11694_RNA	EG11694-MONOMER[c]	0.9153846153846154
EG11695	EG11695_RNA	EG11695-MONOMER[i]	0.9307692307692308
EG11696	EG11696_RNA	EG11696-MONOMER[i]	0.9179487179487179
EG11697	EG11697_RNA	EG11697-MONOMER[i]	0.9538461538461539
EG11702	EG11702_RNA	EG11702-MONOMER[c]	1.0
EG11703	EG11703_RNA	EG11703-MONOMER[p]	1.0
EG11705	EG11705_RNA	EG11705-MONOMER[c]	0.2512820512820513
EG11707	EG11707_RNA	EG11707-MONOMER[i]	0.5461538461538461
EG11711	EG11711_RNA	EG11711-MONOMER[c]	0.47435897435897434
EG11712	EG11712_RNA	EG11712-MONOMER[o]	1.0
EG11713	EG11713_RNA	EG11713-MONOMER[c]	1.0
EG11714	EG11714_RNA	EG11714-MONOMER[p]	0.5153846153846153
EG11719	EG11719_RNA	EG11719-MONOMER[m]	0.7846153846153846
EG11721	EG11721_RNA	EG11721-MONOMER[c]	0.8923076923076924
EG11722	EG11722_RNA	EG11722-MONOMER[c]	1.0
EG11723	EG11723_RNA	EG11723-MONOMER[c]	1.0
EG11724	EG11724_RNA	EG11724-MONOMER[i]	1.0
EG11725	EG11725_RNA	EG11725-MONOMER[c]	1.0
EG11726	EG11726_RNA	EG11726-MONOMER[i]	0.9948717948717949
EG11727	EG11727_RNA	EG11727-MONOMER[c]	0.9512820512820512
EG11728	EG11728_RNA	EG11728-MONOMER[c]	0.5282051282051282
EG11729	EG11729_RNA	EG11729-MONOMER[c]	0.4897435897435897
EG11730	EG11730_RNA	EG11730-MONOMER[c]	0.9846153846153847
EG11731	EG11731_RNA	EG11731-MONOMER[c]	0.982051282051282
EG11733	EG11733_RNA	EG11733-MONOMER[c]	1.0
EG11734	EG11734_RNA	EG11734-MONOMER[c]	1.0
EG11735	EG11735_RNA	EG11735-MONOMER[c]	1.0
EG11736	EG11736_RNA	EG11736-MONOMER[c]	1.0
EG11738	EG11738_RNA	EG11738-MONOMER[c]	0.9846153846153847
EG11739	EG11739_RNA	EG11739-MONOMER[i]	0.4948717948717949
EG11740	EG11740_RNA	EG11740-MONOMER[o]	0.6666666666666666
EG11741	EG11741_RNA	EG11741-MONOMER[c]	0.26666666666666666
EG11743	EG11743_RNA	EG11743-MONOMER[o]	1.0
EG11744	EG11744_RNA	EG11744-MONOMER[c]	1.0
EG11748	EG11748_RNA	EG11748-MONOMER[c]	0.7410256410256411
EG11749	EG11749_RNA	EG11749-MONOMER[c]	0.958974358974359
EG11750	EG11750_RNA	EG11750-MONOMER[c]	0.8692307692307693
EG11757	EG11757_RNA	EG11757-MONOMER[c]	1.0
EG11758	EG11758_RNA	EG11758-MONOMER[c]	1.0
EG11759	EG11759_RNA	EG11759-MONOMER[c]	1.0
EG11760	EG11760_RNA	EG11760-MONOMER[c]	0.43333333333333335
EG11761	EG11761_RNA	EG11761-MONOMER[c]	1.0
EG11762	EG11762_RNA	EG11762-MONOMER[c]	1.0
EG11763	EG11763_RNA	EG11763-MONOMER[c]	0.47692307692307695
EG11764	EG11764_RNA	EG11764-MONOMER[i]	0.6794871794871795
EG11765	EG11765_RNA	EG11765-MONOMER[i]	0.6666666666666666
EG11768	EG11768_RNA	EG11768-MONOMER[c]	0.823076923076923
EG11769	EG11769_RNA	EG11769-MONOMER[m]	0.7666666666666667
EG11775	EG11775_RNA	EG11775-MONOMER[c]	0.8743589743589744
EG11776	EG11776_RNA	EG11776-MONOMER[c]	1.0
EG11779	EG11779_RNA	EG11779-MONOMER[c]	1.0
EG11782	EG11782_RNA	EG11782-MONOMER[c]	1.0
EG11783	EG11783_RNA	EG11783-MONOMER[c]	1.0
EG11784	EG11784_RNA	EG11784-MONOMER[c]	1.0
EG11785	EG11785_RNA	EG11785-MONOMER[c]	0.9641025641025641
EG11786	EG11786_RNA	EG11786-MONOMER[c]	1.0
EG11790	EG11790_RNA	EG11790-MONOMER[c]	0.24871794871794872
EG11793	EG11793_RNA	EG11793-MONOMER[i]	1.0
EG11794	EG11794_RNA	EG11794-MONOMER[c]	1.0
EG11796	EG11796_RNA	EG11796-MONOMER[c]	0.6743589743589744
EG11798	EG11798_RNA	EG11798-MONOMER[i]	0.7205128205128205
EG11800	EG11800_RNA	EG11800-MONOMER[i]	0.9487179487179487
EG11802	EG11802_RNA	EG11802-MONOMER[c]	0.8794871794871795
EG11803	EG11803_RNA	EG11803-MONOMER[c]	0.9179487179487179
EG11804	EG11804_RNA	EG11804-MONOMER[c]	0.9666666666666667
EG11805	EG11805_RNA	EG11805-MONOMER[c]	0.958974358974359
EG11806	EG11806_RNA	EG11806-MONOMER[i]	0.9923076923076923
EG11807	EG11807_RNA	EG11807-MONOMER[p]	1.0
EG11808	EG11808_RNA	EG11808-MONOMER[c]	1.0
EG11811	EG11811_RNA	EG11811-MONOMER[c]	0.1794871794871795
EG11812	EG11812_RNA	EG11812-MONOMER[c]	0.18717948717948718
EG11815	EG11815_RNA	EG11815-MONOMER[p]	0.5871794871794872
EG11816	EG11816_RNA	EG11816-MONOMER[c]	1.0
EG11817	EG11817_RNA	EG11817-MONOMER[c]	1.0
EG11820	EG11820_RNA	EG11820-MONOMER[e]	1.0
EG11822	EG11822_RNA	EG11822-MONOMER[c]	1.0
EG11824	EG11824_RNA	EG11824-MONOMER[i]	1.0
EG11825	EG11825_RNA	EG11825-MONOMER[c]	1.0
EG11826	EG11826_RNA	EG11826-MONOMER[m]	0.7846153846153846
EG11828	EG11828_RNA	EG11828-MONOMER[c]	0.9769230769230769
EG11829	EG11829_RNA	EG11829-MONOMER[c]	0.982051282051282
EG11830	EG11830_RNA	EG11830-MONOMER[c]	1.0
EG11831	EG11831_RNA	EG11831-MONOMER[c]	1.0
EG11832	EG11832_RNA	EG11832-MONOMER[i]	0.4153846153846154
EG11833	EG11833_RNA	EG11833-MONOMER[i]	1.0
EG11835	EG11835_RNA	EG11835-MONOMER[c]	1.0
EG11837	EG11837_RNA	EG11837-MONOMER[c]	1.0
EG11838	EG11838_RNA	EG11838-MONOMER[c]	0.7923076923076923
EG11839	EG11839_RNA	EG11839-MONOMER[c]	0.8153846153846154
EG11843	EG11843_RNA	EG11843-MONOMER[c]	0.13076923076923078
EG11844	EG11844_RNA	EG11844-MONOMER[c]	0.4076923076923077
EG11845	EG11845_RNA	EG11845-MONOMER[c]	0.4564102564102564
EG11846	EG11846_RNA	EG11846-MONOMER[p]	0.6128205128205129
EG11847	EG11847_RNA	EG11847-MONOMER[c]	0.5820512820512821
EG11848	EG11848_RNA	EG11848-MONOMER[c]	0.5769230769230769
EG11849	EG11849_RNA	EG11849-MONOMER[c]	1.0
EG11850	EG11850_RNA	EG11850-MONOMER[c]	1.0
EG11851	EG11851_RNA	EG11851-MONOMER[i]	1.0
EG11852	EG11852_RNA	EG11852-MONOMER[c]	1.0
EG11853	EG11853_RNA	EG11853-MONOMER[c]	1.0
EG11854	EG11854_RNA	EG11854-MONOMER[c]	0.10256410256410256
EG11855	EG11855_RNA	EG11855-MONOMER[c]	0.6333333333333333
EG11859	EG11859_RNA	EG11859-MONOMER[c]	1.0
EG11860	EG11860_RNA	EG11860-MONOMER[c]	0.2717948717948718
EG11861	EG11861_RNA	EG11861-MONOMER[i]	0.2846153846153846
EG11862	EG11862_RNA	EG11862-MONOMER[c]	0.28205128205128205
EG11865	EG11865_RNA	EG11865-MONOMER[c]	0.4512820512820513
EG11870	EG11870_RNA	EG11870-MONOMER[c]	1.0
EG11874	EG11874_RNA	EG11874-MONOMER[c]	1.0
EG11875	EG11875_RNA	EG11875-MONOMER[i]	1.0
EG11876	EG11876_RNA	EG11876-MONOMER[c]	1.0
EG11877	EG11877_RNA	EG11877-MONOMER[c]	1.0
EG11878	EG11878_RNA	EG11878-MONOMER[c]	1.0
EG11879	EG11879_RNA	EG11879-MONOMER[c]	1.0
EG11881	EG11881_RNA	EG11881-MONOMER[c]	1.0
EG11882	EG11882_RNA	EG11882-MONOMER[c]	0.9512820512820512
EG11884	EG11884_RNA	EG11884-MONOMER[c]	1.0
EG11885	EG11885_RNA	EG11885-MONOMER[p]	1.0
EG11886	EG11886_RNA	EG11886-MONOMER[i]	1.0
EG11888	EG11888_RNA	EG11888-MONOMER[c]	1.0
EG11889	EG11889_RNA	EG11889-MONOMER[c]	0.34615384615384615
EG11890	EG11890_RNA	EG11890-MONOMER[m]	0.34615384615384615
EG11891	EG11891_RNA	EG11891-MONOMER[i]	0.958974358974359
EG11892	EG11892_RNA	EG11892-MONOMER[c]	0.9564102564102565
EG11894	EG11894_RNA	EG11894-MONOMER[c]	1.0
EG11895	EG11895_RNA	EG11895-MONOMER[i]	0.9974358974358974
EG11899	EG11899_RNA	EG11899-MONOMER[c]	0.6102564102564103
EG11900	EG11900_RNA	EG11900-MONOMER[c]	0.5846153846153846
EG11901	EG11901_RNA	EG11901-MONOMER[c]	0.5666666666666667
EG11902	EG11902_RNA	EG11902-MONOMER[m]	0.7333333333333333
EG11903	EG11903_RNA	EG11903-MONOMER[c]	0.2948717948717949
EG11905	EG11905_RNA	EG11905-MONOMER[c]	0.3871794871794872
EG11906	EG11906_RNA	EG11906-MONOMER[c]	0.5128205128205128
EG11910	EG11910_RNA	EG11910-MONOMER[c]	0.39487179487179486
EG11911	EG11911_RNA	EG11911-MONOMER[c]	0.3974358974358974
EG11912	EG11912_RNA	EG11912-MONOMER[c]	0.4846153846153846
EG11913	EG11913_RNA	EG11913-MONOMER[c]	0.9641025641025641
EG11914	EG11914_RNA	EG11914-MONOMER[i]	1.0
EG11915	EG11915_RNA	EG11915-MONOMER[c]	1.0
EG11916	EG11916_RNA	EG11916-MONOMER[c]	1.0
EG11917	EG11917_RNA	EG11917-MONOMER[c]	1.0
EG11918	EG11918_RNA	EG11918-MONOMER[p]	0.48205128205128206
EG11919	EG11919_RNA	EG11919-MONOMER[i]	1.0
EG11920	EG11920_RNA	EG11920-MONOMER[c]	0.8871794871794871
EG11921	EG11921_RNA	EG11921-MONOMER[c]	1.0
EG11922	EG11922_RNA	EG11922-MONOMER[c]	1.0
EG11923	EG11923_RNA	EG11923-MONOMER[e]	0.9769230769230769
EG11924	EG11924_RNA	EG11924-MONOMER[i]	0.40512820512820513
EG11925	EG11925_RNA	EG11925-MONOMER[i]	0.3769230769230769
EG11926	EG11926_RNA	EG11926-MONOMER[i]	0.3717948717948718
EG11928	EG11928_RNA	EG11928-MONOMER[c]	1.0
EG11929	EG11929_RNA	EG11929-MONOMER[c]	1.0
EG11930	EG11930_RNA	EG11930-MONOMER[c]	0.07948717948717948
EG11931	EG11931_RNA	EG11931-MONOMER[c]	0.06153846153846154
EG11932	EG11932_RNA	EG11932-MONOMER[c]	1.0
EG11933	EG11933_RNA	EG11933-MONOMER[i]	0.4948717948717949
EG11935	EG11935_RNA	EG11935-MONOMER[c]	1.0
EG11936	EG11936_RNA	EG11936-MONOMER[c]	1.0
EG11937	EG11937_RNA	EG11937-MONOMER[i]	1.0
EG11938	EG11938_RNA	EG11938-MONOMER[i]	0.7794871794871795
EG11939	EG11939_RNA	EG11939-MONOMER[i]	1.0
EG11941	EG11941_RNA	EG11941-MONOMER[c]	0.06153846153846154
EG11948	EG11948_RNA	EG11948-MONOMER[i]	0.40512820512820513
EG11949	EG11949_RNA	EG11949-MONOMER[i]	0.36923076923076925
EG11950	EG11950_RNA	EG11950-MONOMER[i]	0.3923076923076923
EG11951	EG11951_RNA	EG11951-MONOMER[c]	1.0
EG11952	EG11952_RNA	EG11952-MONOMER[m]	0.2948717948717949
EG11954	EG11954_RNA	EG11954-MONOMER[p]	0.3076923076923077
EG11955	EG11955_RNA	EG11955-MONOMER[p]	0.1717948717948718
EG11956	EG11956_RNA	EG11956-MONOMER[c]	0.8256410256410256
EG11957	EG11957_RNA	EG11957-MONOMER[c]	0.9025641025641026
EG11962	EG11962_RNA	EG11962-MONOMER[c]	1.0
EG11964	EG11964_RNA	EG11964-MONOMER[c]	1.0
EG11966	EG11966_RNA	EG11966-MONOMER[c]	0.18974358974358974
EG11967	EG11967_RNA	EG11967-MONOMER[e]	1.0
EG11969	EG11969_RNA	EG11969-MONOMER[c]	0.6435897435897436
EG11970	EG11970_RNA	EG11970-MONOMER[c]	0.4897435897435897
EG11972	EG11972_RNA	EG11972-MONOMER[m]	0.358974358974359
EG11973	EG11973_RNA	EG11973-MONOMER[p]	0.37948717948717947
EG11974	EG11974_RNA	EG11974-MONOMER[l]	1.0
EG11975	EG11975_RNA	EG11975-MONOMER[i]	1.0
EG11976	EG11976_RNA	EG11976-MONOMER[j]	1.0
EG11977	EG11977_RNA	EG11977-MONOMER[i]	1.0
EG11982	EG11982_RNA	EG11982-MONOMER[i]	1.0
EG11983	EG11983_RNA	EG11983-MONOMER[c]	1.0
EG11984	EG11984_RNA	EG11984-MONOMER[c]	1.0
EG11985	EG11985_RNA	EG11985-MONOMER[i]	1.0
EG11987	EG11987_RNA	EG11987-MONOMER[l]	0.11538461538461539
EG11988	EG11988_RNA	EG11988-MONOMER[m]	0.11282051282051282
EG11989	EG11989_RNA	EG11989-MONOMER[p]	0.14358974358974358
EG11990	EG11990_RNA	EG11990-MONOMER[l]	0.14615384615384616
EG11991	EG11991_RNA	EG11991-MONOMER[i]	0.958974358974359
EG11992	EG11992_RNA	EG11992-MONOMER[c]	0.26666666666666666
EG11995	EG11995_RNA	EG11995-MONOMER[i]	0.5051282051282051
EG11998	EG11998_RNA	EG11998-MONOMER[c]	0.2512820512820513
EG11999	EG11999_RNA	EG11999-MONOMER[c]	0.2512820512820513
EG12002	EG12002_RNA	EG12002-MONOMER[c]	0.21794871794871795
EG12003	EG12003_RNA	EG12003-MONOMER[c]	0.24102564102564103
EG12004	EG12004_RNA	EG12004-MONOMER[i]	0.6076923076923076
EG12005	EG12005_RNA	EG12005-MONOMER[c]	1.0
EG12006	EG12006_RNA	EG12006-MONOMER[c]	0.9384615384615385
EG12007	EG12007_RNA	EG12007-MONOMER[i]	0.8512820512820513
EG12008	EG12008_RNA	EG12008-MONOMER[c]	1.0
EG12013	EG12013_RNA	EG12013-MONOMER[p]	1.0
EG12015	EG12015_RNA	EG12015-MONOMER[p]	1.0
EG12016	EG12016_RNA	EG12016-MONOMER[i]	0.8179487179487179
EG12017	EG12017_RNA	EG12017-MONOMER[i]	1.0
EG12019	EG12019_RNA	EG12019-MONOMER[c]	0.9487179487179487
EG12022	EG12022_RNA	EG12022-MONOMER[c]	0.9974358974358974
EG12023	EG12023_RNA	EG12023-MONOMER[m]	0.8051282051282052
EG12024	EG12024_RNA	EG12024-MONOMER[i]	0.8128205128205128
