# Generated by runscripts/reconstruction/polycistronic_rnas/create_tu_files.py on Fri Feb  5 17:21:03 2021 
"id"	"type"	"modified_forms"	"gene_set"	"monomer_set"
"EG10665_EG10505_RNA"	"mRNA"	[]	["EG10665", "EG10505"]	["EG10665-MONOMER", "EG10505-MONOMER"]
"G7413_EG12450_RNA"	"mRNA"	[]	["G7413", "EG12450"]	["G7413-MONOMER", "EG12450-MONOMER"]
"EG12197_EG12144_RNA"	"mRNA"	[]	["EG12197", "EG12144"]	["EG12197-MONOMER", "PHOSPHOGLUCMUT-MONOMER"]
"G7447_G7446_G7445_RNA"	"mRNA"	[]	["G7447", "G7446", "G7445"]	["B2789-MONOMER", "G7446-MONOMER", "GLUCARDEHYDRA-MONOMER"]
"EG13235_EG13236_RNA"	"mRNA"	[]	["EG13235", "EG13236"]	["HRSA-MONOMER", "EG13236-MONOMER"]
"G7821_EG12458_EG11959_EG11958_EG11957_RNA"	"mRNA"	[]	["G7821", "EG12458", "EG11959", "EG11958", "EG11957"]	["G7821-MONOMER", "YJCX-MONOMER", "YJCW-MONOMER", "YJCV-MONOMER", "EG11957-MONOMER"]
"EG10675_EG10676_EG10677_EG10678_RNA"	"mRNA"	[]	["EG10675", "EG10676", "EG10677", "EG10678"]	["OPPB-MONOMER", "OPPC-MONOMER", "OPPD-MONOMER", "OPPF-MONOMER"]
"EG10823_EG12080_RNA"	"mRNA"	[]	["EG10823", "EG12080"]	["EG10823-MONOMER", "EG12080-MONOMER"]
"EG10362_EG10366_EG10363_EG11698_RNA"	"mRNA"	[]	["EG10362", "EG10366", "EG10363", "EG11698"]	["UDPGLUCEPIM-MONOMER", "GALACTURIDYLYLTRANS-MONOMER", "GALACTOKIN-MONOMER", "ALDOSE1EPIM-MONOMER"]
"EG10006_EG10357_RNA"	"mRNA"	[]	["EG10006", "EG10357"]	["DCUB-MONOMER", "FUMB-MONOMER"]
"G7018_EG12368_RNA"	"mRNA"	[]	["G7018", "EG12368"]	["ZNUC-MONOMER", "ZNUB-MONOMER"]
"G7893_G7892_EG12539_G7891_RNA"	"mRNA"	[]	["G7893", "G7892", "EG12539", "G7891"]	["IDONDEHYD-MONOMER", "GLUCONREDUCT-MONOMER", "YJGT-MONOMER", "G7891-MONOMER"]
"EG10527_EG10526_EG10524_RNA"	"mRNA"	[]	["EG10527", "EG10526", "EG10524"]	["BETAGALACTOSID-MONOMER", "LACY-MONOMER", "GALACTOACETYLTRAN-MONOMER"]
"EG11417_G812_RNA"	"mRNA"	[]	["EG11417", "G812"]	["RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER", "RNTRACTIV-MONOMER"]
"EG10116_EG10115_EG10114_RNA"	"mRNA"	[]	["EG10116", "EG10115", "EG10114"]	["EG10116-MONOMER", "BGLF-MONOMER", "EG10114-MONOMER"]
"EG12630_EG12629_EG12631_RNA"	"mRNA"	[]	["EG12630", "EG12629", "EG12631"]	["PD03585", "GLUCONOKINII-MONOMER", "GNTU-MONOMER"]
"EG10367_G6966_RNA"	"mRNA"	[]	["EG10367", "G6966"]	["GAPDH-A-MONOMER", "G6966-MONOMER"]
"G7747_G7748_RNA"	"mRNA"	[]	["G7747", "G7748"]	["G7747-MONOMER", "G7748-MONOMER"]
"EG11437_EG10277_EG11317_EG11318_RNA"	"mRNA"	[]	["EG11437", "EG10277", "EG11317", "EG11318"]	["EG11437-MONOMER", "FABH-MONOMER", "MALONYL-COA-ACP-TRANSACYL-MONOMER", "3-OXOACYL-ACP-REDUCT-MONOMER"]
"EG10600_EG10599_RNA"	"mRNA"	[]	["EG10600", "EG10599"]	["EG10600-MONOMER", "EG10599-MONOMER"]
"EG11055_EG11658_G6866_RNA"	"mRNA"	[]	["EG11055", "EG11658", "G6866"]	["BETA-GLUCURONID-MONOMER", "UIDB-MONOMER", "G6866-MONOMER"]
"EG10360_EG11036_RNA"	"mRNA"	[]	["EG10360", "EG11036"]	["EG10360-MONOMER", "EG11036-MONOMER"]
"G7856_EG12494_EG12495_G7858_G7859_G7860_RNA"	"mRNA"	[]	["G7856", "EG12494", "EG12495", "G7858", "G7859", "G7860"]	["SGAT-MONOMER", "YJFT-MONOMER", "YJFU-MONOMER", "G7858-MONOMER", "G7859-MONOMER", "G7860-MONOMER"]
"G0-9461_EG11059_EG10454_EG10216_RNA"	"mRNA"	[]	["G0-9461", "EG11059", "EG10454", "EG10216"]	["ERYTHRON4PDEHYDROG-MONOMER", "EG11059-MONOMER", "EG10454-MONOMER", "EG10216-MONOMER"]
"EG11059_EG10454_EG10216_RNA"	"mRNA"	[]	["EG11059", "EG10454", "EG10216"]	["EG11059-MONOMER", "EG10454-MONOMER", "EG10216-MONOMER"]
"EG10523_EG10047_EG10048_RNA"	"mRNA"	[]	["EG10523", "EG10047", "EG10048"]	["EG10523-MONOMER", "EG10047-MONOMER", "EG10048-MONOMER"]
"EG10691_EG10523_EG10047_EG10048_RNA"	"mRNA"	[]	["EG10691", "EG10523", "EG10047", "EG10048"]	["PDXA-MONOMER", "EG10523-MONOMER", "EG10047-MONOMER", "EG10048-MONOMER"]
"EG10047_EG10048_RNA"	"mRNA"	[]	["EG10047", "EG10048"]	["EG10047-MONOMER", "EG10048-MONOMER"]
"EG10691_EG10523_RNA"	"mRNA"	[]	["EG10691", "EG10523"]	["PDXA-MONOMER", "EG10523-MONOMER"]
"EG12059_EG12058_EG12057_EG12169_EG12055_EG12054_EG12053_EG12052_RNA"	"mRNA"	[]	["EG12059", "EG12058", "EG12057", "EG12169", "EG12055", "EG12054", "EG12053", "EG12052"]	["CCMA-MONOMER", "CCMB-MONOMER", "CCMC-MONOMER", "EG12169-MONOMER", "CCME-MONOMER", "EG12054-MONOMER", "EG12053-MONOMER", "EG12052-MONOMER"]
"G7213_G7212_RNA"	"mRNA"	[]	["G7213", "G7212"]	["G7213-MONOMER", "G7212-MONOMER"]
"G6920_G6921_G6922_G6923_EG12357_RNA"	"mRNA"	[]	["G6920", "G6921", "G6922", "G6923", "EG12357"]	["G6920-MONOMER", "G6921-MONOMER", "G6922-MONOMER", "G6923-MONOMER", "EG12357-MONOMER"]
"G6845_G6846_G6847_G6848_G6849_RNA"	"mRNA"	[]	["G6845", "G6846", "G6847", "G6848", "G6849"]	["G6845-MONOMER", "G6846-MONOMER", "G6847-MONOMER", "G6848-MONOMER", "G6849-MONOMER"]
"EG11312_EG10886_EG10891_EG10329_RNA"	"mRNA"	[]	["EG11312", "EG10886", "EG10891", "EG10329"]	["EG11312-MONOMER", "EG10886-MONOMER", "EG10891-MONOMER", "EG10329-MONOMER"]
"EG10886_EG10891_EG10329_RNA"	"mRNA"	[]	["EG10886", "EG10891", "EG10329"]	["EG10886-MONOMER", "EG10891-MONOMER", "EG10329-MONOMER"]
"EG10627_G7532_G7533_EG10664_RNA"	"mRNA"	[]	["EG10627", "G7532", "G7533", "EG10664"]	["EG10627-MONOMER", "G7532-MONOMER", "G7533-MONOMER", "NUPG-MONOMER"]
"G7532_G7533_EG10664_RNA"	"mRNA"	[]	["G7532", "G7533", "EG10664"]	["G7532-MONOMER", "G7533-MONOMER", "NUPG-MONOMER"]
"EG10627_G7532_RNA"	"mRNA"	[]	["EG10627", "G7532"]	["EG10627-MONOMER", "G7532-MONOMER"]
"EG10627_G7532_G7533_RNA"	"mRNA"	[]	["EG10627", "G7532", "G7533"]	["EG10627-MONOMER", "G7532-MONOMER", "G7533-MONOMER"]
"G7532_G7533_RNA"	"mRNA"	[]	["G7532", "G7533"]	["G7532-MONOMER", "G7533-MONOMER"]
"EG11312_EG10886_EG10891_RNA"	"mRNA"	[]	["EG11312", "EG10886", "EG10891"]	["EG11312-MONOMER", "EG10886-MONOMER", "EG10891-MONOMER"]
"EG10574_EG10575_RNA"	"mRNA"	[]	["EG10574", "EG10575"]	["EG10574-MONOMER", "EG10575-MONOMER"]
"EG11368_EG11532_EG12437_RNA"	"mRNA"	[]	["EG11368", "EG11532", "EG12437"]	["NAPHTHOATE-SYN-MONOMER", "O-SUCCINYLBENZOATE-COA-SYN-MONOMER", "O-SUCCINYLBENZOATE-COA-LIG-MONOMER"]
"EG11047_EG11046_EG11049_EG11048_EG11050_RNA"	"mRNA"	[]	["EG11047", "EG11046", "EG11049", "EG11048", "EG11050"]	["UGPB-MONOMER", "UGPA-MONOMER", "UGPE-MONOMER", "UGPC-MONOMER", "GLYCPDIESTER-CYTO-MONOMER"]
"EG10095_EG11225_RNA"	"mRNA"	[]	["EG10095", "EG11225"]	["ASPARTASE-MONOMER", "DCUA-MONOMER"]
"EG10126_EG11204_RNA"	"mRNA"	[]	["EG10126", "EG11204"]	["EG10126-MONOMER", "GLUTRACE-MONOMER"]
"EG11357_EG11580_RNA"	"mRNA"	[]	["EG11357", "EG11580"]	["EG11357-MONOMER", "EG11580-MONOMER"]
"EG10809_EG11128_RNA"	"mRNA"	[]	["EG10809", "EG11128"]	["OROTPDECARB-MONOMER", "EG11128-MONOMER"]
"EG10872_EG10864_EG10871_EG10873_EG10894_EG10895_RNA"	"mRNA"	[]	["EG10872", "EG10864", "EG10871", "EG10873", "EG10894", "EG10895"]	["EG10872-MONOMER", "EG10864-MONOMER", "EG10871-MONOMER", "EG10873-MONOMER", "RPOB-MONOMER", "RPOC-MONOMER"]
"EG10945_EG11296_RNA"	"mRNA"	[]	["EG10945", "EG11296"]	["PSERPHOSPHA-MONOMER", "EG11296-MONOMER"]
"G7631_G7632_G7633_EG12766_RNA"	"mRNA"	[]	["G7631", "G7632", "G7633", "EG12766"]	["G7631-MONOMER", "G7632-MONOMER", "G7633-MONOMER", "AGAA-MONOMER"]
"G7634_EG12768_EG12769_EG12770_G7635_G7636_RNA"	"mRNA"	[]	["G7634", "EG12768", "EG12769", "EG12770", "G7635", "G7636"]	["G7634-MONOMER", "TAGAALDOL1-MONOMER", "AGAB-MONOMER", "AGAC-MONOMER", "AGAD-MONOMER", "G7636-MONOMER"]
"EG11542_G6269_RNA"	"mRNA"	[]	["EG11542", "G6269"]	["THIOESTERI-MONOMER", "G6269-MONOMER"]
"EG11272_EG10709_EG10710_EG10440_RNA"	"mRNA"	[]	["EG11272", "EG10709", "EG10710", "EG10440"]	["EG11272-MONOMER", "PHES-MONOMER", "PHET-MONOMER", "PD00347"]
"G6479_G6478_G6477_G6476_EG12358_RNA"	"mRNA"	[]	["G6479", "G6478", "G6477", "G6476", "EG12358"]	["MONOMER0-146", "G6478-MONOMER", "MONOMER-162", "YCBM-MONOMER", "YCBE-MONOMER"]
"EG10951_EG11796_RNA"	"mRNA"	[]	["EG10951", "EG11796"]	["EG10951-MONOMER", "EG11796-MONOMER"]
"EG10024_EG10025_RNA"	"mRNA"	[]	["EG10024", "EG10025"]	["E1P-MONOMER", "E2P-MONOMER"]
"EG10099_EG10102_EG10103_EG10105_EG10098_EG10104_EG10101_EG10100_RNA"	"mRNA"	[]	["EG10099", "EG10102", "EG10103", "EG10105", "EG10098", "EG10104", "EG10101", "EG10100"]	["ATPB-MONOMER", "ATPE-MONOMER", "ATPF-MONOMER", "ATPH-MONOMER", "ATPA-MONOMER", "ATPG-MONOMER", "ATPD-MONOMER", "ATPC-MONOMER"]
"EG10220_EG10222_RNA"	"mRNA"	[]	["EG10220", "EG10222"]	["PPENTOMUT-MONOMER", "DEOD-MONOMER"]
"EG10386_EG10388_EG10389_RNA"	"mRNA"	[]	["EG10386", "EG10388", "EG10389"]	["GLNH-MONOMER", "GLNP-MONOMER", "GLNQ-MONOMER"]
"EG10445_EG10450_EG10444_EG10448_EG10451_RNA"	"mRNA"	[]	["EG10445", "EG10450", "EG10444", "EG10448", "EG10451"]	["IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER", "GLUTAMIDOTRANS-MONOMER", "PRIBFAICARPISOM-MONOMER", "CYCLASE-MONOMER", "HISTCYCLOPRATPPHOS"]
"EG11271_EG10707_RNA"	"mRNA"	[]	["EG11271", "EG10707"]	["EG11271-MONOMER", "CHORISMUTPREPHENDEHYDRAT-MONOMER"]
"EG10914_EG10743_RNA"	"mRNA"	[]	["EG10914", "EG10743"]	["EG10914-MONOMER", "EG10743-MONOMER"]
"RUVA_RUVB_RNA"	"mRNA"	[]	["RUVA", "RUVB"]	["EG10923-MONOMER", "EG10924-MONOMER"]
"EG11140_EG11063_RNA"	"mRNA"	[]	["EG11140", "EG11063"]	["EG11140-MONOMER", "EG11063-MONOMER"]
"EG10934_EG10931_EG10932_RNA"	"mRNA"	[]	["EG10934", "EG10931", "EG10932"]	["SDH-MEMB2", "SDH-FLAVO", "SDH-FE-S"]
"G7921_G7920_RNA"	"mRNA"	[]	["G7921", "G7920"]	["G7921-MONOMER", "G7920-MONOMER"]
"EG10500_EG10499_RNA"	"mRNA"	[]	["EG10500", "EG10499"]	["ACETOLACTSYNIII-ICHAIN-MONOMER", "ACETOLACTSYNIII-HCHAIN-MONOMER"]
"EG12374_EG10307_EG10682_RNA"	"mRNA"	[]	["EG12374", "EG10307", "EG10682"]	["EG12374-MONOMER", "EG10307-MONOMER", "PABASYN-COMPII-MONOMER"]
"EG11797_EG12100_RNA"	"mRNA"	[]	["EG11797", "EG12100"]	["TRANSALDOLA-MONOMER", "TRANSKETOII-MONOMER"]
"EG12428_EG10845_RNA"	"mRNA"	[]	["EG12428", "EG10845"]	["EG12428-MONOMER", "EG10845-MONOMER"]
"EG10529_EG10530_RNA"	"mRNA"	[]	["EG10529", "EG10530"]	["EG10529-MONOMER", "EG10530-MONOMER"]
"EG10894_EG10895_RNA"	"mRNA"	[]	["EG10894", "EG10895"]	["RPOB-MONOMER", "RPOC-MONOMER"]
"G6776_EG11508_RNA"	"mRNA"	[]	["G6776", "EG11508"]	["G6776-MONOMER", "EG11508-MONOMER"]
"EG11341_EG11339_EG11340_EG11350_EG11351_EG11352_EG11353_EG11425_EG11426_EG11423_RNA"	"mRNA"	[]	["EG11341", "EG11339", "EG11340", "EG11350", "EG11351", "EG11352", "EG11353", "EG11425", "EG11426", "EG11423"]	["EG11341-MONOMER", "EG11339-MONOMER", "EG11340-MONOMER", "EG11350-MONOMER", "EG11351-MONOMER", "EG11352-MONOMER", "EG11353-MONOMER", "EG11425-MONOMER", "EG11426-MONOMER", "EG11423-MONOMER"]
"M009_M015_G7334_G7335_G7336_RNA"	"mRNA"	[]	["M009", "M015", "G7334", "G7335", "G7336"]	["PHENYLPRODIOXY-MONOMER", "HCAA2-MONOMER", "HCAC-MONOMER", "PHENPRODIOLDEHYDROG-MONOMER", "HCAD-MONOMER"]
"EG11596_EG11666_EG11597_EG11598_RNA"	"mRNA"	[]	["EG11596", "EG11666", "EG11597", "EG11598"]	["MONOMER0-1501", "EG11666-MONOMER", "EG11597-MONOMER", "EG11598-MONOMER"]
"G7699_G7698_EG10077_G7697_RNA"	"mRNA"	[]	["G7699", "G7698", "EG10077", "G7697"]	["G7699-MONOMER", "G7698-MONOMER", "AROE-MONOMER", "G7697-MONOMER"]
"EG11609_EG11610_RNA"	"mRNA"	[]	["EG11609", "EG11610"]	["EVGA-MONOMER", "EVGS-MONOMER"]
"EG11583_G6277_G6278_G6280_G6281_G6282_G6283_RNA"	"mRNA"	[]	["EG11583", "G6277", "G6278", "G6280", "G6281", "G6282", "G6283"]	["GLYOCARBOLIG-MONOMER", "G6277-MONOMER", "G6278-MONOMER", "B0511-MONOMER", "G6281-MONOMER", "G6282-MONOMER", "GLY3KIN-MONOMER"]
"G6286_G6285_G6284_RNA"	"mRNA"	[]	["G6286", "G6285", "G6284"]	["G6286-MONOMER", "G6285-MONOMER", "G6284-MONOMER"]
"EG11634_G6821_G6820_RNA"	"mRNA"	[]	["EG11634", "G6821", "G6820"]	["EG11634-MONOMER", "G6821-MONOMER", "G6820-MONOMER"]
"EG11752_EG11751_RNA"	"mRNA"	[]	["EG11752", "EG11751"]	["TREHALOSEPHOSPHASYN-MONOMER", "TREHALOSE6PSYN-MONOMER"]
"G7122_G7120_RNA"	"mRNA"	[]	["G7122", "G7120"]	["G7122-MONOMER", "G7120-MONOMER"]
"G7238_G7237_G7236_G7235_G7234_RNA"	"mRNA"	[]	["G7238", "G7237", "G7236", "G7235", "G7234"]	["G7238-MONOMER", "G7237-MONOMER", "G7236-MONOMER", "B2372-MONOMER", "G7234-MONOMER"]
"G6864_EG11233_RNA"	"mRNA"	[]	["G6864", "EG11233"]	["RSTA-MONOMER", "RSTB-MONOMER"]
"G6800_G6801_G6802_G6803_G6804_G6805_G6806_RNA"	"mRNA"	[]	["G6800", "G6801", "G6802", "G6803", "G6804", "G6805", "G6806"]	["YDEX-MONOMER", "YDEY-MONOMER", "YDEZ-MONOMER", "YNEA-MONOMER", "G6804-MONOMER", "G6805-MONOMER", "G6806-MONOMER"]
"G7113_G7114_G7115_EG12136_EG11617_EG11618_RNA"	"mRNA"	[]	["G7113", "G7114", "G7115", "EG12136", "EG11617", "EG11618"]	["MDTA", "B2075-MONOMER", "B2076-MONOMER", "B2077-MONOMER", "BAES-MONOMER", "BAER-MONOMER"]
"EG10592_EG10594_RNA"	"mRNA"	[]	["EG10592", "EG10594"]	["MGLA-MONOMER", "MGLC-MONOMER"]
"G6627_G6626_EG12399_RNA"	"mRNA"	[]	["G6627", "G6626", "EG12399"]	["G6627-MONOMER", "MONOMER0-1261", "EG12399-MONOMER"]
"EG10368_EG10703_EG10282_RNA"	"mRNA"	[]	["EG10368", "EG10703", "EG10282"]	["ERYTH4PDEHYDROG-MONOMER", "PGK", "FRUCTBISALD-CLASSII-MONOMER"]
"EG11137_EG10925_RNA"	"mRNA"	[]	["EG11137", "EG10925"]	["EG11137-MONOMER", "EG10925-MONOMER"]
"EG11138_EG11137_EG10925_RNA"	"mRNA"	[]	["EG11138", "EG11137", "EG10925"]	["H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER", "EG11137-MONOMER", "EG10925-MONOMER"]
"EG10027_EG20173_RNA"	"mRNA"	[]	["EG10027", "EG20173"]	["ACETATEKINA-MONOMER", "PHOSACETYLTRANS-MONOMER"]
"EG10251_EG11191_RNA"	"mRNA"	[]	["EG10251", "EG11191"]	["DUTP-PYROP-MONOMER", "EG11191-MONOMER"]
"EG11293_EG11294_EG10774_RNA"	"mRNA"	[]	["EG11293", "EG11294", "EG10774"]	["EG11293-MONOMER", "EG11294-MONOMER", "PRPPSYN-MONOMER"]
"EG11444_EG11445_G7516_G7517_RNA"	"mRNA"	[]	["EG11444", "EG11445", "G7516", "G7517"]	["METHYLMALONYL-COA-MUT-MONOMER", "EG11445-MONOMER", "G7516-MONOMER", "G7517-MONOMER"]
"EG10483_EG10484_EG10485_EG10486_EG10487_EG10301_RNA"	"mRNA"	[]	["EG10483", "EG10484", "EG10485", "EG10486", "EG10487", "EG10301"]	["EG10483-MONOMER", "EG10484-MONOMER", "EG10485-MONOMER", "EG10486-MONOMER", "EG10487-MONOMER", "PD02936"]
"EG10484_EG10485_EG10486_EG10487_EG10301_RNA"	"mRNA"	[]	["EG10484", "EG10485", "EG10486", "EG10487", "EG10301"]	["EG10484-MONOMER", "EG10485-MONOMER", "EG10486-MONOMER", "EG10487-MONOMER", "PD02936"]
"EG12908_G7723_G7724_G7726_G7727_RNA"	"mRNA"	[]	["EG12908", "G7723", "G7724", "G7726", "G7727"]	["YHFM-MONOMER", "G7723-MONOMER", "G7724-MONOMER", "G7726-MONOMER", "G7727-MONOMER"]
"G7827_G7826_RNA"	"mRNA"	[]	["G7827", "G7826"]	["DCUS-MONOMER", "DCUR-MONOMER"]
"EG12259_EG12258_RNA"	"mRNA"	[]	["EG12259", "EG12258"]	["EG12259-MONOMER", "EG12258-MONOMER"]
"EG12260_EG12259_EG12258_EG12257_RNA"	"mRNA"	[]	["EG12260", "EG12259", "EG12258", "EG12257"]	["EG12260-MONOMER", "EG12259-MONOMER", "EG12258-MONOMER", "EG12257-MONOMER"]
"EG12120_EG12121_RNA"	"mRNA"	[]	["EG12120", "EG12121"]	["EG12120-MONOMER", "EG12121-MONOMER"]
"EG13238_EG12150_EG12151_RNA"	"mRNA"	[]	["EG13238", "EG12150", "EG12151"]	["COBU-MONOMER", "COBS-MONOMER", "DMBPPRIBOSYLTRANS-MONOMER"]
"G6093_EG10455_EG10316_EG11284_EG10545_EG10546_EG10861_EG10238_RNA"	"mRNA"	[]	["G6093", "EG10455", "EG10316", "EG11284", "EG10545", "EG10546", "EG10861", "EG10238"]	["G6093-MONOMER", "EG10455-MONOMER", "UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO", "FABZ-MONOMER", "UDPNACETYLGLUCOSAMACYLTRANS-MONOMER", "LIPIDADISACCHARIDESYNTH-MONOMER", "EG10861-MONOMER", "EG10238-MONOMER"]
"G6379_G6380_G6381_G6382_G6383_RNA"	"mRNA"	[]	["G6379", "G6380", "G6381", "G6382", "G6383"]	["G6379-MONOMER", "G6380-MONOMER", "G6381-MONOMER", "G6382-MONOMER", "G6383-MONOMER"]
"G6870_G6871_G6872_G6873_G6874_G6875_G6876_EG10662_RNA"	"mRNA"	[]	["G6870", "G6871", "G6872", "G6873", "G6874", "G6875", "G6876", "EG10662"]	["G6870-MONOMER", "G6871-MONOMER", "G6872-MONOMER", "G6873-MONOMER", "G6874-MONOMER", "G6875-MONOMER", "G6876-MONOMER", "EG10662-MONOMER"]
"G6871_G6872_G6873_G6874_G6875_G6876_EG10662_RNA"	"mRNA"	[]	["G6871", "G6872", "G6873", "G6874", "G6875", "G6876", "EG10662"]	["G6871-MONOMER", "G6872-MONOMER", "G6873-MONOMER", "G6874-MONOMER", "G6875-MONOMER", "G6876-MONOMER", "EG10662-MONOMER"]
"G6531_G6530_G6529_G6528_RNA"	"mRNA"	[]	["G6531", "G6530", "G6529", "G6528"]	["G6531-MONOMER", "G6530-MONOMER", "G6529-MONOMER", "G6528-MONOMER"]
"G0-10591_G6638_RNA"	"mRNA"	[]	["G0-10591", "G6638"]	["MONOMER0-2820", "G6638-MONOMER"]
"G6784_G6783_RNA"	"mRNA"	[]	["G6784", "G6783"]	["G6784-MONOMER", "G6783-MONOMER"]
"EG12068_EG12143_EG12067_EG12064_EG12062_EG12061_EG12060_RNA"	"mRNA"	[]	["EG12068", "EG12143", "EG12067", "EG12064", "EG12062", "EG12061", "EG12060"]	["NAPF-MONOMER", "NAPD-MONOMER", "NAPA-MONOMER", "NAPG-MONOMER", "NAPH-MONOMER", "NAPB-MONOMER", "NAPC-MONOMER"]
"EG11212_EG11259_G7845_G7846_RNA"	"mRNA"	[]	["EG11212", "EG11259", "G7845", "G7846"]	["EG11212-MONOMER", "EG11259-MONOMER", "G7845-MONOMER", "G7846-MONOMER"]
"EG10881_EG11272_RNA"	"mRNA"	[]	["EG10881", "EG11272"]	["EG10881-MONOMER", "EG11272-MONOMER"]
"EG11487_EG11043_G6879_RNA"	"mRNA"	[]	["EG11487", "EG11043", "G6879"]	["PDXH-MONOMER", "TYRS-MONOMER", "PDXY-MONOMER"]
"EG11215_EG10244_EG10237_EG11214_RNA"	"mRNA"	[]	["EG11215", "EG10244", "EG10237", "EG11214"]	["EG11215-MONOMER", "EG10244-MONOMER", "EG10237-MONOMER", "EG11214-MONOMER"]
"EG10244_EG10237_RNA"	"mRNA"	[]	["EG10244", "EG10237"]	["EG10244-MONOMER", "EG10237-MONOMER"]
"EG11215_EG10244_EG10237_RNA"	"mRNA"	[]	["EG11215", "EG10244", "EG10237"]	["EG11215-MONOMER", "EG10244-MONOMER", "EG10237-MONOMER"]
"EG11084_EG11085_EG11086_EG10341_EG10621_EG10622_EG10604_EG10620_EG10344_EG10623_EG10619_EG10214_EG10342_EG10339_EG10347_EG10265_RNA"	"mRNA"	[]	["EG11084", "EG11085", "EG11086", "EG10341", "EG10621", "EG10622", "EG10604", "EG10620", "EG10344", "EG10623", "EG10619", "EG10214", "EG10342", "EG10339", "EG10347", "EG10265"]	["EG11084-MONOMER", "EG11085-MONOMER", "EG11086-MONOMER", "EG10341-MONOMER", "UDP-NACMURALGLDAPLIG-MONOMER", "UDP-NACMURALGLDAPAALIG-MONOMER", "PHOSNACMURPENTATRANS-MONOMER", "UDP-NACMURALA-GLU-LIG-MONOMER", "EG10344-MONOMER", "NACGLCTRANS-MONOMER", "UDP-NACMUR-ALA-LIG-MONOMER", "DALADALALIGB-MONOMER", "EG10342-MONOMER", "EG10339-MONOMER", "EG10347-MONOMER", "UDPACYLGLCNACDEACETYL-MONOMER"]
"EG10023_EG10022_EG10026_RNA"	"mRNA"	[]	["EG10023", "EG10022", "EG10026"]	["MALATE-SYNTHASE", "ISOCIT-LYASE-MONOMER", "ICITDEHASE-KIN-PHOSPHA"]
"EG10065_EG10064_EG11223_RNA"	"mRNA"	[]	["EG10065", "EG10064", "EG11223"]	["N-ACETYLGLUTPREDUCT-MONOMER", "ACETYLGLUTKIN-MONOMER", "ARGSUCCINLYA-MONOMER"]
"EG10078_EG11039_RNA"	"mRNA"	[]	["EG10078", "EG11039"]	["AROF-MONOMER", "CHORISMUTPREPHENDEHYDROG-MONOMER"]
"EG10221_EG10219_EG10220_EG10222_RNA"	"mRNA"	[]	["EG10221", "EG10219", "EG10220", "EG10222"]	["DEOXYRIBOSE-P-ALD-MONOMER", "DEOA-MONOMER", "PPENTOMUT-MONOMER", "DEOD-MONOMER"]
"EG10302_EG10304_EG10305_EG10303_RNA"	"mRNA"	[]	["EG10302", "EG10304", "EG10305", "EG10303"]	["EG10302-MONOMER", "FHUC-MONOMER", "FHUD-MONOMER", "FHUB-MONOMER"]
"EG11311_EG10317_RNA"	"mRNA"	[]	["EG11311", "EG10317"]	["EG11311-MONOMER", "PD00196"]
"EG10330_EG10331_EG10332_EG10333_RNA"	"mRNA"	[]	["EG10330", "EG10331", "EG10332", "EG10333"]	["FUM-FLAVO", "FUM-FE-S", "FUM-MEMB1", "FUM-MEMB2"]
"EG10383_EG10387_EG10385_RNA"	"mRNA"	[]	["EG10383", "EG10387", "EG10385"]	["GLUTAMINESYN-MONOMER", "PROTEIN-NRII", "PROTEIN-NRI"]
"EG10387_EG10385_RNA"	"mRNA"	[]	["EG10387", "EG10385"]	["PROTEIN-NRII", "PROTEIN-NRI"]
"EG10391_EG10392_EG10393_RNA"	"mRNA"	[]	["EG10391", "EG10392", "EG10393"]	["ANGLYC3PDEHYDROGSUBUNITA-MONOMER", "ANGLYC3PDEHYDROGSUBUNITB-MONOMER", "ANGLYC3PDEHYDROGSUBUNITC-MONOMER"]
"EG11275_EG10494_EG10502_RNA"	"mRNA"	[]	["EG11275", "EG10494", "EG10502"]	["EG11275-MONOMER", "LARGEILVB-MONOMER", "SMALLILVN-MONOMER"]
"G0-10439_EG10513_EG10514_EG10515_RNA"	"mRNA"	[]	["G0-10439", "EG10513", "EG10514", "EG10515"]	["MONOMER0-12", "EG10513-MONOMER", "KDPB-MONOMER", "EG10515-MONOMER"]
"EG10533_EG11491_RNA"	"mRNA"	[]	["EG10533", "EG11491"]	["PD00205", "DINF-MONOMER"]
"EG10554_EG10555_EG10556_RNA"	"mRNA"	[]	["EG10554", "EG10555", "EG10556"]	["MALE-MONOMER", "MALF-MONOMER", "MALG-MONOMER"]
"EG10560_EG10561_RNA"	"mRNA"	[]	["EG10560", "EG10561"]	["MALDEXPHOSPHORYL-MONOMER", "AMYLOMALT-MONOMER"]
"EG10633_EG10632_EG10636_EG10634_RNA"	"mRNA"	[]	["EG10633", "EG10632", "EG10636", "EG10634"]	["GLUCOSAMINE-6-P-DEAMIN-MONOMER", "NAG6PDEACET-MONOMER", "PD00266", "EG10634-MONOMER"]
"EG10638_EG10639_EG10641_EG10640_RNA"	"mRNA"	[]	["EG10638", "EG10639", "EG10641", "EG10640"]	["NARG-MONOMER", "NARH-MONOMER", "NARJ-MONOMER", "NARI-MONOMER"]
