# Generated by /Users/noravivancogonzalez/code/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_to_flat.py on Tue May 14 15:22:08 2024
"id"	"half_life (units.min)"
"EG11438-MONOMER"	41.7
"EG11440-MONOMER"	64.1
"EG11441-MONOMER"	40.5
"EG11447-MONOMER"	50.2
"EG11449-MONOMER"	40.9
"EG11450-MONOMER"	38.5
"EG11464-MONOMER"	27.9
"EG11467-MONOMER"	77.5
"EG11470-MONOMER"	43.1
"EG11472-MONOMER"	79.6
"EG11474-MONOMER"	41.7
"EG11481-MONOMER"	45.8
"EG11484-MONOMER"	41.2
"EG11486-MONOMER"	31.0
"EG11488-MONOMER"	40.1
"EG11494-MONOMER"	42.5
"EG11495-MONOMER"	51.8
"EG11497-MONOMER"	44.8
"EG11500-MONOMER"	82.5
"EG11503-MONOMER"	39.4
"EG11506-MONOMER"	46.8
"EG11507-MONOMER"	38.0
"EG11511-MONOMER"	56.0
"EG11512-MONOMER"	66.4
"EG11514-MONOMER"	11.8
"EG11517-MONOMER"	51.1
"EG11521-MONOMER"	14.0
"EG11529-MONOMER"	45.9
"EG11534-MONOMER"	32.0
"EG11535-MONOMER"	22.4
"EG11536-MONOMER"	75.5
"EG11537-MONOMER"	51.2
"EG11545-MONOMER"	10.6
"EG11547-MONOMER"	42.6
"EG11549-MONOMER"	48.1
"EG11554-MONOMER"	33.5
"EG11568-MONOMER"	43.2
"EG11569-MONOMER"	50.3
"EG11570-MONOMER"	43.0
"EG11578-MONOMER"	32.0
"EG11580-MONOMER"	43.5
"EG11581-MONOMER"	53.2
"EG11591-MONOMER"	50.6
"EG11592-MONOMER"	38.4
"EG11595-MONOMER"	19.9
"EG11597-MONOMER"	41.3
"EG11598-MONOMER"	48.8
"EG11600-MONOMER"	40.7
"EG11601-MONOMER"	46.6
"EG11603-MONOMER"	49.1
"EG11607-MONOMER"	32.1
"EG11613-MONOMER"	42.4
"EG11619-MONOMER"	45.4
"EG11620-MONOMER"	52.6
"EG11637-MONOMER"	42.1
"EG11645-MONOMER"	35.5
"EG11649-MONOMER"	41.6
"EG11650-MONOMER"	32.9
"EG11652-MONOMER"	38.5
"EG11653-MONOMER"	58.9
"EG11656-MONOMER"	39.3
"EG11659-MONOMER"	47.9
"EG11660-MONOMER"	44.7
"EG11661-MONOMER"	24.9
"EG11663-MONOMER"	48.8
"EG11664-MONOMER"	19.4
"EG11666-MONOMER"	43.2
"EG11674-MONOMER"	43.3
"EG11676-MONOMER"	45.8
"EG11681-MONOMER"	59.9
"EG11682-MONOMER"	51.0
"EG11684-MONOMER"	40.9
"EG11685-MONOMER"	63.1
"EG11690-MONOMER"	44.2
"EG11702-MONOMER"	56.8
"EG11703-MONOMER"	53.9
"EG11712-MONOMER"	43.4
"EG11713-MONOMER"	80.9
"EG11721-MONOMER"	72.2
"EG11722-MONOMER"	46.7
"EG11724-MONOMER"	54.6
"EG11725-MONOMER"	35.3
"EG11728-MONOMER"	38.3
"EG11730-MONOMER"	35.7
"EG11731-MONOMER"	42.3
"EG11733-MONOMER"	42.1
"EG11734-MONOMER"	7.9
"EG11735-MONOMER"	50.5
"EG11736-MONOMER"	51.3
"EG11738-MONOMER"	55.5
"EG11740-MONOMER"	42.7
"EG11743-MONOMER"	45.5
"EG11744-MONOMER"	44.1
"EG11749-MONOMER"	41.7
"EG11757-MONOMER"	43.4
"EG11758-MONOMER"	40.2
"EG11759-MONOMER"	41.5
"EG11762-MONOMER"	41.8
"EG11768-MONOMER"	67.3
"EG11776-MONOMER"	83.3
"EG11779-MONOMER"	40.3
"EG11782-MONOMER"	44.9
"EG11783-MONOMER"	74.6
"EG11784-MONOMER"	43.6
"EG11785-MONOMER"	44.1
"EG11786-MONOMER"	40.8
"EG11794-MONOMER"	41.6
"EG11796-MONOMER"	40.6
"EG11802-MONOMER"	82.1
"EG11805-MONOMER"	17.2
"EG11806-MONOMER"	38.2
"EG11807-MONOMER"	35.4
"EG11808-MONOMER"	25.2
"EG11816-MONOMER"	48.6
"EG11820-MONOMER"	50.5
"EG11824-MONOMER"	37.5
"EG11826-MONOMER"	33.7
"EG11828-MONOMER"	43.8
"EG11829-MONOMER"	44.3
"EG11830-MONOMER"	51.7
"EG11831-MONOMER"	61.2
"EG11832-MONOMER"	41.5
"EG11835-MONOMER"	91.1
"EG11837-MONOMER"	51.3
"EG11838-MONOMER"	41.7
"EG11839-MONOMER"	37.0
"EG11843-MONOMER"	44.5
"EG11846-MONOMER"	46.7
"EG11850-MONOMER"	68.4
"EG11852-MONOMER"	44.2
"EG11859-MONOMER"	21.6
"EG11860-MONOMER"	28.9
"EG11870-MONOMER"	52.9
"EG11874-MONOMER"	41.9
"EG11876-MONOMER"	39.4
"EG11877-MONOMER"	43.0
"EG11878-MONOMER"	32.0
"EG11879-MONOMER"	47.4
"EG11881-MONOMER"	42.1
"EG11884-MONOMER"	45.5
"EG11885-MONOMER"	42.9
"EG11888-MONOMER"	50.4
"EG11890-MONOMER"	46.1
"EG11891-MONOMER"	39.7
"EG11892-MONOMER"	39.1
"EG11899-MONOMER"	31.5
"EG11905-MONOMER"	42.2
"EG11913-MONOMER"	40.3
"EG11914-MONOMER"	43.7
"EG11915-MONOMER"	40.4
"EG11916-MONOMER"	47.9
"EG11917-MONOMER"	69.4
"EG11919-MONOMER"	42.1
"EG11920-MONOMER"	45.6
"EG11921-MONOMER"	36.8
"EG11928-MONOMER"	25.1
"EG11929-MONOMER"	32.6
"EG11932-MONOMER"	68.1
"EG11935-MONOMER"	38.0
"EG11936-MONOMER"	26.8
"EG11939-MONOMER"	42.1
"EG11951-MONOMER"	26.7
"EG11956-MONOMER"	42.5
"EG11964-MONOMER"	113.5
"EG11967-MONOMER"	17.0
"EG11969-MONOMER"	32.0
"EG11974-MONOMER"	48.7
"EG11975-MONOMER"	42.5
"EG11990-MONOMER"	32.7
"EG12004-MONOMER"	43.1
"EG12005-MONOMER"	46.1
"EG12006-MONOMER"	43.2
"EG12007-MONOMER"	44.2
"EG12013-MONOMER"	45.7
"EG12015-MONOMER"	36.6
"EG12022-MONOMER"	46.0
"EG12025-MONOMER"	44.2
"EG12026-MONOMER"	48.7
"EG12033-MONOMER"	40.3
"EG12035-MONOMER"	44.1
"EG12036-MONOMER"	26.6
"EG12043-MONOMER"	19.3
"EG12044-MONOMER"	28.0
"EG12045-MONOMER"	43.3
"EG12048-MONOMER"	49.0
"EG12052-MONOMER"	50.2
"EG12054-MONOMER"	40.0
"EG12069-MONOMER"	25.1
"EG12080-MONOMER"	46.8
"EG12094-MONOMER"	41.3
"EG12097-MONOMER"	42.0
"EG12098-MONOMER"	64.5
"EG12099-MONOMER"	39.3
"EG12101-MONOMER"	28.8
"EG12104-MONOMER"	40.8
"EG12105-MONOMER"	52.1
"EG12108-MONOMER"	39.2
"EG12110-MONOMER"	48.0
"EG12111-MONOMER"	45.2
"EG12114-MONOMER"	45.1
"EG12115-MONOMER"	40.9
"EG12116-MONOMER"	48.1
"EG12117-MONOMER"	50.8
"EG12119-MONOMER"	49.9
"EG12120-MONOMER"	40.6
"EG12121-MONOMER"	26.4
"EG12123-MONOMER"	41.1
"EG12130-MONOMER"	50.2
"EG12131-MONOMER"	66.1
"EG12132-MONOMER"	30.8
"EG12133-MONOMER"	70.2
"EG12137-MONOMER"	67.7
"EG12146-MONOMER"	60.5
"EG12158-MONOMER"	44.1
"EG12159-MONOMER"	46.4
"EG12163-MONOMER"	45.0
"EG12165-MONOMER"	57.7
"EG12166-MONOMER"	43.2
"EG12167-MONOMER"	54.1
"EG12171-MONOMER"	46.6
"EG12172-MONOMER"	47.2
"EG12177-MONOMER"	43.1
"EG12179-MONOMER"	36.6
"EG12181-MONOMER"	36.1
"EG12182-MONOMER"	50.5
"EG12188-MONOMER"	43.9
"EG12193-MONOMER"	53.0
"EG12197-MONOMER"	40.9
"EG12198-MONOMER"	37.6
"EG12200-MONOMER"	42.1
"EG12201-MONOMER"	17.1
"EG12202-MONOMER"	43.3
"EG12204-MONOMER"	37.5
"EG12207-MONOMER"	38.4
"EG12211-MONOMER"	48.6
"EG12212-MONOMER"	42.9
"EG12213-MONOMER"	41.6
"EG12216-MONOMER"	23.6
"EG12221-MONOMER"	34.8
"EG12224-MONOMER"	51.0
"EG12227-MONOMER"	43.7
"EG12229-MONOMER"	45.2
"EG12233-MONOMER"	33.2
"EG12234-MONOMER"	43.5
"EG12235-MONOMER"	43.7
"EG12237-MONOMER"	23.2
"EG12238-MONOMER"	46.3
"EG12240-MONOMER"	36.9
"EG12248-MONOMER"	36.8
"EG12251-MONOMER"	38.3
"EG12254-MONOMER"	46.0
"EG12257-MONOMER"	49.5
"EG12258-MONOMER"	52.3
"EG12259-MONOMER"	43.9
"EG12260-MONOMER"	33.7
"EG12263-MONOMER"	17.3
"EG12265-MONOMER"	81.6
"EG12267-MONOMER"	40.4
"EG12270-MONOMER"	44.9
"EG12271-MONOMER"	42.1
"EG12273-MONOMER"	43.2
"EG12283-MONOMER"	47.9
"EG12285-MONOMER"	39.8
"EG12289-MONOMER"	46.6
"EG12295-MONOMER"	44.6
"EG12297-MONOMER"	52.5
"EG12298-MONOMER"	45.2
"EG12303-MONOMER"	40.0
"EG12308-MONOMER"	43.2
"EG12310-MONOMER"	43.9
"EG12312-MONOMER"	39.0
"EG12313-MONOMER"	65.4
"EG12318-MONOMER"	83.4
"EG12319-MONOMER"	49.0
"EG12329-MONOMER"	43.7
"EG12330-MONOMER"	50.3
"EG12332-MONOMER"	26.7
"EG12334-MONOMER"	81.5
"EG12335-MONOMER"	15.2
"EG12336-MONOMER"	51.7
"EG12341-MONOMER"	30.3
"EG12344-MONOMER"	41.1
"EG12345-MONOMER"	40.9
"EG12352-MONOMER"	37.9
"EG12354-MONOMER"	51.2
"EG12363-MONOMER"	40.8
"EG12364-MONOMER"	37.2
"EG12365-MONOMER"	41.2
"EG12366-MONOMER"	43.2
"EG12371-MONOMER"	42.1
"EG12372-MONOMER"	40.2
"EG12373-MONOMER"	50.0
"EG12378-MONOMER"	41.5
"EG12379-MONOMER"	45.6
"EG12385-MONOMER"	42.9
"EG12394-MONOMER"	61.4
"EG12399-MONOMER"	50.2
"EG12401-MONOMER"	38.8
"EG12404-MONOMER"	48.8
"EG12407-MONOMER"	42.5
"EG12410-MONOMER"	39.8
"EG12422-MONOMER"	43.0
"EG12424-MONOMER"	43.0
"EG12431-MONOMER"	39.4
"EG12432-MONOMER"	79.5
"EG12433-MONOMER"	42.4
"EG12434-MONOMER"	40.5
"EG12436-MONOMER"	59.1
"EG12440-MONOMER"	46.6
"EG12443-MONOMER"	39.4
"EG12444-MONOMER"	4.1
"EG12448-MONOMER"	42.9
"EG12449-MONOMER"	50.6
"EG12454-MONOMER"	76.4
"EG12455-MONOMER"	41.1
"EG12600-MONOMER"	40.6
"EG12605-MONOMER"	41.3
"EG12609-MONOMER"	44.4
"EG12633-MONOMER"	65.0
"EG12656-MONOMER"	44.8
"EG12657-MONOMER"	42.7
"EG12658-MONOMER"	41.8
"EG12666-MONOMER"	50.0
"EG12690-MONOMER"	47.7
"EG12691-MONOMER"	80.8
"EG12692-MONOMER"	55.3
"EG12693-MONOMER"	38.1
"EG12702-MONOMER"	31.9
"EG12703-MONOMER"	37.7
"EG12705-MONOMER"	41.2
"EG12709-MONOMER"	40.9
"EG12710-MONOMER"	41.0
"EG12712-MONOMER"	54.2
"EG12717-MONOMER"	41.3
"EG12794-MONOMER"	47.3
"EG12799-MONOMER"	54.1
"EG12844-MONOMER"	22.6
"EG12851-MONOMER"	85.5
"EG12854-MONOMER"	34.1
"EG12855-MONOMER"	42.9
"EG12859-MONOMER"	63.6
"EG12866-MONOMER"	49.3
"EG12867-MONOMER"	38.1
"EG12868-MONOMER"	26.2
"EG12870-MONOMER"	40.6
"EG12874-MONOMER"	34.6
"EG12875-MONOMER"	56.4
"EG12876-MONOMER"	56.1
"EG12878-MONOMER"	20.4
"EG12879-MONOMER"	56.9
"EG13217-MONOMER"	28.9
"EG20249-MONOMER"	41.5
"EG20253-MONOMER"	50.7
"EG50001-MONOMER"	49.2
"EG50002-MONOMER"	47.5
"EG50003-MONOMER"	44.0
"EMRB-MONOMER"	32.4
"ENOLASE-MONOMER"	48.5
"ENOYL-ACP-REDUCT-NADH-MONOMER"	44.6
"ENTA-MONOMER"	39.5
"ENTB-MONOMER"	40.9
"ENTC-MONOMER"	40.6
"ENTE-MONOMER"	43.2
"ENTF-MONOMER"	45.7
"ENVZ-MONOMER"	41.2
"ERYTH4PDEHYDROG-MONOMER"	37.3
"ERYTHRON4PDEHYDROG-MONOMER"	51.8
"EUTB-MONOMER"	46.0
"EUTC-MONOMER"	40.7
"F16B-MONOMER"	55.5
"FABA-MONOMER"	55.7
"FABB-MONOMER"	41.8
"FABH-MONOMER"	54.7
"FABZ-MONOMER"	53.5
"FADA-MONOMER"	55.6
"FADB-MONOMER"	47.1
"FEOB-MONOMER"	27.2
"FEPB-MONOMER"	45.6
"FEPC-MONOMER"	44.9
"FERREDOXIN-MONOMER"	47.0
"FGAMSYN-MONOMER"	44.4
"FHUB-MONOMER"	36.3
"FHUC-MONOMER"	41.3
"FHUD-MONOMER"	39.1
"FLAVODOXIN1-MONOMER"	41.3
"FLAVONADPREDUCT-MONOMER"	45.1
"FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN"	9.6
"FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN"	15.4
"FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN"	19.2
"FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN"	27.8
"FLGH-FLAGELLAR-L-RING"	41.5
"FLGI-FLAGELLAR-P-RING"	42.4
"FLIF-FLAGELLAR-MS-RING"	37.9
"FLIG-FLAGELLAR-SWITCH-PROTEIN"	61.1
"FLIM-FLAGELLAR-C-RING-SWITCH"	38.0
"FLIN-FLAGELLAR-C-RING-SWITCH"	40.8
"FMNREDUCT-MONOMER"	81.4
"FOCA-MONOMER"	79.3
"FOLC-MONOMER"	78.2
"FOLD-MONOMER"	54.5
"FORMYLTHFDEFORMYL-MONOMER"	44.0
"FPPSYN-MONOMER"	40.5
"FRUA-MONOMER"	39.8
"FRUB-MONOMER"	42.7
"FRUCBISALD-CLASSI-MONOMER"	72.7
"FRUCTBISALD-CLASSII-MONOMER"	42.4
"FTSE-MONOMER"	39.7
"FTSX-MONOMER"	38.3
"FUCISOM-MONOMER"	47.0
"FUM-FE-S"	43.4
"FUM-FLAVO"	46.5
"FUM-MEMB1"	47.4
"FUMA-MONOMER"	45.3
"FUMB-MONOMER"	38.6
"FUMC-MONOMER"	57.8
"G357-MONOMER"	5.7
"G360-MONOMER"	12.6
"G361-MONOMER"	26.1
"G370-MONOMER"	33.7
"G377-MONOMER"	38.9
"G495-MONOMER"	43.4
"G6093-MONOMER"	42.2
"G6095-MONOMER"	43.1
"G6096-MONOMER"	49.3
"G6097-MONOMER"	23.9
"G6098-MONOMER"	59.4
"G6100-MONOMER"	38.9
"G6103-MONOMER"	45.0
"G6104-MONOMER"	44.6
"G6106-MONOMER"	50.2
"G6107-MONOMER"	88.7
"G6110-MONOMER"	13.9
"G6118-MONOMER"	47.6
"G6126-MONOMER"	32.4
"G6127-MONOMER"	36.3
"G6133-MONOMER"	62.6
"G6147-MONOMER"	50.9
"G6152-MONOMER"	28.2
"G6158-MONOMER"	53.8
"G6160-MONOMER"	42.5
"G6161-MONOMER"	32.3
"G6167-MONOMER"	41.5
"G6173-MONOMER"	29.0
"G6174-MONOMER"	43.3
"G6175-MONOMER"	42.8
"G6176-MONOMER"	47.1
"G6177-MONOMER"	97.9
"G6178-MONOMER"	31.2
"G6189-MONOMER"	44.5
"G6190-MONOMER"	73.6
"G6194-MONOMER"	45.3
"G6201-MONOMER"	30.8
"G6207-MONOMER"	39.2
"G6208-MONOMER"	38.5
"G6209-MONOMER"	39.1
"G6227-MONOMER"	49.1
"G6230-MONOMER"	37.3
"G6236-MONOMER"	39.2
"G6240-MONOMER"	51.3
"G6242-MONOMER"	48.0
"G6244-MONOMER"	42.6
"G6245-MONOMER"	54.9
"G6247-MONOMER"	44.3
"G6250-MONOMER"	40.2
"G6253-MONOMER"	16.1
"G6255-MONOMER"	50.9
"G6258-MONOMER"	32.1
"G6259-MONOMER"	25.9
"G6263-MONOMER"	25.9
"G6264-MONOMER"	34.3
"G6265-MONOMER"	47.0
"G6267-MONOMER"	31.9
"G6269-MONOMER"	42.6
"G6276-MONOMER"	44.2
"G6284-MONOMER"	71.8
"G6285-MONOMER"	21.1
"G6301-MONOMER"	41.9
"G6302-MONOMER"	30.0
"G6312-MONOMER"	61.7
"G6314-MONOMER"	54.0
"G6318-MONOMER"	45.0
"G6319-MONOMER"	44.7
"G6320-MONOMER"	45.6
"G6321-MONOMER"	39.2
"G6322-MONOMER"	42.5
"G6323-MONOMER"	33.8
"G6324-MONOMER"	46.3
"G6326-MONOMER"	40.2
"G6329-MONOMER"	79.6
"G6334-MONOMER"	34.9
"G6337-MONOMER"	30.1
"G6346-MONOMER"	48.6
"G6358-MONOMER"	42.0
"G6359-MONOMER"	53.0
"G6362-MONOMER"	39.7
"G6363-MONOMER"	56.0
"G6364-MONOMER"	38.3
"G6379-MONOMER"	48.8
"G6383-MONOMER"	40.8
"G6387-MONOMER"	42.9
"G6401-MONOMER"	21.0
"G6402-MONOMER"	41.3
"G6403-MONOMER"	30.9
"G6406-MONOMER"	47.5
"G6407-MONOMER"	45.3
"G6412-MONOMER"	55.1
"G6413-MONOMER"	43.5
"G6414-MONOMER"	44.4
"G6416-MONOMER"	55.1
"G6418-MONOMER"	46.1
"G6420-MONOMER"	42.5
"G6422-MONOMER"	47.3
"G6423-MONOMER"	46.0
"G6424-MONOMER"	40.8
"G6425-MONOMER"	49.1
"G6428-MONOMER"	40.4
"G6435-MONOMER"	50.2
"G6438-MONOMER"	81.1
"G6442-MONOMER"	38.4
"G6444-MONOMER"	39.5
"G6445-MONOMER"	42.1
"G6447-MONOMER"	30.5
"G6449-MONOMER"	44.3
"G6450-MONOMER"	45.5
"G6451-MONOMER"	79.9
"G6452-MONOMER"	45.6
"G6453-MONOMER"	47.0
"G6454-MONOMER"	38.5
"G6456-MONOMER"	22.1
"G6460-MONOMER"	18.3
"G6463-MONOMER"	22.3
"G6464-MONOMER"	32.1
"G6465-MONOMER"	39.6
"G6468-MONOMER"	47.6
"G6472-MONOMER"	29.4
"G6475-MONOMER"	90.1
"G6478-MONOMER"	66.7
"G6480-MONOMER"	19.6
"G6483-MONOMER"	40.6
"G6486-MONOMER"	5.3
"G6487-MONOMER"	40.2
"G6488-MONOMER"	41.3
"G6491-MONOMER"	48.9
"G6493-MONOMER"	41.9
"G6494-MONOMER"	43.3
"G6495-MONOMER"	38.1
"G6496-MONOMER"	39.6
"G6499-MONOMER"	49.8
"G6501-MONOMER"	61.7
"G6502-MONOMER"	49.0
"G6503-MONOMER"	27.3
"G6504-MONOMER"	41.8
"G6505-MONOMER"	37.0
"G6511-MONOMER"	26.9
"G6527-MONOMER"	48.7
"G6539-MONOMER"	43.6
"G6540-MONOMER"	45.9
"G6541-MONOMER"	50.0
"G6550-MONOMER"	42.5
"G6551-MONOMER"	37.7
"G6558-MONOMER"	14.4
"G6560-MONOMER"	46.5
"G6561-MONOMER"	37.6
"G6562-MONOMER"	25.1
"G6564-MONOMER"	46.1
"G6565-MONOMER"	39.8
"G6567-MONOMER"	48.7
"G6568-MONOMER"	46.6
"G6569-MONOMER"	60.9
"G6576-MONOMER"	62.2
"G6580-MONOMER"	43.4
"G6581-MONOMER"	45.0
"G6583-MONOMER"	46.2
"G6602-MONOMER"	75.0
"G6603-MONOMER"	39.8
"G6611-MONOMER"	32.4
"G6612-MONOMER"	19.8
"G6614-MONOMER"	59.4
"G6615-MONOMER"	48.0
"G6616-MONOMER"	78.3
"G6617-MONOMER"	43.2
"G6618-MONOMER"	24.2
"G6619-MONOMER"	38.9
"G6621-MONOMER"	35.7
"G6622-MONOMER"	45.1
"G6623-MONOMER"	46.0
"G6627-MONOMER"	35.7
"G6628-MONOMER"	37.8
"G6633-MONOMER"	44.5
"G6635-MONOMER"	54.2
"G6638-MONOMER"	40.8
"G6640-MONOMER"	39.3
"G6644-MONOMER"	54.9
"G6646-MONOMER"	44.8
"G6658-MONOMER"	34.2
"G6659-MONOMER"	45.3
"G6660-MONOMER"	53.7
"G6661-MONOMER"	79.2
"G6662-MONOMER"	40.9
"G6663-MONOMER"	120.0
"G6664-MONOMER"	42.5
"G6665-MONOMER"	45.9
"G6670-MONOMER"	30.5
"G6672-MONOMER"	31.9
"G6674-MONOMER"	43.0
"G6675-MONOMER"	39.2
"G6680-MONOMER"	40.0
"G6688-MONOMER"	49.5
"G6695-MONOMER"	27.2
"G6696-MONOMER"	89.0
"G6699-MONOMER"	84.5
"G6701-MONOMER"	40.9
"G6702-MONOMER"	35.0
"G6703-MONOMER"	40.3
"G6704-MONOMER"	40.0
"G6718-MONOMER"	40.8
"G6720-MONOMER"	45.9
"G6721-MONOMER"	39.4
"G6731-MONOMER"	71.7
"G6732-MONOMER"	49.3
"G6737-MONOMER"	27.6
"G6742-MONOMER"	44.5
"G6743-MONOMER"	47.5
"G6745-MONOMER"	55.3
"G6750-MONOMER"	44.0
"G6759-MONOMER"	42.5
"G6760-MONOMER"	67.1
"G6763-MONOMER"	57.0
"G6774-MONOMER"	43.5
"G6783-MONOMER"	21.7
"G6788-MONOMER"	46.6
"G6791-MONOMER"	68.2
"G6799-MONOMER"	40.1
"G6804-MONOMER"	72.3
"G6806-MONOMER"	46.6
"G6811-MONOMER"	41.6
"G6814-MONOMER"	43.0
"G6815-MONOMER"	86.4
"G6816-MONOMER"	35.0
"G6821-MONOMER"	42.5
"G6823-MONOMER"	71.1
"G6838-MONOMER"	71.7
"G6839-MONOMER"	46.8
"G6841-MONOMER"	44.1
"G6843-MONOMER"	34.7
"G6846-MONOMER"	24.2
"G6849-MONOMER"	42.8
"G6853-MONOMER"	38.2
"G6856-MONOMER"	40.2
"G6860-MONOMER"	52.8
"G6862-MONOMER"	50.7
"G6865-MONOMER"	41.0
"G6867-MONOMER"	49.3
"G6868-MONOMER"	38.5
"G6869-MONOMER"	31.7
"G6872-MONOMER"	28.9
"G6873-MONOMER"	29.3
"G6874-MONOMER"	56.1
"G6875-MONOMER"	56.7
"G6876-MONOMER"	43.3
"G6880-MONOMER"	82.4
"G6881-MONOMER"	42.4
"G6882-MONOMER"	47.8
"G6884-MONOMER"	66.4
"G6886-MONOMER"	83.2
"G6887-MONOMER"	42.4
"G6889-MONOMER"	71.8
"G6890-MONOMER"	36.5
"G6892-MONOMER"	52.4
"G6894-MONOMER"	39.6
"G6895-MONOMER"	37.9
"G6896-MONOMER"	40.2
"G6901-MONOMER"	50.3
"G6905-MONOMER"	44.8
"G6906-MONOMER"	43.0
"G6907-MONOMER"	49.0
"G6908-MONOMER"	58.5
"G6909-MONOMER"	58.0
"G6912-MONOMER"	41.9
"G6913-MONOMER"	48.7
"G6918-MONOMER"	24.6
"G6928-MONOMER"	40.2
"G6929-MONOMER"	37.8
"G6930-MONOMER"	45.5
"G6931-MONOMER"	41.9
"G6932-MONOMER"	66.9
"G6936-MONOMER"	45.9
"G6937-MONOMER"	31.2
"G6946-MONOMER"	86.3
"G6948-MONOMER"	48.2
"G6949-MONOMER"	41.2
"G6952-MONOMER"	64.4
"G6954-MONOMER"	45.5
"G6955-MONOMER"	45.0
"G6957-MONOMER"	42.7
"G6958-MONOMER"	46.0
"G6959-MONOMER"	47.9
"G6961-MONOMER"	43.5
"G6963-MONOMER"	36.5
"G6964-MONOMER"	8.8
"G6966-MONOMER"	55.4
"G6967-MONOMER"	51.4
"G6968-MONOMER"	39.9
"G6969-MONOMER"	42.5
"G6973-MONOMER"	31.6
"G6976-MONOMER"	19.9
"G6978-MONOMER"	23.7
"G6985-MONOMER"	16.0
"G6986-MONOMER"	45.1
"G6990-MONOMER"	83.0
"G6991-MONOMER"	105.9
"G6992-MONOMER"	65.0
"G6993-MONOMER"	39.9
"G6994-MONOMER"	49.9
"G6997-MONOMER"	37.9
"G6998-MONOMER"	50.4
"G7001-MONOMER"	34.9
"G7003-MONOMER"	79.8
"G7005-MONOMER"	45.6
"G7008-MONOMER"	81.3
"G7012-MONOMER"	37.5
"G7014-MONOMER"	39.6
"G7016-MONOMER"	29.1
"G7019-MONOMER"	30.0
"G7020-MONOMER"	54.2
"G7021-MONOMER"	43.9
"G7022-MONOMER"	61.4
"G7024-MONOMER"	71.0
"G7025-MONOMER"	75.4
"G7027-MONOMER"	43.6
"G7031-MONOMER"	42.5
"G7033-MONOMER"	8.6
"G7039-MONOMER"	56.2
"G7048-MONOMER"	42.5
"G7055-MONOMER"	43.0
"G7058-MONOMER"	40.0
"G7059-MONOMER"	43.8
"G7061-MONOMER"	59.6
"G7063-MONOMER"	34.0
"G7068-MONOMER"	43.8
"G7071-MONOMER"	34.0
"G7080-MONOMER"	49.8
"G7081-MONOMER"	24.9
"G7089-MONOMER"	50.8
"G7090-MONOMER"	48.4
"G7108-MONOMER"	44.1
"G7110-MONOMER"	45.4
"G7117-MONOMER"	50.9
"G7122-MONOMER"	48.6
"G7123-MONOMER"	46.1
"G7131-MONOMER"	42.6
"G7133-MONOMER"	40.8
"G7137-MONOMER"	43.0
"G7139-MONOMER"	42.9
"G7145-MONOMER"	23.7
"G7146-MONOMER"	40.7
"G7147-MONOMER"	15.1
"G7156-MONOMER"	56.2
"G7162-MONOMER"	38.9
"G7163-MONOMER"	56.1
"G7165-MONOMER"	54.5
"G7166-MONOMER"	23.0
"G7168-MONOMER"	33.8
"G7169-MONOMER"	40.2
"G7172-MONOMER"	29.6
"G7173-MONOMER"	37.8
"G7174-MONOMER"	37.8
"G7175-MONOMER"	37.1
"G7182-MONOMER"	79.1
"G7184-MONOMER"	38.7
"G7185-MONOMER"	43.4
"G7186-MONOMER"	41.0
"G7187-MONOMER"	68.2
"G7188-MONOMER"	42.5
"G7191-MONOMER"	36.5
"G7192-MONOMER"	40.8
"G7193-MONOMER"	44.5
"G7196-MONOMER"	47.4
"G7199-MONOMER"	39.1
"G7200-MONOMER"	37.8
"G7211-MONOMER"	30.6
"G7212-MONOMER"	57.3
"G7213-MONOMER"	50.8
"G7214-MONOMER"	32.7
"G7216-MONOMER"	57.8
"G7218-MONOMER"	50.0
"G7220-MONOMER"	48.2
"G7221-MONOMER"	41.5
"G7229-MONOMER"	39.6
"G7242-MONOMER"	43.6
"G7246-MONOMER"	36.4
"G7255-MONOMER"	15.1
"G7257-MONOMER"	42.6
"G7258-MONOMER"	80.7
"G7262-MONOMER"	29.7
"G7263-MONOMER"	45.1
"G7265-MONOMER"	46.7
"G7266-MONOMER"	68.7
"G7267-MONOMER"	87.8
"G7269-MONOMER"	40.9
"G7271-MONOMER"	47.2
"G7287-MONOMER"	37.0
"G7296-MONOMER"	41.3
"G7297-MONOMER"	41.5
"G7298-MONOMER"	39.4
"G7311-MONOMER"	36.7
"G7312-MONOMER"	21.2
"G7313-MONOMER"	120.0
"G7315-MONOMER"	26.3
"G7316-MONOMER"	28.7
"G7318-MONOMER"	45.0
"G7319-MONOMER"	44.9
"G7320-MONOMER"	49.3
"G7321-MONOMER"	45.8
"G7323-MONOMER"	43.3
"G7324-MONOMER"	51.4
"G7325-MONOMER"	42.5
"G7326-MONOMER"	44.2
"G7327-MONOMER"	53.4
"G7338-MONOMER"	42.8
"G7342-MONOMER"	116.6
"G7343-MONOMER"	44.3
"G7345-MONOMER"	41.2
"G7348-MONOMER"	57.4
"G7352-MONOMER"	50.1
"G7354-MONOMER"	34.6
"G7355-MONOMER"	29.6
"G7356-MONOMER"	43.8
