"TUs"	"TU_Genes"	"Gene_Names"
TU0-8845	G0-9607	"ldrC"
TU00353	RUVB // RUVA	"ruvB" // "ruvA"
TU0-13792	EG11323 // EG10697 // EG11324 // EG11333	"ygfB" // "pepP" // "ubiH" // "ubiI"
TU0-14190	G7909	"yjhU"
TU0-42590	EG10835	"relA"
TU0-8337	EG11367	"barA"
TU0-12998	G6338	"citT"
TU0-13382	G6930	"yniA"
TU0-8829	G7908	"insA-7"
TU00334	EG10808 // EG10863	"pyrE" // "rph"
TU0-13776	G7492	"hyuA"
TU0-14173	G7883	"tabA"
TU0-14687	G6890 // G6889	"nemA" // "nemR"
TU0-42567	EG11225	"dcuA"
TU0-12980	G6314	"ybcW"
TU0-8323	EG10774 // EG11294 // EG11293	"prs" // "ispE" // "lolB"
TU0-13366	G6904	"ldtE"
TU0-8813	EG11124	"ompW"
TU00315	EG11374 // EG10690	"folK" // "pcnB"
TU0-13759	G7466	"yqeH"
TU0-14157	G7854	"ulaR"
TU0-14668	EG11015	"tpiA"
TU0-42540	G6700 // G6701	"ompN" // "ydbK"
TU0-12963	EG10758 // EG12666	"ppiB" // "lpxH"
TU0-8241	EG10925 // EG11137	"ruvC" // "yebC"
TU0-13350	EG10030	"add"
TU0-8793	G6105	"fadE"
TU0-13741	G7455 // G7454	"csdE" // "csdA"
TU00302	EG10154 // EG10153	"moeB" // "moeA"
TU0-14139	EG12469	"dtpC"
TU877	EG11030 // EG11871 // M004	"trpS" // "gph" // "rpe"
TU0-14645	G7312 // G7311	"yfgD" // "bepA"
TU0-42515	EG10116	"bglG"
TU0-12943	EG12429 // EG10439	"tomB" // "hha"
TU0-8143	EG12100 // EG11797	"tktB" // "talA"
TU0-13332	G0-10559	"ynfP"
TU0-8773	EG10124	"bisC"
TU0-13724	EG12707	"ygbE"
TU00283	EG10434 // EG10433 // EG10430 // EG10429	"hemY" // "hemX" // "hemD" // "hemC"
TU0-14122	EG11936 // EG11935	"yjbR" // "yjbQ"
TU802	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281 // EG11363 // EG11757 // EG11758	"hflC" // "hflK" // "hflX" // "hfq" // "miaA" // "mutL" // "amiB" // "tsaE" // "yjeF"
TU0-14625	EG11325	"acnA"
TU0-42492	EG12268	"yhjX"
TU0-12925	G6241	"yajR"
TU0-7844	EG10919	"rpsT"
TU0-13315	G6818	"ydfK"
TU0-8755	EG11166	"ygiD"
TU0-13705	G7389	"ygaQ"
TU00266	EG10277 // EG11317 // EG11318	"fabH" // "fabD" // "fabG"
TU0-14104	EG11916	"yjaG"
TU781	G6936	"cedA"
TU0-14606	EG10265	"lpxC"
TU0-42468	EG11714	"cbrA"
TU0-12906	G6215	"yaiP"
TU0-7743	G6789	"ydeO"
TU0-13299	G6798 // G6799	"lsrK" // "lsrR"
TU0-8738	G7314	"pdeF"
TU0-13689	EG12112	"alpA"
TU00250	EG11250 // EG12096	"chpS" // "chpB"
TU0-14078	EG11873	"fieF"
TU66	EG10732 // EG10731	"phoQ" // "phoP"
TU0-14551	G7624 // G7626 // G7627 // EG11172 // EG10991 // EG10990	"tdcG" // "tdcF" // "tdcE" // "tdcD" // "tdcC" // "tdcB"
TU0-42449	G7277 // G7276	"yffP" // "yffO"
TU0-12888	G6180	"ykgH"
TU0-7441	EG11319	"galU"
TU0-13283	G6773 // G6772 // G6771	"yddL" // "yddK" // "yddJ"
TU0-8722	EG12396	"dgcE"
TU0-13669	G7346	"yfhL"
TU00234	EG10266 // EG10267	"acrE" // "acrF"
TU0-14062	EG11839 // EG11838	"yihM" // "yihL"
TU564	EG10441 // EG10900	"ihfB" // "rpsA"
TU0-14529	EG12608 // EG11557 // EG11558	"caiE" // "caiD" // "caiC"
TU0-4191	EG12705	"yggN"
TU0-12872	G6150 // G6149	"yagM" // "yagL"
TU0-7164	EG10520	"waaA"
TU0-13266	G6749 // G0-10451	"hicB" // "hicA"
TU0-8705	EG11640	"ydeE"
TU0-13652	G7323 // G7322	"yfhM" // "pbpC"
TU00218	EG10585	"metF"
TU0-14045	EG11467	"yigI"
TU501	G6706	"feaR"
TU0-14510	EG30075	"rrfG"
TU0-41791	G6786	"gadC"
TU0-12856	EG10414	"gpt"
TU0-6981	G6825	"cspI"
TU0-13250	G6730 // G6729 // G6728 // G6727	"ynbD" // "ynbC" // "ynbB" // "ynbA"
TU0-8688	G6615	"pliG"
TU0-13635	G7286 // G7285 // G7284 // G7283	"eutN" // "eutE" // "eutJ" // "eutG"
TU00201	EG10725 // EG10724 // EG10723 // EG10722 // EG10721 // EG10720 // EG10719 // EG10718 // EG10717 // EG10716 // EG10715 // G7822 // EG11283 // EG10714 // EG10713	"phnP" // "phnO" // "phnN" // "phnM" // "phnL" // "phnK" // "phnJ" // "phnI" // "phnH" // "phnG" // "phnF" // "phnE_2" // "phnE_1" // "phnD" // "phnC"
TU0-14028	EG11364 // EG11729 // EG11728	"bglH" // "yieL" // "yieK"
TU424	EG11551 // EG11552	"hypF" // "hydN"
TU0-14488	EG11083	"rapA"
TU0-4143	EG11886 // EG11885	"opgH" // "opgG"
TU0-12840	EG11651 // EG11650	"yafE" // "yafD"
TU0-6686	EG11063 // EG11140	"uvrC" // "uvrY"
TU0-13234	G6689 // G6688	"ydaY" // "ynaK"
TU0-8671	G6444	"rcdA"
TU0-13617	G7255	"insL-3"
TU00185	EG10549	"lysA"
TU0-14012	EG11691	"adeQ"
TU355	EG10801	"putA"
TU0-14465	EG11081 // EG11080 // EG10548 // EG10492	"ispH" // "fkpB" // "lspA" // "ileS"
TU0-36443	EG12194 // EG12193	"cbpM" // "cbpA"
TU0-12821	EG12331	"clcA"
TU0-6635	EG10100 // EG10101 // EG10104 // EG10098 // EG10105 // EG10103 // EG10102 // EG10099	"atpC" // "atpD" // "atpG" // "atpA" // "atpH" // "atpF" // "atpE" // "atpB"
TU0-13217	G6664	"pgrR"
TU0-8652	G7469	"yqeK"
TU0-13601	G7221 // G7220 // G7219	"yfdI" // "yfdH" // "yfdG"
TU00169	EG12417 // EG12416 // EG12415 // EG12414 // G7128 // EG12419	"gatD" // "gatC" // "gatB" // "gatA" // "gatZ" // "gatY"
TU0-13997	EG12295	"yibN"
TU27	EG10256	"eda"
TU0-14431	G7826	"dcuR"
TU0-36420	EG10735	"phoU"
TU0-12806	G0-10617 // EG11754 // G0-9941	"sgrT" // "setA" // "sgrS"
TU0-6562	EG10770	"proS"
TU0-13198	G0-10513 // G0-10512	"yciX" // "ymiA"
TU0-8636	G6666	"ynaI"
TU0-13584	G7190	"yfcC"
TU00153	G7414 // EG10481 // EG10480 // EG10479 // EG10478 // EG10477 // EG10476 // EG10475 // EG10474	"hycI" // "hycH" // "hycG" // "hycF" // "hycE" // "hycD" // "hycC" // "hycB" // "hycA"
TU0-13981	G0-10467	"ysaB"
TU142	EG11565 // EG11564 // EG11563 // EG11562	"fixX" // "fixC" // "fixB" // "fixA"
TU0-14407	EG11551	"hypF"
TU0-3621	G6970 // G6969	"yeaH" // "yeaG"
TU0-12788	EG10011	"yaaA"
TU0-6508	EG10525	"lacI"
TU0-13177	G6625	"ycgY"
TU0-8619	G7886	"yjgM"
TU0-13568	G7163	"yfaZ"
TU00136	EG10319 // EG10320	"flhC" // "flhD"
TU0-13962	EG11400	"yhiD"
TU00519	EG30066	"proK"
TU0-14387	EG10610 // EG10609 // EG10608	"mreD" // "mreC" // "mreB"
TU0-3403	EG12201	"ygaC"
TU0-1189	EG30076 // EG30083 // EG30010 // EG30045 // EG30090	"rrfH" // "rrlH" // "alaV" // "ileV" // "rrsH"
TU0-6441	EG10034	"alaS"
TU0-13161	G6606 // G6605	"ariR" // "ymgA"
TU0-8601	EG11724	"adeP"
TU0-13552	EG12041 // EG12040 // EG12038 // EG12037	"yejF" // "yejE" // "yejB" // "yejA"
TU00120	EG10160	"cpdB"
TU0-13945	G7767	"dcrB"
TU00503	EG30017 // EG30042 // EG30049 // EG30068	"argX" // "hisR" // "leuT" // "proM"
TU0-14365	EG12448	"ybcH"
TU0-3123	G6262 // G6261	"ybaT" // "glsA"
TU0-1063	G7716	"fkpA"
TU0-6281	EG11204 // EG10126	"murI" // "btuB"
TU0-13144	EG11430	"roxA"
TU0-8585	EG12219	"yhhS"
TU0-13533	EG12021	"yohH"
TU00104	EG10356	"fumA"
TU0-13927	G7739 // G7738 // G7737 // G7736	"hofM" // "hofN" // "hofO" // "hofP"
TU00487	EG10898 // EG11681 // EG11682 // EG12146 // EG12147	"rpoN" // "hpf" // "ptsN" // "rapZ" // "npr"
TU0-14345	EG11613	"eptA"
TU0-2621	G6905 // G6906 // G6907 // G6908 // G6909 // EG11378	"sufE" // "sufS" // "sufD" // "sufC" // "sufB" // "sufA"
TU-8434	EG11685 // EG11686	"yicI" // "yicJ"
TU0-5843	EG12437 // EG11532 // EG11368	"menE" // "menC" // "menB"
TU0-13127	G6556 // G6555	"solA" // "yceO"
TU0-8567	EG11579	"ybiA"
TU0-13517	EG11991	"yehE"
TU00087	EG11040	"tyrB"
TU0-13908	EG11019	"trkA"
TU00471	G7039 // EG11356 // EG11355	"tcyJ" // "fliZ" // "fliA"
TU0-14327	G7366 // G7365	"rnlB" // "rnlA"
TU0-2405	EG10525 // G6201	"lacI" // "mhpR"
TU-8405	G7027 // G370 // G7028	"flhE" // "flhA" // "flhB"
TU0-5543	EG10329 // EG10891 // EG10886	"mutM" // "rpmG" // "rpmB"
TU0-13111	G6513	"yccM"
TU0-8551	G6228	"yaiY"
TU0-13500	EG11361	"asmA"
TU00071	EG11064	"uvrD"
TU0-13892	G7671 // G7670 // EG11515	"ychE_1" // "yhcD" // "yhcA"
TU00453	EG11336	"endA"
TU0-14308	G7721	"yhfK"
TU0-1962	G7542 // EG20080 // G7543 // G0-8601 // G7544 // G7545	"glcA" // "glcB" // "glcG" // "glcF" // "glcE" // "glcD"
TU-8383	G7261 // G7260	"yfeS" // "yfeK"
TU0-5183	EG10216 // EG10454 // EG11059	"dedA" // "truA" // "usg"
TU0-13095	EG12397 // G6485 // G6484 // G6483 // G6482 // G6481	"ycbF" // "ycbV" // "ycbU" // "elfG" // "elfC" // "elfD"
TU0-8535	G7031	"uspC"
TU0-13483	G7086 // G7085 // G7084 // G7083 // G7082 // G7081	"yeeW" // "cbtA" // "cbeA" // "yeeT" // "yeeS" // "yeeR"
TU00055	EG10791	"purC"
TU0-13876	G7646	"yraR"
TU00436	EG10896	"rpoD"
TU0-14291	EG11680 // G7665 // G7664 // G7663	"lptB" // "lptA" // "lptC" // "kdsC"
TU0-1741	EG11331	"ribA"
TU0-4961	EG12563	"gntP"
TU0-13078	EG11032	"trxB"
TU0-8517	G0-8871	"arcZ"
TU0-13465	G7054	"yedS_3"
TU00039	EG10561 // EG10560	"malQ" // "malP"
TU0-13859	G7607	"alx"
TU00419	EG10158 // EG10159	"clpP" // "clpX"
TU0-14258	EG12108	"norR"
TU0-1501	G6833	"flxA"
TU0-4786	EG10165	"crr"
TU0-13062	G6427 // G6426	"ybiY" // "ybiW"
TU0-8500	EG11235	"rhlE"
TU0-13448	G0-8904	"isrB"
TU00023	EG10333 // EG10332 // EG10331 // EG10330	"frdD" // "frdC" // "frdB" // "frdA"
TU0-13842	EG12363	"ygiL"
TU00402	EG10461	"htpG"
TU0-1424	EG10347	"ftsZ"
TU0-14801	G7823 // EG11210	"yjcZ" // "crfC"
TU0-4525	EG12080 // EG10823	"recX" // "recA"
TU0-13045	EG12875	"ybhC"
TU0-8484	EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068	"napC" // "napB" // "napH" // "napG" // "napA" // "napD" // "napF"
TU0-13432	G7014 // G7013 // G7012	"yobA" // "yebZ" // "yebY"
TU00007	EG10070	"argR"
TU0-13825	G7566	"yqhG"
TU00386	EG10125	"bolA"
TU0-14224	EG10945	"serB"
TU0-14775	G0-8910	"glmY"
TU0-4403	EG11606	"kch"
TU0-8456	EG10662 // G6876 // G6875 // G6874 // G6873 // G6872 // G6871 // G6870	"nth" // "rsxE" // "rsxG" // "rsxD" // "rsxC" // "rsxB" // "rsxA" // "ydgK"
TU0-13032	G6387 // G6386 // G6385	"ybgQ" // "ybgP" // "ybgO"
TU0-13416	G6994	"yoaC"
TU0-13029	G6377	"ybfL"
TU0-13413	G6991 // G6990	"tsaB" // "yeaY"
TU0-8869	EG10237 // EG10244 // EG11215	"dnaC" // "dnaT" // "yjjB"
TU0-13805	EG10419 // EG12366	"gshB" // "rsmE"
TU00366	EG10506 // EG11001	"infC" // "thrS"
TU0-14204	G7935 // G7934	"yjiQ" // "rpnD"
TU0-14741	EG10694	"pepA"
TU0-42612	EG12739	"exuR"
TU0-8352	G6557	"bssS"
TU0-13011	G6353 // G6352	"djlB" // "ybeR"
TU0-13396	EG12394	"msrB"
TU0-8842	G7928	"kptA"
TU00349	EG10878 // EG10893 // EG10903 // EG10910 // EG10912	"rplQ" // "rpoA" // "rpsD" // "rpsK" // "rpsM"
TU0-13789	G7512	"yqfA"
TU0-14186	G0-10567 // G7905	"insM" // "insI-3"
TU0-14704	EG11165 // EG11164 // EG11163 // EG11009	"ygiC" // "ygiB" // "ygiA" // "tolC"
TU0-42584	EG10363 // EG10366 // EG10362	"galK" // "galT" // "galE"
TU0-8334	G6422	"ldtB"
TU0-12995	G6333	"dsbG"
TU0-13379	G6927 // G6926	"arpB_2" // "arpB_1"
TU0-8826	G6552	"opgC"
TU00331	EG11980 // EG11979 // EG11978 // EG12411 // EG12412	"rfbX" // "rfbC" // "rfbA" // "rfbD" // "rfbB"
TU0-13773	G7489	"ygeW"
TU0-14170	G7879	"yjgH"
TU0-14681	EG11362 // EG10230	"gluQ" // "dksA"
TU0-42564	EG10116	"bglG"
TU0-12976	G6307	"ybcQ"
TU0-8301	EG20173 // EG10027	"pta" // "ackA"
TU0-13363	G6899 // G6898 // G6897	"ydhX" // "ydhU" // "ydhT"
TU0-8810	G0-9613	"hokA"
TU00312	EG11751 // EG11752	"otsA" // "otsB"
TU0-13756	G7463	"kduI"
TU0-14154	EG11812 // G7850 // G7849 // G7848	"yjfC" // "yjfM" // "yjfL" // "yjfK"
TU0-14662	EG11541	"kup"
TU0-42535	G6755 // G6754 // G6753 // G6752 // G6751	"patD" // "ydcV" // "ydcU" // "ydcT" // "ydcS"
TU0-12960	EG11770 // G6271 // EG11769 // EG10849	"ybbD" // "ylbH" // "ybbC" // "rhsD"
TU0-8221	EG10584	"metE"
TU0-13346	EG11038	"tus"
TU0-8790	EG10255	"eco"
TU0-13738	G7452	"queF"
TU00299	EG10598 // EG10597 // EG10596	"minE" // "minD" // "minC"
TU0-14136	G7825	"yjdF"
TU874	EG11030 // EG11871 // M004 // EG10204 // EG11183	"trpS" // "gph" // "rpe" // "dam" // "damX"
TU0-14642	EG10192	"cysK"
TU0-42512	EG12629	"gntK"
TU0-12940	G6252	"pdeB"
TU0-8084	EG10097	"aspS"
TU0-13329	EG11302 // EG11301 // EG11300	"ydfC" // "ydfB" // "ydfA"
TU0-8768	EG12867	"ampH"
TU0-13721	G7418 // G7417	"ygbK" // "ygbJ"
TU00280	EG10382 // EG11198	"glmS" // "glmU"
TU0-14119	EG10236	"dnaB"
TU796	EG12316	"acnB"
TU0-14619	G6551	"clsC"
TU0-42484	G0-10737	"esrE"
TU0-12920	EG12874	"yajI"
TU0-7822	G6439	"ybjG"
TU0-13312	G6815	"ydfZ"
TU0-8752	G7552	"yghT"
TU0-13702	G7384	"ypjB"
TU00263	EG11972 // EG11973	"htrE" // "yadV"
TU0-14099	EG10123 // EG11205	"birA" // "murB"
TU721	EG10417	"grxA"
TU0-14573	EG30050 // EG12095	"leuU" // "secG"
TU0-42465	EG10935	"sdiA"
TU0-12903	G6211 // G6210	"yaiX" // "yaiO"
TU0-7701	G7949	"fhuF"
TU0-13296	G6797	"ydeU"
TU0-8735	EG12376	"yfeH"
TU0-13685	G7358 // G7357	"ratA" // "yfjF"
TU00247	EG12608 // EG11557 // EG11558 // EG11559 // EG11560 // EG11561	"caiE" // "caiD" // "caiC" // "caiB" // "caiA" // "caiT"
TU0-14075	EG11864 // EG11863 // EG11862 // EG11861	"frvA" // "frvB" // "frvX" // "frvR"
TU621	EG11225	"dcuA"
TU0-14548	EG10435 // EG10436 // EG10437 // EG10438	"hflC" // "hflK" // "hflX" // "hfq"
TU0-42416	G7901 // EG12544	"yjhC" // "yjhB"
TU0-12885	G6171 // G6173 // G6174	"rclC" // "rclB" // "rclA"
TU0-7361	G6938	"ves"
TU0-13279	EG11526	"ydcC"
TU0-8719	EG11659	"yedD"
TU0-13666	G0-8910	"glmY"
TU00231	EG10275 // EG10276	"accB" // "accC"
TU0-14058	EG11832	"yihF"
TU546	EG10031	"adhE"
TU0-14525	EG11423 // EG11426	"waaU" // "waaZ"
TU0-4187	G0-9384 // EG11530	"sroD" // "fadD"
TU0-12869	G6144	"yagI"
TU0-7161	G0-16662 // EG11423 // EG11426 // EG11425 // EG11353 // EG11352 // EG11351 // EG11350 // EG11340 // EG11339 // EG11341	"rirA" // "waaU" // "waaZ" // "waaY" // "waaJ" // "waaO" // "waaB" // "waaS" // "waaP" // "waaG" // "waaQ"
TU0-13263	G0-10557	"yncK_2"
TU0-8702	G6744	"ydcO"
TU0-13649	G7318	"yfgJ"
TU00214	EG10055 // EG10052 // EG10053	"araD" // "araA" // "araB"
TU0-14042	EG11202 // EG11069 // EG11201 // EG10209 // G0-10471	"yigB" // "xerC" // "yigA" // "dapF" // "yifL"
TU490	EG10467	"hupB"
TU0-14503	EG10026	"aceK"
TU0-41740	G6662	"mpaA"
TU0-12853	G6118 // G6117 // G6116 // G6115	"yafP" // "yafO" // "yafN" // "dinB"
TU0-6921	EG12100 // EG11797	"tktB" // "talA"
TU0-13247	G8204	"ydbA_2"
TU0-8685	G6570	"bhsA"
TU0-13632	G7279 // G7278	"yffR" // "yffQ"
TU00198	EG10031	"adhE"
TU0-14025	EG11725	"yieH"
TU403	EG10400	"glpR"
TU0-14484	G7365	"rnlA"
TU0-4001	EG11330 // EG10361 // EG11329 // EG12387 // G7394	"gabP" // "gabT" // "gabD" // "lhgO" // "csiD"
TU0-12837	EG11502 // EG11503	"rcsF" // "trmO"
TU0-6661	RUVB // RUVA	"ruvB" // "ruvA"
TU0-13231	G6686 // G6685 // G6684 // G6683 // G6682 // G6681	"rzpR" // "ydaW" // "ydaV" // "ydaU" // "ydaT" // "ydaS"
TU0-8666	EG11167	"zupT"
TU0-13614	G7250 // G7249 // G7248 // G7247 // G7246	"fryB" // "fryC" // "ypdF" // "ypdE" // "fryA"
TU00182	EG10403 // EG10404 // EG11514	"gltB" // "gltD" // "gltF"
TU0-14009	EG11688	"yicL"
TU348	EG10061	"arcA"
TU0-14460	EG10896	"rpoD"
TU0-3644	G6755 // G6754 // G6753 // G6752 // G6751	"patD" // "ydcV" // "ydcU" // "ydcT" // "ydcS"
TU0-12819	EG12329	"hrpB"
TU0-6630	EG11796 // EG10951	"lplA" // "ytjB"
TU0-13214	EG12870 // G6659	"ycjF" // "ycjX"
TU0-8649	EG12017	"yohD"
TU0-13598	G7215	"yfdF"
TU00166	EG10261 // EG10263 // EG10260 // EG10259 // EG11105	"entC" // "entE" // "entB" // "entA" // "entH"
TU0-13994	EG11888	"trmL"
TU261	EG10618 // EG11252 // EG12165 // EG12167	"mukB" // "mukE" // "mukF" // "cmoM"
TU0-14424	G0-10609	"ryjB"
TU0-36417	EG10380 // EG10377	"glgP" // "glgA"
TU0-12802	EG12611 // EG12610	"yabQ" // "yabP"
TU0-6556	EG10695	"pepD"
TU0-13194	G6636 // G6635 // G6634	"yciQ" // "yciO" // "yciV"
TU0-8632	G6435	"rimO"
TU0-13581	G7186	"yfbS"
TU00150	EG12738	"exuT"
TU0-13978	EG12270 // EG10986	"yiaC" // "tag"
TU122	EG10802	"putP"
TU0-14404	G0-10463 // EG10208	"ypfN" // "dapE"
TU0-3561	G7069	"asnW"
TU0-12785	G7954	"yjjY"
TU0-6505	EG11836	"hemN"
TU0-13174	G6620	"cvrA"
TU0-8615	EG11410	"yjgA"
TU0-13565	G7159 // G7158	"yfaV" // "yfaU"
TU00133	G8210 // EG10969 // EG10970 // EG10971 // EG10972 // EG10974 // EG10973	"srlA" // "srlE" // "srlB" // "srlD" // "gutM" // "srlR" // "gutQ"
TU0-13958	EG12234	"rlmJ"
TU00516	EG30037	"glyU"
TU0-14381	EG11130 // EG11131 // EG10836	"hokD" // "relE" // "relB"
TU0-3364	EG30071 // EG30078 // EG30032 // EG30085	"rrfB" // "rrlB" // "gltT" // "rrsB"
TU0-1186	EG30074 // EG30081 // EG30034 // EG30088	"rrfE" // "rrlE" // "gltV" // "rrsE"
TU0-6423	EG10853	"rimL"
TU0-13158	G6602	"bluR"
TU0-8598	EG11713	"yidR"
TU0-13549	G7146 // EG12104	"lpxT" // "yeiR"
TU00117	EG10118 // EG10121 // EG10119 // EG10120	"bioB" // "bioF" // "bioC" // "bioD"
TU0-13942	EG12212 // EG10343	"yhhL" // "rsmD"
TU00500	EG30016	"argW"
TU0-14362	G7092	"insH-7"
TU0-3103	EG11031	"trxA"
TU0-1041	G0-16649 // G7816	"cpxQ" // "cpxP"
TU0-6184	G0-8867	"gcvB"
TU0-13141	G6575 // G6574 // G6573	"lolE" // "lolD" // "lolC"
TU0-8582	EG11184	"yhhA"
TU0-13530	EG12016	"yohC"
TU00100	EG10173 // EG10174	"cydA" // "cydB"
TU0-13924	G7733 // G7732 // G7731 // G7730 // G7729 // G7728	"yhfX" // "yhfW" // "php" // "yhfU" // "yhfT" // "yhfS"
TU00484	EG11279 // EG10811 // EG10805	"pyrL" // "pyrI" // "pyrB"
TU0-14342	G7643	"yraN"
TU0-2562	EG10272	"exbD"
TU-8430	EG11548	"lhr"
TU0-5761	G0-8914	"gadY"
TU0-13124	EG12689	"yceK"
TU0-8564	EG11239	"ybhA"
TU0-13514	G7139 // G7138	"rcnB" // "rcnA"
TU00084	EG10897	"rpoH"
TU0-13905	EG11498	"yhdJ"
TU00468	EG10357 // EG10006	"fumB" // "dcuB"
TU0-14324	EG11917	"yjaH"
TU0-2302	EG11504 // EG11737 // EG11621	"metQ" // "metI" // "metN"
TU-8398	EG12146 // EG11682 // EG11681 // EG10898 // EG11680	"rapZ" // "ptsN" // "hpf" // "rpoN" // "lptB"
TU0-5501	EG10068	"argG"
TU0-13108	G6508	"gfcA"
TU0-8548	G6193	"yahN"
TU0-13497	G0-10560	"wbbL_2"
TU00068	EG11042	"tyrR"
TU0-13889	EG12801 // EG12800 // EG12799 // G7659 // G7658	"mlaF" // "mlaE" // "mlaD" // "mlaC" // "mlaB"
TU00450	EG11035	"tsx"
TU0-14305	EG12360	"yfaE"
TU0-1881	EG12132 // G7324 // G7325 // G7326	"iscA" // "iscU" // "iscS" // "iscR"
TU0-5162	G7860 // G7859 // G7858 // EG12495 // EG12494 // G7856	"ulaF" // "ulaE" // "ulaD" // "ulaC" // "ulaB" // "ulaA"
TU0-13091	G6475 // G6474	"gloC" // "ycbK"
TU0-8532	G6859	"tqsA"
TU0-13480	G7077 // G7076 // G0-10543	"insC-3" // "insD-3" // "insCD-3"
TU00052	EG10727 // EG11401	"phoA" // "psiF"
TU0-13873	G7637	"yraH"
TU00433	EG11390	"uspA"
TU0-14287	EG11926 // EG11925 // EG11924 // EG11923	"yjbH" // "yjbG" // "yjbF" // "yjbE"
TU0-1681	EG10954	"sodB"
TU0-4928	EG12380	"gntT"
TU0-13075	EG10754 // G6455 // G6454	"poxB" // "ltaE" // "ybjT"
TU0-8514	G0-8861	"sraA"
TU0-13462	EG12709	"yedI"
TU00036	EG10524 // EG10526 // EG10527	"lacA" // "lacY" // "lacZ"
TU0-13856	G7604	"ygjP"
TU00416	EG10402	"gltA"
TU0-14254	EG10080	"aroH"
TU0-14820	EG10258	"eno"
TU0-4761	G0-8785	"csrB"
TU0-13059	G6421 // G6420	"ybiR" // "mntR"
TU0-8497	G0-9606	"rdlB"
TU0-13445	G7026	"yecT"
TU00020	EG10302 // EG10304 // EG10305 // EG10303	"fhuA" // "fhuC" // "fhuD" // "fhuB"
TU0-13838	EG11165 // EG11164 // EG11163 // EG11009	"ygiC" // "ygiB" // "ygiA" // "tolC"
TU00399	EG11429	"yjaZ"
TU0-14237	G0-8888	"ypfM"
TU0-14797	G0-10671	"mgrR"
TU0-4521	EG12630	"gntR"
TU0-13042	G6399	"ybhH"
TU0-8480	EG12332	"erpA"
TU0-13429	G7009	"yebV"
TU00004	EG10065 // EG10064 // EG11223	"argC" // "argB" // "argH"
TU0-13822	EG11824	"yghB"
TU00383	EG10701	"pflB"
TU0-14220	G7953	"yjjW"
TU0-14769	G0-10654	"ykgR"
TU0-4288	EG10491	"iclR"
TU0-8380	EG10544	"lpp"
TU0-4284	EG11569	"lptD"
TU0-8368	EG12151 // EG12150 // EG13238	"cobT" // "cobS" // "cobU"
TU0-13026	EG11522 // EG10848	"ybfB" // "rhsC"
TU0-13410	G6986	"dmlA"
TU0-8865	G6879 // EG11043	"pdxY" // "tyrS"
TU00363	EG10689 // EG11817	"pcm" // "umpG"
TU0-14201	G7930	"yjiK"
TU0-14738	G0-10642	"yjeV"
TU0-42604	EG11528	"fabI"
TU0-8349	G6462	"macB"
TU0-13008	EG10201	"dacA"
TU0-13393	G6957	"ydjF"
TU0-8839	G0-8899	"mcaS"
TU00346	EG10905 // EG10764 // EG10917 // EG10870	"rpsF" // "priB" // "rpsR" // "rplI"
TU0-13786	G7508	"idi"
TU0-14183	G7901 // EG12544	"yjhC" // "yjhB"
TU0-14699	G6440	"mdfA"
TU0-42581	EG10366 // EG10362	"galT" // "galE"
TU0-8330	G7061	"zinT"
TU0-12992	G6330	"ybdM"
TU0-13376	EG12391	"ydiE"
TU0-8823	G7199	"mnmC"
TU00327	EG10821	"rcsB"
TU0-13769	G7483	"ygeQ"
TU0-14167	EG10741	"pmbA"
TU0-14678	EG11627 // EG11626 // EG11625 // EG11624	"artM" // "artQ" // "artI" // "artP"
TU0-42559	EG11149	"gcvR"
TU0-12973	G6300	"ybcK"
TU0-8266	G0-9582	"hokE"
TU0-13360	EG12141	"ydhC"
TU0-8808	EG11449	"hdfR"
TU0-13751	EG11679 // EG12455	"aas" // "lplT"
TU0-14151	G7842	"orn"
TU0-14656	G7650 // G7651	"yhbS" // "yhbT"
TU0-42532	EG12194 // EG12193	"cbpM" // "cbpA"
TU0-12956	G6265 // G6264	"qmcA" // "ybbJ"
TU0-8201	G6450	"ybjP"
TU0-13343	G6858 // G6857	"mdtJ" // "mdtI"
TU0-8787	EG10231	"dld"
TU0-13735	EG11247	"rlmD"
TU00295	EG11002 // EG12128	"thyA" // "lgt"
TU0-14132	EG10711	"yjdM"
TU871	EG10812	"queA"
TU0-14637	EG11892	"sbmC"
TU0-42509	EG10980 // EG10979	"sucB" // "sucA"
TU0-12937	EG11622 // G6248	"mdlB" // "mdlA"
TU0-8081	EG10282 // EG10703	"fbaA" // "pgk"
TU0-13326	G6832	"ydfV"
TU0-8765	EG11692	"adeD"
TU0-13718	G7409	"pncC"
TU00277	EG11506 // EG11507	"ftsH" // "rlmE"
TU0-14116	EG11928	"yjbJ"
TU793	EG12615	"torR"
TU0-14616	G6283 // G6282	"glxK" // "ybbY"
TU0-42481	EG10367	"gapA"
TU0-12917	EG11094 // EG10927	"sbcD" // "sbcC"
TU0-7805	EG10632	"nagA"
TU0-13309	EG11644	"ydeI"
TU0-8748	G7488	"ygeV"
TU0-13699	G7381 // G7380 // G0-10464 // G7379 // G7378	"ypjF" // "yfjZ" // "ypjJ" // "yfjY" // "yfjX"
TU00260	G0-8893 // EG10241 // EG10240	"tpke11" // "dnaK" // "dnaJ"
TU0-14093	EG11913	"yijO"
